issueNumber,prNumber,Util,APM,Network,DB,Error Handling,Logging,Lang,Data Structure,i18n,Setup,Logic,IO,UI,Parser,Event Handling,App,GIS,Multimedia,CG,corpus
1706,1950,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,resolves resolves resolves this completes the user interface for playback looping with three click and drag actions in the timeline dragging a completely new play region arrow cursor resizing an existing region east west arrows moving an existing region hand please observe also the context menu item to make selection follow play region drags works yellow snap guidelines at edges of labels or clips and of the selection when it isnt following the play region escape key aborts all drags left click without drag still starts playback i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1707,1950,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,resolves resolves resolves this completes the user interface for playback looping with three click and drag actions in the timeline dragging a completely new play region arrow cursor resizing an existing region east west arrows moving an existing region hand please observe also the context menu item to make selection follow play region drags works yellow snap guidelines at edges of labels or clips and of the selection when it isnt following the play region escape key aborts all drags left click without drag still starts playback i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1946,1958,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,also real link to the video is now addedresolves short description of the changes and the motivation to make the changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1822,1965,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,resolves a recurrence of bugs and these worked around a bug in the soxrlibrary recent rearrangements of playback engine sometimes failed to do theworkaround i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1961,1967,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,resolves moving the whole play region should never change its length when it snaps either end i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1962,1976,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,there are still edge cases left while editing the clip name the fix for them will be complex and is out of scope for the release branch hotfixresolves short description of the changes and the motivation to make the changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1780,1978,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,resolves for label tracks enter hardcoded for renaming the selected label is the same shortcut used by default by the command for toggling the selectedness of the trackfix use the shortcut ctrl f for renaming the selected labelwarning this has been implemented by hardcoding this shortcut rather than providing a context sensitive command for renaming both clips and labels this was done due to a shortage of time this hardcoded shortcut should be removed after the release of in changing the shortcut from enter to ctrl f in labeltrackview docapturekey in the line if isvalidindex mtexteditindex project isvalidindex mnavigationindex project {the case isvalidindex mnavigationindex project was removed this had been added in commit a ad d presumably to capture the enter key this was an incorrect change and caused issue a label can be created by typing regardless of option settingso this commit also fixes that issue i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1860,1981,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1931,1985,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,resolves same fix is applied to both clip names and labels i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1924,1992,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,do not play a short bit from time zero do not briefly show play head thereuse the start time option which prepares all before the firsttrackbufferexchange call and not the older seek mechanism that instead seta variable and let the portaudio thread to react to it possibly the threaddid not see the change in variable promptly enough explaining the symptomresolves short description of the changes and the motivation to make the changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1971,1993,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,resolves make correct hot zones for drags in the timeline when looping is disabled i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1984,2002,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,resolves resolves resolves resolves behavior of playback when looping is not enabled should be as before play from left edge of the selection either to right edge if that is different or to the end of the tracks and once onlyalso change reactions of play in progress to changes of the loop region or state of the loop button when button is up play as non looped when it is down jump only leftward to the start of the loop and only when playback reaches the right edge so if playback is right of the loop it also continues to the end and stops i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1994,2002,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,resolves resolves resolves resolves behavior of playback when looping is not enabled should be as before play from left edge of the selection either to right edge if that is different or to the end of the tracks and once onlyalso change reactions of play in progress to changes of the loop region or state of the loop button when button is up play as non looped when it is down jump only leftward to the start of the loop and only when playback reaches the right edge so if playback is right of the loop it also continues to the end and stops i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1995,2002,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,resolves resolves resolves resolves behavior of playback when looping is not enabled should be as before play from left edge of the selection either to right edge if that is different or to the end of the tracks and once onlyalso change reactions of play in progress to changes of the loop region or state of the loop button when button is up play as non looped when it is down jump only leftward to the start of the loop and only when playback reaches the right edge so if playback is right of the loop it also continues to the end and stops i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
2003,2002,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,resolves resolves resolves resolves behavior of playback when looping is not enabled should be as before play from left edge of the selection either to right edge if that is different or to the end of the tracks and once onlyalso change reactions of play in progress to changes of the loop region or state of the loop button when button is up play as non looped when it is down jump only leftward to the start of the loop and only when playback reaches the right edge so if playback is right of the loop it also continues to the end and stops i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1999,2007,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,resolves and two other problems dragging of looping region partly into negative time should not make it disappear yellow snap guideline should be visible at right edge of last clip remove arbitrary restriction on selection of play regions with error message cannot lock region beyond end of project i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1990,2013,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1969,2014,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
2011,2015,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,this change is required to maintain consistency between default and cleared play regionsresolves short description of the changes and the motivation to make the changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
2019,2023,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
2029,2030,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,resolves short description of the changes and the motivation to make the changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
2036,2039,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,resolves fix drawing of envelope points correctly for trimming or time shifting or both i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
