prNumber,Util,Network,Interpreter,i18n,Logic,Test,IO,Security,App,issueNumber,corpus
1079,1,0,0,1,1,1,0,0,0,1065, #1065 add information about donothing() method to cannotstubvo…    
1090,1,1,0,1,1,1,0,1,1,1083,1083: interfaces only declare tostring implicitly and should t… …herefore override it explicitly from the inline mock maker  
1091,1,1,0,0,1,1,0,0,1,1088,1088 : updating documentation of verify feature to correct a s… updating documentation of verify feature to correct a supposed typo that results in confusing behaviour when cut pasted and run verbatimthe documentation presents the following example of the verify exact number of invocations feature:    //using mock    mockedlistadd("once")        mockedlistadd("twice")    mockedlistadd("twice")        mockedlistadd("three times")    mockedlistadd("three times")    mockedlistadd("three times")        //following two verifications work exactly the same - times(1) is used by default    verify(mockedlist)add("once")    verify(mockedlist times(1))add("once")        //exact number of invocations verification    verify(mockedlist times(2))add("twice")    verify(mockedlist times(3))add("three times")        //verification using never() never() is an alias to times(0)    verify(mockedlist never())add("never happened")        //verification using atleast()/atmost()    verify(mockedlist atleastonce())add("three times")    verify(mockedlist atleast(2))add("five times")    verify(mockedlist atmost(5))add("three times")the last but one line says:    verify(mockedlist atleast(2))add("five times")this could be confusing to someone using these examples as it would result in a toolittleactualinvocations failure being reported by mockito this is because in the example the `add()` method is never called with the string `five times` in order to have this example make sense in the way i think it should ive replaced the string `five times` with `three times` as suggested by @szczepiq cheerstim cooke  merging 1091 
1119,1,0,0,0,1,1,1,0,0,1117,made it possible to delay the return of a mock or spy  (#1117) this is a useful aid in debugging race conditions and other synchronicity problems  merging 1119  
1121,1,1,0,1,1,1,1,0,1,1110,improve and develop apis required for framework integrators mockito does not do static mocking at the moment powermockito does powermockito uses a lot of internal mockito apis exposing the community to issues and wasted productivity on version upgrades we want mockito apis to be easily extensible by framework integrators such us powermockito without compromising api simplicity and consistencyall proposed changes are backwards compatible in accordance to mockitos compatibility contract (in short: limited changes to orgmockito* types freedom to change orgmockitointernal*)### public api changesthe full discussion on the use cases implementation options and decisions is in #1110 ticket1 new public method for creating mock creation settings object:```javamockitowithsettings()name(“my mock”)build(fooclass)```2 framework integrators can now provide custom mockhandler via ```mockmaker#getmockhandler()``` previously it we didn’t offer this capability because we didn’t have convincing use cases that it was needed### public api considerations1 framework integrators may **not** provide custom implementation of ```invocationcontainer``` at this stage this part of api is accessible via public ```mockmaker#getmockhandler()getinvocationcontainer()``` method there are no convincing use cases that exposing this new public api is needed  merging 1121  
1122,1,0,0,0,1,1,1,0,0,1117,made it possible to delay the return of a mock or spy (#1117) a cherry-picked version of #1119 for the 2x branch yup in master there are not checkstyle verification || thats because the backport wasnt finished yet :( havent had time to dive into the failing tests there ||  merging 1122  the change to 2x! ||
1136,1,1,0,1,1,1,1,0,1,1135,1135: properly resolve visibility bridges resolve the method hierarchy by byte buddys method graph compiler to properly handle bridge methods which require a full method hierarchy analysis to detect  merging 1136 
1146,1,0,0,1,0,1,0,0,1,86,enable stubonly() on @mock annotation since issue #86  withsettings() has a api stubonly() which speed up mocked stub a lotsin my case stubonly() huge amount of test overhead stacktrace and avoid invocation footprint list grow too large and cause oomhowever  the api is not available with `@mock` annotationi had to move tens of mock annotation from `@mock foo foo` into `mockitomock(fooclass withsetting()stubonly())````@mock(stubonlytrue)public foo lightweight```suggest adding the above api for convenience check list -  read the [contributing guide]( -  pr should be motivated ie what does it fix why and if relevant how -  if possible / relevant include an example in the description that could help all readers       including project members to get a better picture of the change -  avoid other runtime dependencies -  meaningful commit history  intention is important please rebase your commit history so that each       commit is meaningful and help the people that will explore a change in 2 years -  the pull request follows coding style -  mention `<issue number>` in the description _if relevant_ -  at least one commit should mention `fixes #<issue number>` _if relevant_  merging 1146  < 
1162,1,0,0,0,0,1,1,0,1,1155,fix for #1155 thenthrow(class) fix for #1155 mockitothenthrow(class) now fails when the given throwable type is not declared on the stubbed method the build fails for jdk7 seem like an ci problem: execution failed for task :fetchallcontributors || >the build fails for jdk7 seem like an ci problem: execution failed for task :fetchallcontributorsi will look into that thank you ||  merging 1162  
1181,1,1,0,1,1,0,1,0,1,1179,#1179: fix performance regression caused by use of method graph compiler in order to properly discover visibility bridges we have to run a full analysis of the method graph the compilation of this method graph is rather expensive and we require to cache a computed graph the caching is however non-trivial as it references classes which might be unloaded in order to avoid a leak we cache classes using non-strong referencesthis requires some real-world experience to discover if this caching mechanism suffices  merging 1181  < 
1186,1,1,0,1,1,1,1,0,1,1180,compare method of graph to defined form of method 1180: compare against non-generic method when deciding if a method should be stubbed  merging 1186 ` 
1192,1,0,0,0,1,1,1,0,1,1191,added new public api for spring-boot use case not intended for merging yet submitted for visibility- for design and rationale see #1191- for usage see "verificationstartedlistenertest" classthis is still experimental so refactorings error handling javadoc is missing  merging 1192  
1202,1,0,0,0,1,1,0,0,0,1198,1202] java 9 ci build for mockito 2x ## summaryprovide java 9 travis build to ensure java 9 compatibility in at least tested use casessupport for java 9 was improved in gradle 4x and that version is being used due to some issues with newer gradle versions (#1198) some other configuration changes were required as well as jacoco version has been bump ( #1198## check list -  read the [contributing guide]( -  pr should be motivated ie what does it fix why and if relevant how -  if possible / relevant include an example in the description that could help all readers       including project members to get a better picture of the change -  avoid other runtime dependencies -  meaningful commit history  intention is important please rebase your commit history so that each       commit is meaningful and help the people that will explore a change in 2 years -  the pull request follows coding style -  mention `<issue number>` in the description _if relevant_ -  at least one commit should mention `fixes #<issue number>` _if relevant_  merging 1202  
1203,1,0,0,0,1,1,0,0,1,1191, documentation issue added unit tests - while working on new verification started listeners (#1191) i found an instance of incorrect documentation i added unit tests and simplified the documentation- currently contrary to what the javadoc said we do guarantee the order in which invocation listeners get notified some of our users might have started to depend on this behavior i added unit tests and  the javadoc in general it is seems useful to guarantee the order this way the api is more predictable easier to use   thank you for review! ||
1214,1,1,0,0,1,1,0,0,1,1211,1211: improve @deprecated javadoc this pull request 1211 by improving the `@deprecated` javadoc of `mockitodebug()` `mockitodebugger` and `mockitodebuggerprintinvocations(object  mocks)` by adding the additional information on how to retrieve an actual instance of the `mockitodebugger` interface  
1216,1,1,1,1,1,1,1,0,1,1206,adresses #1206: allow opting out from annotation copying within mocks the `mocksettings` now include an option to disable copying of annotations to mock classes  merging 1216  < 
1217,1,1,0,1,1,0,1,0,1,1183,1183: make override check more forgiving to accomondate kotlin compile patterns the override check implies java compile patterns such that kotlin method resolutions could fail for void return types which do not fit into javas reference-type only generic hierarchies this pr eases this restriction to fix this resolution for kotlini added the test case of the reported issue as a reference  merging 1217 
1219,1,0,0,0,0,1,0,0,0,117,add regression test for issue #1174 regression that shows the issue of #1174 i am unable to reproduce this locally lets see what travis sayscloses #1174   thank you! ||
1221,1,0,0,1,1,1,0,0,0,445,mockitoextension for junit5 445discussion:  of all thanks to the junit5-team (@sbrannen) for that great api! the implementation was straight forward and the docu is top notch not comparable to a junitrule or runner implementation one can feel the hard work ----the here provided `mockitoextension` allows to mock/spy/validate like the well known mockito-junitrule/runner this is still "work in progress" feel free to commentusage:```java@extendwith(mockitoextensionclass)class junit5test {   @mock  private dependency mock   @test  void checkmockcreation(){    when(mockfoo())thenreturn("hello junit5")    mockfoo()    verify(mock)foo()  }}``` possibly we need an annotation on class or method level to provide control of the "strictness" eg:```@extendwith(mockitoextensionclass)@mockitostrictness(warn)class junit5test {    @mockitostrictness(strict_stubs)    void testwithlocaldefinedstrictness(){    }}``` ||  merging 1221                             release/2x    #1221   +/-   ##  coverage ! || 
1228,0,0,0,1,0,0,0,0,0,1130,add @checkreturnvalue to stubbing/verification methods introduce a new annotation `@checkreturnvalue` and add this to methods like `when` and `verify` such that static analysis can verify the value is actually used ( this makes sure developers can get warnings on build-time instead of run-time (with our internal `validatestate`)1130  merging 1228 
1247,1,0,0,1,1,1,0,0,1,904,remove several container classes and inline code remove several classes that were containers for code that is easier to be inlined they were only referenced once or never at all this makes it easier to reason about the code while also maintaining less code and classescloses #904  merging 1247 
1257,1,1,0,1,1,1,1,0,1,1254,1254 and #1256: improved check for self-invocation better checks for recursive calls and guards internally used jdk types1254 fixes #1256  merging 1257 ! ||
1257,1,1,0,1,1,1,1,0,1,1256,1254 and #1256: improved check for self-invocation better checks for recursive calls and guards internally used jdk types1254 fixes #1256  merging 1257 ! ||
1258,1,1,0,1,1,1,0,0,1,106,prevent class loading race condition allow singleton locking in context with class loading races1067 fully agree will do soon ||  merging 1258  <  
1268,1,1,0,0,1,1,0,0,1,1262,1262: update doc for answerscalls_real_methods update the documentation for the answerscalls_real_methods according to #1262 and also included a note with recommendation not to use when()thenreturn() for partial mock   hey @seriybg this is a nice change! sorry we have not reviewed earlier it must have slipped our radar continually improving documentation is absolutely important thank you for contributing! ||
1270,1,1,0,1,1,1,0,0,1,1130,cleaner code for mockito users by better integration with static code checkers more @checkreturnvalue builds on #1130 #1228 note that almost all non-`void` `orgmockitomockito` methods are now annotated `@checkreturnvalue` you could consider going the other way by annotating the class as a whole `@checkreturnvalue` and adding [`@canignorereturnvalue`]( to the non-`void` methods that form the complement ||   context for this change: within a company-internal pr i found an unused `mock(someclass)` statement and thought "itd be nice if mockito supported `@checkreturnvalue`" then i found #1228 but noticed that the `#mock` methods werent annotated in fixing that i decided to go over the whole class for each method annotated in this pr i traced its logic most are side-effect free while the remainder throw an exception in case of misuse the only non-`void` method in `orgmockitomockito` i did not annotate is `#ignorestubs` because it returns its input  || the reason i did not include these methods in #1228 was because there were no side-effects checking them would therefore not required as it would be perfectly okay (from a mockito-perspective) that these methods are invoked and then discarded the methods i annotated do have side-effects and thus are harmful if you discard the return valuetherefore i am hesitant to accept this pr as (to my knowledge) these methods are pure and are not harmful for mockito to be invoked a lot of times || invoking these methods many times may not be harmful in a functional sense but imho `@checkreturnvalue` is more about establishing correctness ignoring the return value of any of these methods indicates a human error leading to cluttered tests in the best case and a false sense of security in the worst caselooking at guava that seems to be the way how they use the annotation for example it is applied to the whole package `comgooglecommoncollect` with some methods within that package annotated `@canignorereturnvalue` none of those are pure || i do understand that point-of-view however in that case we would need to update every public api that is non-void to have this annotation which seems counter-intuitiveanyways these are my 2 cents paging @mockito/core to give their opinion    || > \[\] in that case we would need to update every public api that is non-void to have this annotation \[\]well a single annotation in `package-infojava` takes care of that ([example]( :dbut indeed lets see how others feel about it || interesting discussion! heres how i would summarize the decision point: - a) benefit: a chance of making our customers code cleaner because they could identify and remove dead code - b) downside: hard to apply this strategy consistently we would have to review all public api and always remember to use those annotations when adding new apigiven that we already started using the annotations the downside b) already applies merging the pr does not make it any worse hence the downside can be discounted and we only have the benefit :)+1 im in favor of merging the prthank you @stephan202 for tracing the public api methods and coming up with the pr! || @timvdlippe the current `master`s last commit is e51a0515ac8440572cf1af80f7aa620d51e8075e but `git grep -i prone` doesnt show an error prone integration cant find another applicable branch using `git log -s prone -i  --all` either am i looking cross-eyed or? :) || ah my brain was derping i was working on #1339 and thought i merged it but i did not so we have to rebase after that pr is merged sorry for the confusion || no worries   i see #1339 also targets the `release/2x` branch so i wont need to switch the target branch for this pr(and indeed that pr contains a bunch of `@suppresswarnings("checkreturnvalue")` this pr will almost certainly force the addition of a bunch more of those)ive subscribed to the other pr and will rebase again once its  
1272,1,1,0,0,1,1,0,0,1,792,strictness configurable per mock / stubbing 792today we have strict stubs feature a key enabler for cleaner tests and improved debuggability strict stubs dont work well with "common stubbing" pattern they also dont like when we call stubbed methods with unexpected arguments - even though sometimes it is legit for more see #792 ### solution```java@test public void demo() {  //1 "lenient()" method on mocksettings interface:  foo mock  mockitomock(fooclass withsettings()lenient())  //2 "lenient()" method on mockito class:  mockitolenient()when(mockfoo(1))thenreturn(1)  mockitolenient()doreturn(1)when(mock)foo(1)}```for more see #792### public api changes- new methods:   - mockito#lenient()   - mocksettings#lenient()   - mockcreationsettings#islenient()   - stubbing#getstrictness()  - new interfaces:   - basestubber - extracted out from existing "stubber" interface so that we can reuse api with "lenientstubber"   - lenientstubber - instance returned by "mockitolenient()"- other changes:   - made @orgmockitonotextensible annotation public so that we can use it in subpackages  merging 1272 
1280,0,0,0,0,1,1,0,0,0,108,update strict_stubs documentation for verifynomoreinteractions 1086  
1301,1,0,0,1,1,1,1,0,1,1232,extend mockitosession(builder) api to enable usage by testing frameworks the first commit in this pr 1232 in the additional commits ive taken the liberty to implement my proposals from  add `mockitosessionbuildername(string)` to pass a name from the testing framework to the `mockitosession`- add `mockitosessionbuilderlogger(mockitosessionlogger)` to customize the logger used for hints/warnings produced when finishing mocking (useful for testing and to connect reporting capabilities provided by testing frameworks such as junit jupiter)- add `mockitosessionfinishmocking(throwable)` to avoid potentially confusing warnings for failing tests- add `mockitosessionsetstrictness(strictness)` to change the strictness of the current session (there were two test cases requiring that)each of these changes is in a separate commit thus it should be relatively easy to take only those changes that you think good or just the first one to 1232to showcase that this new api is sufficient to implement an extension of a testing framework ive changed the `junitrule` implementation to use it  merging 1301  || 
1307,1,0,0,0,1,1,0,0,1,1306,update public api of invocationfactory needed for android static mocking 1306a real method might throw a throwable but the invocations produced byinvocationfactory call the real method via a callable that can onlythrow a exceptionhence add a new method to invocationfactory that allows to createinvocations with a realmethodbehavior  a callable that throws athrowable  merging 1307  thanks for review! || 
1310,0,0,0,0,1,1,0,0,0,1279,ensure isolation of stubbings  compatibilityfor certain corner cases this bugfix may be incompatible we believe that the exposure is minimal (corner cases only possibly incorrect tests) and the bugfix important if your test fails after upgrading to mockito version that contains this fix please scrutinize the test - it is very likely that the test is incorrect we apologize for any compatibility problems arising from this change it is a hard decision to make when a bugfix changes the behavior in a way it may not be compatible with every mockito test in the worldwhen stubbing with answers that call different mocked methods:```javawhen(mockfoo())the swer(() -> { othermockbar() }```we need to ensure that ```mockfoo()``` and ```othermockbar()``` dont interfere prior to this bugfix this scenario resulted in various problems like: stack overflow error unexpected stubbings declared on different mock unexpected invalid return type errorsfor more details see #1279### solutionthe solution is based on great pr #1296 by @r-smirnov **huge thanks** to @r-smirnov for reporting the problem diligently then digging into the bowels of mockito to find a clean solution providing excellent test cases that demonstrate the problem when i initially saw the issue report i thought that its not fixable and we would close it as "documented mockito syntax caveat" thank you @r-smirnov for persistence and getting this ! can we give an example of a test that breaks with this "new" behavior? ||  merging 1310  <  || 
1310,0,0,0,0,1,1,0,0,0,1296,ensure isolation of stubbings  compatibilityfor certain corner cases this bugfix may be incompatible we believe that the exposure is minimal (corner cases only possibly incorrect tests) and the bugfix important if your test fails after upgrading to mockito version that contains this fix please scrutinize the test - it is very likely that the test is incorrect we apologize for any compatibility problems arising from this change it is a hard decision to make when a bugfix changes the behavior in a way it may not be compatible with every mockito test in the worldwhen stubbing with answers that call different mocked methods:```javawhen(mockfoo())the swer(() -> { othermockbar() }```we need to ensure that ```mockfoo()``` and ```othermockbar()``` dont interfere prior to this bugfix this scenario resulted in various problems like: stack overflow error unexpected stubbings declared on different mock unexpected invalid return type errorsfor more details see #1279### solutionthe solution is based on great pr #1296 by @r-smirnov **huge thanks** to @r-smirnov for reporting the problem diligently then digging into the bowels of mockito to find a clean solution providing excellent test cases that demonstrate the problem when i initially saw the issue report i thought that its not fixable and we would close it as "documented mockito syntax caveat" thank you @r-smirnov for persistence and getting this ! can we give an example of a test that breaks with this "new" behavior? ||  merging 1310  <  || 
1319,1,0,0,0,1,1,0,0,1,1314,1314 : include all the invocation in mock verification error message have changes the verify error message to include all the invocation instead of including just one undesired invocationpreviously we have message like:```wanted 1 time:-> at but was 2 times undesired invocation:-> at ```this pr changes it to ```wanted 1 time:-> at but was 2 times:-> at -> at ```to make the error message consistent the similar changes was made for too little invocations casethe message:```wanted 3 times:-> at but was 2 times:-> at ```changed to:```wanted 3 times:-> at but was 2 times:-> at -> at ```  merging 1319 
1320,1,1,0,1,1,1,1,0,1,111,avoid bytebuddy import issue to enable repackaging without bytebuddy this allows libs that use alternate mockmakers do cleanly exclude the bytebuddy subdirectorytest: grep -r -e "import org\mockito\internal\creation\bytebuddy\[^\]*$" src/main does not return anythingoffers workaround for #1112  merging 1320 ` ! || 
1327,0,0,0,0,1,0,1,0,0,1326,1326 : reduce the allocation rate for the typical use of locat… …ionimpla trivial one but should be very useful as i noticed this class being instantiated quite a lot  merging 1327  < 
1349,1,0,0,1,1,1,0,0,0,1346,1346 - different mocks are used for @mock and @injectmock in the same test class with junit 5 extension 1346 - fix `mockitoextension` which has init mocks with two identical test instances which cause the mock to be initialized and injected two times   sadly this doesnt cover the case where we are using `@testinstance(testinstancelifecycleper_class)`>  ||
1350,1,1,0,1,1,1,1,0,1,1348,support local parameters in test methods with junit jupiter note that this implementation differs from the prototype implementation of the junitteam ( instead it will do not do any parameter resolution between test methods1348  merging 1350  || 
1368,0,1,1,1,1,0,0,0,0,1367,resolve the correct protection domain for the codegen package when using reflection 1367  merging 1368 ` 
1369,1,1,0,1,1,1,0,1,0,1364,performance improvements use less expensive method graph compiler for inline mock maker update byte buddy for general performance improvements and bug fixes 1364 also fixes javadoc warning  merging 1369  < 
1378,1,1,0,1,1,1,0,1,0,1240,avoid circularity: avoid endless loop during mock creation if certain types a type for the first time during instrumentation while our mocking engine relies on the same types this can cause a circularity as checking if an instance is a mock requires instances of the latter types what again returns to the latter mock checking routine what causes an endless loop (described in comment) 1240it is a bit difficult to reproduce this issue in our tests it mainly happens with classes generated by kotlin or scala and requires the inline mock maker and a jdk 9 or older if we want to add such a test we can copy the test from https://githubcom/guenhter/mockito-final-class-kotlin-problem > if we want to add such a test we can copy the test from  should be able to add this to the mockito-kotlin subproject i suppose? || does it use the inline mock maker? || true of course! || added a test || does that test really reproduce the issue? that seems awfully simple yet we did not encounter it thus far 😮  ||  merging 1378  < 
1387,1,0,0,0,0,1,0,0,1,1386,1386: adding atmostonce() rename threadverifiescontinuoslyinteractingmocktest and one todo hii would like to make a quick contribution on this projecti add atmostonce() it seems not to be a big feature i just want to highlight the fact you have the function atleastonce() but nothing for the atmostonce casei rename the testclass threadverifiescontinuoslyinteractingmocktest on threadverifiescontinuouslyinteractingmocktest and the todo on tostring() from hamcrestargumentmatcher  merging 1387  < 
1391,1,0,0,0,0,1,0,0,1,1390,make mockitoextension constructor public it is possible to register an extension for automatic use using javas `serviceloader` mechanism projects may want to provide their own `meta-inf` file to avoid tediously adding `mockitoextension` to tests since it is very common however `serviceloader` requires the class to have a no-args *public* constructor so the current extension cannot be used with the `serviceloader` mechanism1390check list -  read the [contributing guide]( -  pr should be motivated ie what does it fix why and if relevant how -  if possible / relevant include an example in the description that could help all readers       including project members to get a better picture of the change -  avoid other runtime dependencies -  meaningful commit history  intention is important please rebase your commit history so that each       commit is meaningful and help the people that will explore a change in 2 years -  the pull request follows coding style -  mention `fixes #<issue number>` in the description _if relevant_ -  at least one commit should mention `fixes #<issue number>` _if relevant_ would be great if you could add a test for this not sure if that is possible? it is not a blocking issue for me though ||   added a test (a bit heavyweight since it needs to be a separate project to avoid influencing others) ||
1402,1,0,0,0,1,1,0,0,0,1401,1401 : correctly handle varargsmatcher check for hamcrestmatchers    merging 1402  < 
1426,1,1,0,1,1,1,0,1,0,1419,mockito on java 11-ea+21 1419 requires `-dnetbytebuddyexperimentaltrue` system property to be set to let bytebuddy use asm api version `asm7_expermiental` and use the same one in `inlinebytecodegenerator`  merging 1426 `  
1439,1,1,0,0,1,1,0,0,1,1438,javadoc: #1438 update ignorestubs to include strictness it updates `ignorestubs()` docs to include `strictness` information (#1438)   this is ready to merge ill wait until current build is complete and merge it || thank you! ||
1458,1,0,0,0,1,1,0,0,0,793,add stubbinglookupevent and notifier (a part of #793) this pr adds `stubbinglookupevent` and `stubbinglookupnotifier` as a part of the issue #793  merging 1458  < 
1463,0,0,0,0,0,1,0,0,1,1460,prevent stubonly() from being verified (#1460) this pr adds assertion to verification methods to prevent stub-only mock from being verified (#1460)- `verify()`- `verifynomoreinteractions()`- `inorder()`  merging 1463  < 
1543,1,0,0,0,1,1,1,0,0,1466,exposed new api - stubbinglookuplistener exposed new public api based on an internal api - stubbinglookuplistener - #793as a rule of a thumb we try to expose the internal apis that the top level features are built upon since stubbinglookuplistener is useful for us to implement strictness lets get the former exposed as public api this way we build stronger framework with the concept of "onion skin api"this pr replaces #1466 - very nice pr from @marchpig due to number of changes i needed to do i decided to reimplement the feature rather than use the original pr @marchpig thank you for understanding!  merging 1543 
1543,1,0,0,0,1,1,1,0,0,793,exposed new api - stubbinglookuplistener exposed new public api based on an internal api - stubbinglookuplistener - #793as a rule of a thumb we try to expose the internal apis that the top level features are built upon since stubbinglookuplistener is useful for us to implement strictness lets get the former exposed as public api this way we build stronger framework with the concept of "onion skin api"this pr replaces #1466 - very nice pr from @marchpig due to number of changes i needed to do i decided to reimplement the feature rather than use the original pr @marchpig thank you for understanding!  merging 1543 
1544,1,0,0,0,1,1,0,0,0,1541,1541: prevent premature garbage collection of mock objects 1541if using one-liner stubs ( the mock object may be premature cleaned up and returning the mock fails with an exception this occurs because there is no strong reference to the mock itselftherefore we need to maintain a strong reference to the mock until weve returned it while making sure that the gc can still cleanup the mock correctly when neededcause implementations of `basestubbing` are intended to be cleaned up after usage we can store a strong ref to the mock there `getmock` then uses the strong ref (instead of the weak ref provided by the invocation) after cleaning up the implementations of  `basestubbing` there is no strong ref to the mock itself anymore (except the one in the test class)i tried some alternative solutions but i believe this is the only way it works----bind last mock creation to mockingprogress does not work because of this:```when(mock(testclass2class)gettestclass())thenreturn(mock(testclassclass))getmock()```bind mock of last invocation for stubbing to mockingprogress does not work because of this:```when(mock(testclassclass)getstuff())thenreturn("x")thenreturn(    when(mock(testclassclass)getstuff())thenreturn("xxx")<testclass>getmock()getstuff())getmock()```  merging 1544  < ! || lgtm thanks for your improvementsonly passing the mock was my first take but i thought passing the `invocationcontainerimpl` is more type safe than just having `object` as parameter also the "mock retrieval logic" would be located in one central place but im very fine with the refactoring || thank you! || 
1549,1,0,0,0,1,1,0,0,1,151, issue with leftover state when stubbing with bad throwables  issue with leftover state when stubbing with bad throwables 1514 good catch ||  merging 1549 
1552,0,0,0,0,0,1,0,0,1,155,minimal test to repro generic issue with smart nulls created a minimal test that reproduces bug with smart nulls and generics see issue #1551   since this is a new test ill just merge it without review happy to fix / change things later if someone reviews it ||
1554,0,0,0,0,0,0,0,0,0,155, verifyerror when junit 3 is in the classpath mockito will throw verifyerror during its junit detection when junit 3is in the classpath because the code only supports junit 4 and laterthis change will catch this error and pretend that junit is not thereissue: #1553 i would like some opinions on testing because i was not able to figure out a good way to test this i tried changing the class hierarchy of comparisonfailure using byte buddy and a custom classloader but was not able to get that to work i also thought it would be possible (though heavy) to use a gradle property to change the version of the junit dependency to run a test and add that to the test matrix but i dont expect that to work without other changes because mockito itself uses junit 4 to compile and run its own tests ||  merging 1554 ` 
1576,0,0,0,0,1,1,1,0,1,1551,fix/bug 1551 cce on smart not null answers this pr intends to 1551 for fix it the `returnssmartnulls` answer use now some reflection to find the correct return type instead of the `javautilobject`when the return type can be found it will start to retrieve empty values using the answer `returnsmoreemptyvalues` & `returnsemptyvalues` before creating a new mock instanceas you may notice in tests there is still one case where the return type cannot be found in this case the `answer` will return a `null` instead of `object` mocki think it may be possible to improve this code any suggestion will be welcome !  merging 1576 
1582,1,0,0,0,1,1,1,0,0,1577,1577: refactoring naming rule for sealed packages to better work with the java module system the java module system consideres packages of all named modules to be sealed this results in the naming strategy to rename classes such that they cannot subclass package-private types  merging 1582  
1585,1,1,1,1,1,1,1,0,0,1584,1584 where multipleparentclassloader lacks of classloaders of superclasses the multipleparentclassloader is now composed also with classloaders of supertypes of the mockedtype so in osgi is able to load all declared types in the hierarchy the problem of test case is that is not possible reflect a real osgi environment without use some test framework like pax exam (the most complicate thing is do not pollute test dependency with 10 and more dependencies) if is not a problem i can try to create test case that verify if the multiparentclassloader contains more classloaders || a job fails to install jdk11 other jobs are ok || i think that this can cause issues with class loader hierarchies where we would now generate a new class loader even if all classes were visible from the top-most type this would effectively prevent mocking package-private classes and methods for such types which worked until nowi just extended the multiple parent class loader in byte buddy to allow for collecting the most specific class loaders only after this i think we can add this change probably we would also need to include all class loaders of interface types for this to work universallyi am a bit afraid of the performance impact of this though as this can cost some runtime for types with a large type tree || > i think that this can cause issues with class loader hierarchies where we would now generate a new class loader even if all classes were visible from the top-most typei had a look to the implementation of `multipleparentclassloader` and it delegate to parents in the exact order they was added this means that if the classloader of the actual type (the first added) is able to load all classes other classloaders are not visited> probably we would also need to include all class loaders of interface types for this to work universallyits already like that the actual classloader is built with a composition of classloader of actual type and the classloader of all interfaces the class implements my pr simply add classloaders from superclasses> i am a bit afraid of the performance impact of this though as this can cost some runtime for types with a large type treei do not expect a hierarchy bigger than 10 classloader are filtered at most we should ensure there are no duplicated in the list (if not already) || this needs a rebase now ||  merging 1585 
1588,1,0,0,1,1,0,0,0,1,1587,1587 : remove unnecessary loop from injectingannotationengine removes injectingannotationengine::processinjectmocks method that does an unnecessary loopfixes https://githubcom/mockito/mockito/issues/1587  merging 1588  < 
1596,0,0,0,0,0,1,0,0,1,1578,1578: outer class mocks unavailable from inner class i opened issue #1578 a few weeks ago that went without an correspondence so i apologize if submitting a pr isnt the ideal method of moving this issue forward  however i am hoping i can get this fix incorporated into an official version without implementing temporary workaroundsthe pr should clearly show the issue i am trying to fix but i had to introduce a testcompile snapshot dependency  the dependent project has a fix required to demonstrate the issue within mockito but it unfortunately has not been incorporated into an official release and i cant think of another way to reproduce the issue  i have contacted the owner of the dependent project but i havent received a response from them eitheri am looking for guidance on next steps for what i believe to be regression (reported to be working in #353)  the only other solution i can think of is to merge this without a unit test but i highly doubt that is desirable_git commit message_- problem - junitrule detects an unfinished mocking session when an inner class is detected- fix - if a mockitosession has been established for junitrule then use that and init mocks of the inner class- tests - within an inner class  ensure mocks are accessible override outer class values when desired retain original values if not overwritten- demonstrated with debechtejunit:junit-hierarchicalcontextrunner:4122-snapshot  merging 1596  < 
1596,0,0,0,0,0,1,0,0,1,353,1578: outer class mocks unavailable from inner class i opened issue #1578 a few weeks ago that went without an correspondence so i apologize if submitting a pr isnt the ideal method of moving this issue forward  however i am hoping i can get this fix incorporated into an official version without implementing temporary workaroundsthe pr should clearly show the issue i am trying to fix but i had to introduce a testcompile snapshot dependency  the dependent project has a fix required to demonstrate the issue within mockito but it unfortunately has not been incorporated into an official release and i cant think of another way to reproduce the issue  i have contacted the owner of the dependent project but i havent received a response from them eitheri am looking for guidance on next steps for what i believe to be regression (reported to be working in #353)  the only other solution i can think of is to merge this without a unit test but i highly doubt that is desirable_git commit message_- problem - junitrule detects an unfinished mocking session when an inner class is detected- fix - if a mockitosession has been established for junitrule then use that and init mocks of the inner class- tests - within an inner class  ensure mocks are accessible override outer class values when desired retain original values if not overwritten- demonstrated with debechtejunit:junit-hierarchicalcontextrunner:4122-snapshot  merging 1596  < 
1612,1,0,0,0,1,1,1,0,1,357,return null instead of causing a cce this solves a large number of edge-cases where `null` will actuallyremove the runtime classcastexception this essentially negates thewhole mockitocast errorprone check we can still not support every usecase but causing a npe instead of a cce does not seem to make thisworsei am still running internal tests within google to see if there are anyregressions but i already saw that some of the test failures we hadwith bytebuddy were resolved with this particular patchnote that this now fully closes #357 a previous pr resolved the sameissue with returnssmartnulls: #1576357  merging 1612  < 
1617,1,0,0,0,0,1,1,0,0,1615, with mocking of javautil* classes 1615i hope the test is correct at least it failed before and succeeds now  merging 1617 
