prNumber,APM,Network,DB,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Microservices,UI,Parser,Security,Big.Data,Event.Handling,corpus
HY37594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, trouble summary faulty direction in threshold for aggregate-account pb . detailed trouble description ive configured a provider-po with carry over from 2 product bucket to 2 other product buckets which are then aggregated to an aggregate-account product bucket. the aggregate-account pb has a threshold defined with the direction set to increase and with a scenario that should be triggered when recurrence happens.       when recurrence happens i can see in the cha-trace that the threshold is triggered          "condition is_above with value 0 byte. bucket value before 0 and after 11075000. absolute threshold has been triggered."          "execute tree rule to find triggered scenario."          "bucket direction: replenished"          "rule:   but the scenario is not...  +-- bucketthresholdrule     ?-- and (conditions with and relation) [false]         ?-- direction [false]               direction increase in rule is not a valid direction.               directions are not the same  evaluating to false "          {           "triggeredscenario": null   this is because the xml for the pb contains the faulty direction increase  it should be replenished instead.  see enclosed mail-conversation for more information. . workaround and recovery
HY37652,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0, trouble summary when pbi-339 was delivered it was forgotten to be put in delivered state. it should have been delivered as part of rmca 2020. . detailed trouble description see above . workaround and recovery
HY38940,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,while running 1st cob/contract create request for cpm.  after karaf start we found in cil-wait-report rmca number of counts are very high as compared to other.  number of count :-  for coba is 10 and for rmca is 1024        	 		 		 	 	 		 			cpm->create contract with caching 			10 			1024 		 	   please find the attach wait report fyr..  step to reproduce :- 1) restart cpm karaf  2) after restart checek cpm service 3) hit a cob request or create contract request 4) verify the cil-wait report at below path with current time-stamp. /var/opt/log/cpm/cpm/wait-reports  please find the attache wait report fyr..   please check and assist.  regars  mohit
HY39014,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0, trouble summary cannot remove newly added items from agreement tabs dropzone in new versions.   . detailed trouble description when creating a product area or a product area addon  it is possible to add relations in agreements tab. in the drawer  there is a group of existing agreements specs that can be used. its allowed to add new relations in new versions of a published agreement if the previous relations types are optional for. however  if the user drag a new item to the dropzone  and decides to remove it  the option "remove" from item action menu is disabled as this newly added relation was preexistent.  steps to reproduce the issue: 1 - access business application portal; 2 - select "agreement specs"; 3 - select "create" multi-button  then "product area"; 4 - select "agreements" tab; 5 - add one or more business relationship agreements with optional for relation type (select "change relation type" in the item action menu); 6 - add a contract  save it and publish; 7 - create a new version of the published agreement; 8 - select "agreements tab"  add a new business relationship agreement  save it. 9 - select the item action menu. its possible to notice that the "remove" button is disabled and the tooltip says that the relation cannot be removed since thats part of an active version.   . workaround and recovery
HY39316,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0, trouble summary failed to get agreement recipe to create agreement instaces through bae agreement management   . detailed trouble description the create agreement bra request is:   post data: {         "externalid": "rnqg9pfiiqezples"          "agreementspecid": "6dcafddf-9101-4b52-8e84-f35802921d48"          "status": [{                 "status": "agreementrealizationactive"                  "validfor": {                         "startdatetime": "2019-01-01t00 00.000+02:00"                 }         }] }   the agreement response is: {"messages":[{"code":"internalservererror" "message":"internal error while processing request." "details":"an exception was encountered while processing the request.\nadditional information: \"org.apache.avro.avrotypeexception: found com.ericsson.bss.rmca.persistenceservice.domainobjects.agreementrealizationitemspecificationversion  expecting com.ericsson.bss.rmca.persistenceservice.domainobjects.agreementrealizationitemspecificationversion  missing required field characteristics\"."}]   - the same applies to all agreement instances (bra  paa and paaa) - the bae machine (vmx-cpm-921) is installed on rm_ocs_6 (msv: vmx-cpm-904) and the remote cil can be done.
HY39569,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1 effect ocs it cha d2011/1.65.1: buc ft6-90 - cha does not allow re-activation of a suspended product tested sw-level:   included in tr enclosures: - cha-trace log for refill failure - email conversation on the issue   2 description my interpretation of ft6-90 buc sld  (below screenshot) is that it should be possible to re-activate a suspended product using refill as a trigger. however  execution of refill operation results in failure. see attached cha trace log for details.  the issue has been discussed with cha design (dag bertilsson  henrik nordin x and wenceslaus mumala) as well as cpm ft6-90 bsuc author (abhinav paliwal) where all agree that cha should allow re-activation of a contract/product from suspended state.  reactivation should be allowd by means of any trigger defined  be it refill or direct.   used lc-spec  along with configured actions on product and services:  configured actions for re-activation:   3 measures
HY39972,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0, trouble summary gui configuration issues . detailed trouble description trying to create a new ps for discount. 1. add name and ext id. 2. add two product buckets 3. add "discount on product charges"     3a. name strategy     3b. add action      3c. save 4. when i then is moved to the main page of the ps the strategy set is not visible under "discount on product charges" section.     also the pbs defined are not visible any more  only white spaces are seen.  rmca                    24.67.3         true rmca-cus-ui             2.9.3           true   . workaround and recovery
HY40467,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0, trouble summary cha will not be able to create correct configuration. also modifier will not be able to process this rule or vre will have big impact to make it possible to read this kind of rules. . detailed trouble description  there are a couple of differences between the earlier proposed xml for the new action move recurrence with allowance  and the one delivered by rmca where:    <datadefinition collectiontype="none" datatype="string" name="actions.align recurrence with account units.adjustallowancebuckettaglist.bucketaccountsourcetagref" provider="apopprovider"/>        <datadefinition collectiontype="none" datatype="string" name="actions.align recurrence with account units.adjustallowancebuckettaglist.bucketaccounttargettagref" provider="apopprovider"/> but cha will need a list if there can be more than one value  and assetid is usually used to refer to bucket tags  like:  <datadefinition collectiontype="list" datatype="assetid" name="actions.align recurrence with allowance.adjustallowancebuckettaglist.sourcebuckettagreference" provider="apopprovider"></datadefinition>       <datadefinition collectiontype="list" datatype="assetid" name="actions.align recurrence with allowance.adjustallowancebuckettaglist.targetbuckettagreference" provider="apopprovider">  proposed xml rule will be added here. . workaround and recovery n/a
HY40790,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0, trouble summary refill strategies not counted in dashboard statistics and latest config . detailed trouble description create a new refill strategy and save. this should be counted in the business configuration dashboard statistics and listed in the latest configuration list. but this is not working.
HY42110,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,effect  newly created policy event configurations are not showing in the export tool options description   we created policy event configuration in our development environment (env2). while trying to export the same   using the export/import tool in ba portal  we are not seeing these newly created policy events.  please find the relevant screenshots attached.  system version: rm19.2 icp (openstack)
HY42535,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0, trouble summary the event should show the nes name in event of rule visualization within tiles  as it is today in the event displayed in the rule tab of a refill business strategy page.  . detailed trouble description to reproduce the defect  just rename the refill nes from test data (theres only one) and check it gets not updated in business strategy list view  and it gets updated in the rule tab of the strategy page.  . workaround and recovery correct tile rule visualization to show the nes name in event description
HY42777,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1 effect ot [rmca] 2017 : duplication of ps doesnt work . detailed trouble description i have a ps and i do a duplicate  it is not working and i get an empty screen. i get the following:      i dont know why this is happening. if i do a duplicate on other pss it is working. but in my ps i have in the usage pricing three actions set response to network  perhaps they are the reason for the above nescharacterstics error.  i include an export of my ps and the nes. . workaround and recovery
HY43069,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0, 
HY43286,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1 effect d2017- unable to generate system user token for rmca due to mismatch of client name in aamtraffic   2 description when system user token is invoked  getting below unauthorized client exception due to missing client in aamtraffic for rmca {"error":"unauthorized_client" "error_description":"invalid_credentials: invalid client credentials"}.  system user token generation is failing due to mismatch of application name in roles and client name in aamtraffic rmca_traffic is client name registered in aamtraffic. but application name is rmca in roles.   both should be same. {   "rolename" : "rmca_system"    "applications" : [ {     "applicationname" : "rmca"      "profileconditions" : [ {       "authzprofilename" : "rmca_system_authzprofile"        "conditions" :      } ]   } ]    "description" : ""    "roletype" : "operations" }   same will be applicable for rmcaread_traffic 3 measures created rmca client in aamtraffic with subject dn specified in rmca_traffic  and its working.
HY45345,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0, trouble summary group of related issues for characteristic enrichment. . detailed trouble description - order of the nodes in the tree for user chracteristic enrichments is wrong - po tab user defined char enrich: external id restoring to original when working with multiple nodes - po tab / characteristics enrichment / should not show characteristic set specifications at all. all common and local characteristics should be part of the same flat list when applying to the same entity - relation being created wrong in a specific versioning scenario for characteristic possible values: if in version 1 i dont use/unmark the range and in version 2 (i mark the range again) or (i try to create a new single value when the range is not marked) the relation is created pointing to a wrong value.   . workaround and recovery
HY45351,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0, trouble summary group for prototype misalignments on enrichments page. . detailed trouble description - po tab / price enrichment / radio button column is too wide. we should have fix with and quite narrower. - po tab / characteristics enrichment / entities in node tree should have abbreviation in parenthesis - characteristics enrichment / expose to external system toggle  has level in 11px instead of 13px. it also wrong label color. - node tree for char enrichement not loading black star icon while versioning - red exclamation mark for price enrichment eventually broken (cases where is already enriched and the other way around) - external id field after poa is published then field should become a label instead of input being disabled - do not show text box in external id when versioning possible values - some chars are showing the enriched start when we click on it (ex: activeperiodformationtechnique)    . workaround and recovery
HY45357,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0, trouble summary group of issues related to price enrichment feature.  . detailed trouble description - price enrichement: when there are subsequent rules then we must enrich them. with the current implementation this is not mandatory - automatic price enrichment not working for refill  product charges  discount business strategy - discount rule showing as product charges - cant edit external id field of a price enrichment introduced on a second version of poa (see? that price was optional  i now decided to enrich it) . workaround and recovery
HY45753,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0, trouble summary provider_agreement_external_id" chars must be added in consumer ars.  please check the attached mail for reference. . detailed trouble description while to create the use case for customer external and customer internal sharing case using rmcas latest release. i can see rmca gui is adding "provider_agreement_external_id" chars is provider ars. this char was supposed to be added to consumer ars. this looks like a tr to me. i am attaching the specification. have a look.   . workaround and recovery
HY46412,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0, trouble summary cha cannot handle the long values which are provided by the duration class when a contract is published. rmca should not be able to publish cdrs which contain values that are greater than max int (2 147 483 647). . detailed trouble description when creating a contract in rmca  if one of the cdr fields are set to a value greater than max int cha wont be able to convert the value since cha is using the common datetime class which is based upon int. rmca should prevent users from publishing contracts that contain a cdr value greater than max int. . workaround and recovery n/a
HY46587,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1 effect  if we import the newly created po based on modified cfss and rfss with external ids  all of the older pos in target system get in draft state. . detailed trouble description add external ids to any cfss/rfss and create pos based on that  and export these pos. as soon as we import these pos in a system  where we have older cfss/rfss where external ids were not present  all of the existing pos  based on those particular cfss/rfss in that system get into draft state.  below is the example of added external id to one of our cfss.  pfa the email discussion with rmca team/dat. . workaround and recovery
HY46647,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1 effect ot [rmca] 2017 : condition scenario in promotion strategy is lost at save 2 description i define a ps. in that ps i define a promotion strategy with a condition (scenario) and an action  like this:   i then save the strategy and it looks like this in the ps  the condition is there:   if i then go into the strategy  the condition is gone:   so now i have the conditon scenario if i look at the ps as in the second picture above but if i open up the strategy it isnt there. the fault is only present for condition scenario  bucket balance and available units are working. i enclose an export of the activated ps with the faulty strategy in it. . workaround and recovery
HY46749,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0, trouble summary follow up for hy40108: jetty error codes customization to return correct  codes to upstream from rmca   . detailed trouble description a follow up tr for hy40108 to fix the jetty limitations. as discussed in attached mail chain.  for example:  code 415 should become 406 and so on. probably there are many more misalignment because of jetty. solution:  create custom error pages for the issue described in tr. below links describe how to create custom error pages in jetty.      disable the signature also where response contains jetty version. . workaround and recovery
HY46854,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1 effect for "end of session" and "start of session" in scenario triggered strategy user cant configure action named "send end user notification" the action templates are missing. see enclosure "notificationtemplatemissing.png" rmca issue. dat contact who confirmed johan svensson. 2 description steps to reproduce the issue: provision use case announcement created fro ft7-33. go to ps and duplicate it. go to scenario triggered strategy and duplicate it. try to edit start of session by adding action template "send end user notification"  notification template for the action cant be chosen. this is possible for the same rule and the same scenario on cfss level.   3 measures dat should confirm the way forward  should the action be available for start of session and end of session on ps level and have proper templates or it should be disabled ?
HY46865,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1 effect for action "end user announcement" the description is wrong. gui shows: "description for table with reference: rmref://coba/announcementsetting" instead of the announcement description. refer to enclousers: 1. action for end user announcements in cfss with correct description. 2. action for end user announcement in ps with incorrect description. dat contact from rmca who confirmed the fault johan svensson. 2 description 1. provision announcement use case for ft7-33. 2. in scenario triggered rule on the ps expand strategy called "start-of-service in ps (bs)" the fault is evident for supervisionperiodlow 3. in scenario triggered rule on the cfss expand strategy called "cfss-voice-announcements (cfss)" the fault is evident for supervisionperiodlow   3 measures fault should be .
HY47474,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1 effect setnesparameter modifier has incorrect value. check the below link for comparison between correct and incorrect.    2 description fault confirmmed by dat johan svensson. configure setnesparameter in scenario triggered rule. inspect the modifier in the las. it has "value" instead of "value" in property name. the test data for ft7-33 called announcement contain the fault. besides fixing the production code please provide fix in the test data as well. suspected that the fault is introduced with: change id: i80d56117e9de85e1354f6eff82494d151771bcb8 3 measures (proposed fix: compiledoption.value should not be used  but instead modifierproperty.value should be used)
HY47676,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0, trouble summary buc ft11-53 - rmca gui 2023/25.0 has wrong limitation regarding offset notifications configuration in recurrence.   . detailed trouble description in rmca gui  the configuration of "time offset" for end-user/external notification in recurrence rule actions have wrong limitations. the limitation is wrong for all uom:s (e.g. minutes/hours/days/etc) and for both positive and negative offset (after/before). currently it is possible to store configuration with offset = 0. but 0 minutes/0 hours/0 days/etc is the same as no time offset (i.e. "immediately" choice should be used instead) and it should not be possible to configure for any uom with positive or negative offset. for all configuration scenarios described above  the error dialog showed in the attached picture should be prompt already at 0 value instead of -1 value (valid minimum value should be 1).  . workaround and recovery n/a
HY48414,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1 .  e f f e c t ============== 1.1 trouble summary problems handling with product offering/enrichment on product offering agreements       2 .  d e s c r i p t i o n    o f    t h e    p r o b l e m =========================================================== 2.1. detailed trouble description  when a po is added on a poa that has another poa connected to it  if "enrich pricing" is selected  the focus shift cannot be closed and get error 500. front end and back end logs:        something similar happens if a po is added first in a poa without connection to an agreement  and then another poa is connected to it.   steps to reproduce the issue: 1 - access business application portal; 2 - select "agreement specs"; 3 - create a "product offering" agreement type; 4 - select "agreements" tab and add an agreement of type "product offering"; 5 - select "product offerings" tab; 6 - add a product offering; 7 - from the product offering menu action button  select "enrich pricing"; 8 - try to close the focus shift  other way to test: 1 - follow the stpes 1 to 3; 2 - select "product offerings" tab; 3 - add a product offering; 4 - select "agreements" tab; 5 - add a relation with another product offering agreement; 6 - select save     3 .  m e a s u r e s ==================== 3.1. workaround and recovery
HY48599,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1 .  e f f e c t ============== 1.1 trouble summary characteristic enrichment "expose to external" removed with any poa changes       2 .  d e s c r i p t i o n    o f    t h e    p r o b l e m =========================================================== 2.1. detailed trouble description  rmca 25.1.3 rmca-cus-ui 2.12.3  when any change is made on a product offering agreement  the attribute "expose to external system" of a product offering characteristic enrichment is set to false.  steps to reproduce the issue: 1 - access business application portal; 2 - select "agreement specs"; 3 - create a "product offering" agreement; 4 - select "product offerings" tab and add a po in the dropzone; 5 - select "enrich characteristic" in the menu action button; 6 - set "expose to external system" switcher on and select "done"; 7 - save the poa; 8 - add another po relation and hit save; 9 - verify if the previous characteristic enrichment is set to be exposed to external system.             3 .  m e a s u r e s ==================== 3.1. workaround and recovery
HY48964,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,effect service triggered condition is getting a unexpected value when we use bucket tag description while testing one of our usecase in our test environment (env2)  we realized that cha is using an unexpected value when service triggered condition uses a bucket tag. we attached a document with more details regarding our observation  screenshots & po configurations exported from our environment. system version: rm19.2 icp (openstack)
HY50582,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0, trouble summary it is possible to active a ps without a valid pbs counter connected for the regular usage action "accumulate consumed units"  action exist in service usage business strategies both in "regular usages" and "balance transfer" types. . detailed trouble description a valid product bucket specification of type counter would be one with the same unit type (measure) as the consumable units selected in the accumulate consumed units actions.  otherwise po price matrix of such strategy cannot be configured (screenshot)   . workaround and recovery add validation with front-end text "accumulate consumed units action requires at least one product bucket counter of the same unit type as consumable units"
HY51063,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0, trouble summary while trying to add charecteristics to contractspecification under party configuration tab it doesnt allow to save/publish .   . detailed trouble description 1) under tab: party configuration>contract specs  we found one "contract specification" in which we want to add newly created characteristics set specs "servicesendsms". 2) when we used "new version" tab for "contract specification" . 3) still we will able to add this new char set specs "servicesendsms" but we are unable to get any option of save and publish. as cursor is showing block on save & publish tab button.   . workaround and recovery
HY51285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, trouble summary using the following api is bringing all versions for the po e.g. franquia_plano  curl    . detailed trouble description it is intended that using a request to obtain any version of the po or at least bringing the most recent one  curl   bringing all versions of the po affect in perfromance since it takes too much time bringing the output. and for brazil project is useful to bring the most recent version since this request is used by the orchestration flow for the fe.  the objective of this tr is to request a way to obtain only the most recent version of the po.  . workaround and recovery  no workaround has been applied.
HY52064,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0, trouble summary there are announcement templates like for example:  <modifier name="send voice announcement" type="announcementmodifier">             <property name="announcementid" type="value">               <constant datatype="string">supervisionperiodlow</constant>             </property>             <property name="variableparttypelist" type="value">               <constant collectiontype="list" datatype="string">                 <value>product_active</value>               </constant>             </property>           </modifier>  where the product_active is expected to be fulfilled with the product related information. in this case the product end date. this and similar announcement templates should not be allowed to be configured on cfss level because it is not possible for cha to know the right product on the cfss level.  analysis from dat malickarjun madangopal: we did our findings on the possible valid configurations and below is the list that would work.   variable part in announcement:    	 		 			 			variable part 			 			 			ps 			 			 			cfss 			 			 			supported scenarios on cfss 			 		 		 			 			bucket_value* 			 			 			supported 			 			 			not supported 			 			 			n/a 			 		 		 			 			granted_units 			 			 			supported 			 			 			partially supported 			 			 			insufficient funds to continue service 			 		 		 			 			contract end date 			 			 			supported 			 			 			supported 			 			 			all 			 		 		 			 			product end data 			 			 			supported 			 			 			not supported 			 			 			n/a 			 		 	      bucket_value* was introduced  in 100c-2 to indicate the balance on the bucket that triggered a threshold.   therefore they are only supported on threshold triggered scenarios. for instance start of service on ps level introduced in 7-33 must not have an announcement having bucket_value as a variable part. as part of 100c-2 no cfss level announcements were defined with bucket_value. and hence perhaps were not caught in testing   2 description refer to the attached screen from rmca bsuc "rmca bsuc ft7-33 support for 3gpp announcements on ro" where on page 16 it is described that two new variable parts will be introduced. introduce 2 new variable parts (also coming from coba)  product active enddate contract active enddate product active enddate cant be handled on cfss level in charging since there is no deterministic way of selecting the product when we look at the cfss. 3 measures rmca should control that all available announcement templates on cfss level none of them contain variables that should be replaced with information coming from the product. like for example product_active or bucket_balance
HY52330,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0, trouble summary configuration of a bra agreement with more than one bas is failing.  . detailed trouble description steps to reproduce:  	 create a new bra 	 add a customer spec 	 add 2 bas 	 erich both bas with bill cycle 	 save 	 a validation error comes indicating that aris external id is not unique  this fault is happening because aris characteristic " bill cycle" has the external id  hardcoded to  "fixedbillcycle" and there is a validation checking that this cannot be the more than  . workaround and recovery
HY52424,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0, trouble summary dimensions in the refill rule is populated with the text from rule description if not provided explicitly on the dimension description field.     . detailed trouble description   	 business strategies 	 create refill 	 set name 	 set description 	 go to rule tab 	 create dimension 	 give only name and add one condition. do not write a text in the dimension description. 	 done 	 save 	 local dimension now has description that is set on details tab  . workaround and recovery
HY52425,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0, trouble summary the fault is that when we create a common dimension(pvs) for a discount usage rule it gets the type "price alteration"  when it should have been of type "usage". . detailed trouble description the type for a pvs in a discount rule is created by the same set of conditions as the for the usage rules in a base ps. then both base ps or discount ps created pvss are fully reusable by any base or discount ps usage rules. so we must change so the pvs type for usage rules for discount pss will be typed as "usage" instead of price alteration from now.   note that the las should still be typed "price alteration" for discount rules.
HY52518,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0, trouble summary issue with system lc spec. no transition from contractsuspend to contractterminated in base spec. . detailed trouble description we had tried a terminate a contract which was suspended i.e from contractsuspend to contractterminate  but it failed with invalid transition exception as transition was not defined   can you please confirm if we have allowed this transition(contractsuspend to contractterminate) on system lc spec.  attached mail for reference. . workaround and recovery
HY52844,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0, trouble summary duplicating billing account specs does not duplicate its relations to the billing account buckets . detailed trouble description when duplicating bas does not duplicate its relations to the babss and the bucket priority list still contains them which cannot be rectified by the user. page interface must be updated so that when we are duplicating we should:  	 copy the relations to the billing account buckets 	 verify a new bpl for the bas and make sure that we do have a new bpl that has priority for the babs. 	 		 the expected priority is that it should keep the same priority as the origin bas that was duplicated. 	 	  . workaround and recovery
HY52959,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1 effect the "resourceowningsystem" attribute is lost by just editing/adding the "description" to an activated pbs  even without creating a version. . detailed trouble description for verification of pbs versioning  we created few pbss with visibility "contract" initially. but as soon as we changed the version  by locking the pbs and creating a new version followed by adding/changing the description  the "resourceowningsystem": "cha"  attribute is getting removed.   below is uri for the env we are using. it will clearly be seen that "resourceowningsystem": "cha"  is present in all of the entities  even the migrated ones from previous drops  except the below ones:       before versioning:           {             "reference": {                 "href": "/resourcespecification/88ac93ba-98f0-41ae-afb7-a6c0b1146ac0"             }              "id": "88ac93ba-98f0-41ae-afb7-a6c0b1146ac0"              "creationdate": "2020-07-10t16 36.000z"              "lastmodifieddate": "2020-07-10t16 36.000z"              "name": "pbs-data-test"              "externalid": "pbs-data-test"              "resourcetype": "logical_resource"              "resourcespecificationtype": "product_bucket_specification"              "resourceowningsystem": "cha"              "resourcespecificationversioneddata": [                 {                     "description": ""                      "versionidentifier": "1594398555147"                      "validfor": {                         "startdatetime": "0001-01-01t12 00.001+00:00"                          "enddatetime": "9999-12-31t12 00.001+00:00"                     }                      "state": "active"    after versioning:         {             "reference": {                 "href": "/resourcespecification/88ac93ba-98f0-41ae-afb7-a6c0b1146ac0"             }              "id": "88ac93ba-98f0-41ae-afb7-a6c0b1146ac0"              "creationdate": "2020-07-10t16 36.000z"              "lastmodifieddate": "2020-07-10t16 36.000z"              "name": "pbs-data-test"              "description": "pbs-data-test"              "externalid": "pbs-data-test"              "resourcetype": "logical_resource"              "resourcespecificationtype": "product_bucket_specification"              "resourcespecificationversioneddata": [                 {                     "description": ""                      "versionidentifier": "1594398625792"                      "validfor": {                         "startdatetime": "0001-01-01t12 00.001+00:00"                          "enddatetime": "9999-12-31t12 00.001+00:00"                     }                      "state": "active"    i have 2 more versioned pbss  where its evident that no resourceowningsystem is present. we were running our tcs on below pbss           {             "reference": {                 "href": "/resourcespecification/ab08a7e3-e97f-4112-a7a1-3b08af817e73"             }              "id": "ab08a7e3-e97f-4112-a7a1-3b08af817e73"             "creationdate": "2020-07-08t18 58.000z"              "lastmodifieddate": "2020-07-08t18 28.000z"              "name": "pbs-data-10gb-ft14-5_9"              "description": "product bucket specs for ft14-5:9 tcs for data with 10gb as initial amount"              "externalid": "pbs-data-10gb-ft14-5_9-extid"              "resourcetype": "logical_resource"              "resourcespecificationtype": "product_bucket_specification"              "resourcespecificationversioneddata": [                 {                     "description": ""                      "versionidentifier": "1594318970827"                      "validfor": {                         "startdatetime": "0001-01-01t12 00.001+00:00"                          "enddatetime": "9999-12-31t12 00.001+00:00"                     }                      "state": "active"            {             "reference": {                 "href": "/resourcespecification/b9b2a51d-a32c-4cf1-b038-4c6a6a4178c6"            }              "id": "b9b2a51d-a32c-4cf1-b038-4c6a6a4178c6"              "creationdate": "2020-07-10t13 27.000z"              "lastmodifieddate": "2020-07-10t14 23.000z"              "name": "pbs-data-10gb-ft14-5_9-v2"              "description": "product bucket specs for ft14-5:9 tcs for data with 10gb as initial amount v2"              "resourcetype": "logical_resource"              "resourcespecificationtype": "product_bucket_specification"              "resourcespecificationversioneddata": [                 {                     "description": ""                      "versionidentifier": "1594389855962"                      "validfor": {                         "startdatetime": "0001-01-01t12 00.001+00:00"                          "enddatetime": "9999-12-31t12 00.001+00:00"                     }                      "state": "active"    now  another problem because of this failure to maintain resourceowningsystem is that  we are getting below error for the versioned pbs while creating contract via bae for po: c76b3273-9126-469a-8986-d55a5bf60232  which is connected to ps: 3ab3cc04-a258-4971-93a0-ce5d9abb31d2.   please note that  we are not providing any pbs explicitly while creating the contract via bae.          {             "action": "write"              "source": "cpm"              "code": "400"              "details":"unexpected response received from downstream system. details: \"{\"status\":400 \"code\":\"cpmcdal.norelationexistforentity\" \"message\":\"for productoffering with [id \= c76b3273-9126-469a-8986-d55a5bf60232]  no relation exists between productspecification with [id \= 3ab3cc04-a258-4971-93a0-ce5d9abb31d2] and productbucketspecification with [id \= ab08a7e3-e97f-4112-a7a1-3b08af817e73]\" \"details\":\"for productoffering with [id \= c76b3273-9126-469a-8986-d55a5bf60232]  no relation exists between productspecification with [id \= 3ab3cc04-a258-4971-93a0-ce5d9abb31d2] and productbucketspecification with [id \= ab08a7e3-e97f-4112-a7a1-3b08af817e73]\"}\"."         }    however  above error is intermittent  i.e. sometimes the contract gets created and sometimes it throws above kind of error. moreover  when we tried to create the contract based on same po after around 20 hours  it worked and above error was no more there for any new customer/contract. perhaps  cpms rmca cache got updated.   well  i think above kind of error is not expected at all  if we are creating the contract via bae. but because of missing "resourceowningsystem": "cha"  i think dlib adds the pbs as part of create contract request  which i have even extracted from bae dev logs:       "resource": {         "products": [{                 "tmpid": "a2b54b34faa0b02d5eb1b58382c93c4b"                  "productoffering": {                     "productofferingid": "c76b3273-9126-469a-8986-d55a5bf60232"                 }                  "productbuckets": [{                         "tmpid": "4ae4303353d56690e425815f150327db"                          "resourcespec": {                             "resourcespecid": "ab08a7e3-e97f-4112-a7a1-3b08af817e73"                            <---------- from bae dev logs  ideally bae/dlib should not decompose this pbs after ft14-5:9.                         }                     }                 ]                  "statuses": [{                         "status": "productactive"                          "validfor": {                             "start": "2020-07-10t12 18.611+02:00"                         }                     }                 ]                  "externalid": "po-shared-provider-customer-internal-ft14-5_9-extid-4610221665000"             }         ]   3 measures na
HY53290,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1, trouble summary tr to track the remaining leftover tasks for ft8-15:4 that will be included in the repack leftovers from ft8-15:4 to be covered is: - bucket priority - housekeeping - event consumer  retry mechanism - configuration provisioner . detailed trouble description   . workaround and recovery
HY54229,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0, trouble summary missing validation in ps: deduct from bucket action (from pbs) expects at least one pbs with monetary units.   . detailed trouble description steps to reproduce:    	 create either one regular recurrence  product charge or service triggered strategy with at least one "deduct from bucket" action with pbs as source of units withdrawal. 	 add the strategy to a ps and save. 	 validation error regarding missing account pbs will be displayed. 	 add pbs of type account with no monetary units and save. 	 ps can now be activated  so do so. 	 create po  	 price configuration for the strategy is not possible as no pbs with monetary units can be selected (screenshot)  . workaround and recovery add validation to ensure at least one account pbs with monetary units is added to the ps if deduct from bucket (pbs configured) is present in one of the ps strategies.
