Named,issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,BigData,App,GIS,corpus
686,5615,5629,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,fix #5615 side pane not remembering position hii found a bug where javafx was doing some recalculations during the initial layouting setting `setresizablewithparent` before initial layouting was finished resulted in javafx assuming a wrong fixed widthi changed that by adding the code to a run later blockit works good for me on mac are there any concerns with that?best regardskai- [x] change in changelogmd described- [ ] tests created for changes- [x] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues>  
687,5522,5646,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"dark theme visibility fixes there had been some visibility issues with the interface when in dark theme- changed the color of the vertical scroll bar in dark mode to allow it to be more visible against the other colors- changed the color of the accent behind the number selected which appears in the group tree when an item in a group is selected to allow for the number inside to be more readablefixes [#5522](https://githubcom/jabref/jabref/issues/5522)then:![](https://user-imagesgithubusercontentcom/12767489/67626176-9cdf0380-f83f-11e9-9a23-a89a80dac849png)now:![screen shot 2019-11-19 at 5 44 54 pm](https://user-imagesgithubusercontentcom/20655124/69198088-2b6e3a00-0af9-11ea-9f9d-bb15896b3623png)----- [x ] change in changelogmd described- [ ] tests created for changes- [x] manually tested changed features in running jabref- [x] screenshots added in pr description (for bigger ui changes)- [x] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> sorry if i did anything wrong this is my first pull request on a public repoalso happy birthday if youre reading this dad! || @ageofadz thank you for being brave and submitting a pull request this is how open source should work 🎉 regarding the red cross its because our test coverage checker sometimes fails due to time outs you can ignore this error (refs https://githubcom/jabref/jabref/pull/5618) || thank you very much for your contribution! 🥇  looks good to me! would you mind fixing the preview (ciation styles) panel for openoffice/libreoffice as well? this is the same one as in the entry editor so it should be easy to adapt || just for clarification: @siedlerchr is referring to the issue mentioned here:https://githubcom/jabref/jabref/issues/5522#issuecomment-547054970 || > thank you very much for your contribution! 🥇 looks good to me! would you mind fixing the preview (ciation styles) panel for openoffice/libreoffice as well? this is the same one as in the entry editor so it should be easy to adaptthanks so much for the feedback everyone!started working on a few of the changes as for the changes to the openoffice style selection theres a method in /gui/preview/previewviewerjava called settheme() that can apply a theme to previewarticle and previewbook in /gui/openoffice/styleselectdialogviewjava with a note about [an open issue on openjdk](https://githubcom/openjdk/jfx/pull/22) i was able to add `previewarticlesettheme(""dark_css"")` to get the text in the openoffice style selection to fit the dark mode but because it only takes strings i havent been able to get a string value for the current theme applied so that the style selections appearance matches the theme selectedheres the methods code:`    public void settheme(string theme) {``        if (themeequals(themeloaderdark_css)) {``            // we need to load the css file manually due to a bug in the jdk``            // todo: remove this workaround as soon as https://githubcom/openjdk/jfx/pull/22 is merged``            url url  jabrefframeclassgetresource(themeloaderdark_css)``            string dataurl  ""data:text/csscharsetutf-8base64"" +```                    `base64getencoder()encodetostring(stringutilgetresourcefileasstring(url)getbytes())````            previewviewgetengine()setuserstylesheetlocation(dataurl)``        }``    }` || what do you mean with the following?> but because it only takes strings i havent been able to get a string value for the current theme applied so that the style selections appearance matches the theme selectedthe method allows you to load the `darkcss` in which you then can add/change the necessary style information || > what do you mean with the following?> > > but because it only takes strings i havent been able to get a string value for the current theme applied so that the style selections appearance matches the theme selected> > the method allows you to load the `darkcss` in which you then can add/change the necessary style informationbecause it checks if ""darkcss"" is passed in as an argument and switches to dark theme if it is it needs a string that says which theme is active for it to change according to what theme the user selectedat the time i couldnt find one but i found the hashmap in jabrrefpreferences and passed that into it now with `jabrefpreferences prefs  jabrefpreferencesgetinstance()` and `previewarticlesettheme(prefsget(jabrefpreferencesfx_theme))` which appear to work!testing right now will update my pull requests later today with that addition and your earlier suggestions || >jabrefpreferences prefs  jabrefpreferencesgetinstance() and previewarticlesettheme(prefsget(jabrefpreferencesfx_theme)) which appear to work!in the style select dialogview you have access to the preferences via the preferences service which is a wrapper (for dependency injection via the fxml loader) for the jabrefpreferenceswe try to pass dependencies always as constructor arguments (inversion of control principle) to avoid direct dependency callsso the idea would be to add a method eg getactivetheme to the preferencesservice which returns the theme for the preferences then you can call settheme on the previewviewer || hey many thanks once again for everyones feedback!the [newest commit](https://githubcom/ageofadz/jabref/commit/aa06737230927cd0c9cd32a9860d26e20c367797) has updates to darkcss based on @tobiasdiazs suggestion to overwrite scroll bar and group hit colors in addition to @siedlerchrs suggestion to update the styleselectdialogview using the preferences services wrapper injection as opposed to a hard dependency to jabrefpreferencesattached is a screenshot displaying the changes to scrollbar and group selected indicator (visually unchanged since first commit) and the oo style selection dialog view![screen shot 2019-11-23 at 12 08 20 pm](https://user-imagesgithubusercontentcom/20655124/69483590-d11df380-0dee-11ea-86b2-5d637eeda3d9png)[]  tests created for changes[x]  manually tested changed features in running jabref[x]  screenshots added in pr description (for bigger ui changes)[x]  checked documentation: is the information available and up to date? if not: issue created at https://githubcom/jabref/user-documentation/issues || this looks good! thanks for the follow-upi think you latest commit reverted the changes in the previous commit https://githubcom/ageofadz/jabref/commit/b812b62b6b854795fc9c012aa458959ed581bcfe you can use git cherry-pick to integrate these changes as well || > this looks good! thanks for the follow-up> > i think you latest commit reverted the changes in the previous commit [ageofadz@b812b62](https://githubcom/ageofadz/jabref/commit/b812b62b6b854795fc9c012aa458959ed581bcfe) you can use git cherry-pick to integrate these changes as wellto fix that should i use `git cherry-pick ^aa06737230927cd0c9cd32a9860d26e20c367797b812b62b6b854795fc9c012aa458959ed581bcfe`?the commit from two hours ago should have just added gettheme() to preferencesservices and jabrefpreferences and updated the styleselectdialogview to remove directly calling jabrefpreferences to refer to the preferencesservices gettheme() || mr @koppor git wizard can you please assist with the git issue || if it is only the commit b812b62b6b854795fc9c012aa458959ed581bcfe `git cherry-pick b812b62b6b854795fc9c012aa458959ed581bcfe` is enough (no need for commit ranges) possibly conflicts have to be resolved just resolve it with the ide and then commit the result i use `git gui` and click on the envelope buttons at the upper left || newest commit cherry-picks b812b62 and resolved conflicts in changelogmd and styleselectdialogviewjavathank you git wizard @koppor! || i think a `git push` is missing? maybe you cherry-picked on the wrong branch? you can always check the current overall branch status with `gitk --all&` then it displays where which branch currently points to (maybe the articleh https://lostechiescom/joshuaflanagan/2010/09/03/use-gitk-to-understand-git/ helps a bit?) || the latest commit is 4411dceb783f1d16ceffae10e77b1c52fb2cf390 `gitk --all&` shows it as head with 508c2bedd0c70991fb2506f0cd6351f40026ca91 as parent `git status` says im up to dateunsure why it isnt appearing in the pr but appears on [my fork](https://githubcom/ageofadz/jabref/commits/master) || you pushed it to your master branch but not to the base branch of this pr || this looks good now thanks again and looking forward to your next pr 😄 ! || couldn’t wish for a better first pr learned a lot and had a blast i’m stoked to do many morethank you all very much for being so helpful and patient commit after commit 😂 || "
688,5257,5665,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,improve change scanner if a file is changed externally jabref is doing a 3-way merge between the last saved value vs current value in jabref vs new value in filethe way this is done is by first comparing the last saved file with the current (changed) file and then trying to find additional/other changes in the currently open database this is really complex and i believe there is some subtle bug in the logic leading to #5257with this pr the change scanner is changed to a to simple 2-way merge between the current value in jabref vs new value in file this is way simpler and i hope this pr fixes #5257in a few edge cases the 2-way merge has a small disadvantage for example consider the following steps:- user a opens file- user a changes field `author` to `user a` and adds field `title` with value `new`- user b opens file- user b changes field `author` to `user b`- user b saves fileat this point user a gets a message that the file changed with the following changes:- field `author` changed from `user a` to `user b`- field `title` was removedthe 3-way merge could detect that `title` was newly added and thus could automatically reapply this change  this is no longer possible with the simple 2-way merge<!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there--><!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [ ] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> we have to be careful how this works together with a shared database || the shared databases have their own update/sync mechanism but i do agree that this should be made consistent at some point || i am making it consistent <s>in my local dev branch</s> at https://githubcom/jabref/jabref/pull/5669 that one uses the merge entries dialog as it is the case in the shared database dialog does also cover the edge case by @tobiasdiez || is the reference file updated after the conflicts are reported? (is it necessary? i would guess: yes because changes reported should not be reported again - and the reference file is not the bib file on disk)is it possible to add some test cases? || i removed the reference file completely || how hard is it to embed the [merge entries dialog](https://docsjabreforg/finding-sorting-and-cleaning-entries/mergeentries) at the yellow place below?![grafik](https://user-imagesgithubusercontentcom/1366654/69784577-61c14e80-11b6-11ea-9e10-7c782218e908png) || @koppor the merge entries dialog is already consisting of a borderpane called `mergeentries` which can be embedded easily see the `mergeentriesdialog` || minor wish: <kbd>esc</kbd> should be enabled for closing the dialog(refs https://githubcom/jabref/jabref/issues/2949) || @siedlerchr great! may i ask whether you could do it? || i if can wait until this evening or afternoon i can try to add it || improved the pr based on the comments didnt change anything to the ui as this was not the subject of this pr so we are going ahead with this pr and further work on https://githubcom/jabref/jabref/pull/5669 after the release of 50? || this pr has the advantage that its finished and seems to work 🎉 maybe we will offer both possibilities:- transparent merge of changes (#5669)- explicit merge of changes (this pr)@siedlerchr can you do the integration of the merge entries dialog in a separate pr? - this evening is still long and i am really looking forward to it meanwhile ill work on the other pr ||
689,5664,5666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,auto file finder follows symbolic links <!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there-->fixes #5664 i didnt tried it but it should work<!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [x] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [ ] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> needs to be tested on linux and mac os x @lyzardking and @linusdietz maybe you could test that? maybe even add a test case (which runs only on linux and osx?) || i just tried this out on my system with the deb from master installed to see if i was having the same issueit seems to work already- i added a reference with key foobar - added in the file path in settings the link created with `ln -s`- in the path i created a foobarpdf filejabref seems to import it the only problem i can see is that it added two files one from the normal folder and one from the symlink ||
690,3874,5667,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"rename ""lookup fulltext"" to ""download fulltext"" closes #3874 and surpasses #5216does not addresses the follow-up issues mentioned in https://githubcom/jabref/jabref/pull/5216#issuecomment-557589116<!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there--><!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [ ] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [ ] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues>  "
691,5216,5667,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"rename ""lookup fulltext"" to ""download fulltext"" closes #3874 and surpasses #5216does not addresses the follow-up issues mentioned in https://githubcom/jabref/jabref/pull/5216#issuecomment-557589116<!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there--><!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [ ] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [ ] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues>  "
692,5661,5670,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,improve column preference migration <!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there-->fixes #5661<!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [ ] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [ ] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues>  
693,5653,5671,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,fix copy drag and drop action fixes #5653<!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there--><!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [x] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [ ] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues>  
694,5679,5680,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,add throttle to autosaveuimanager as discussed in #5679 there are a lot of save actions performed when autosave is turned on this pr adds a timer which limits the save actions to one in 200ms which is especially handy when automated tasks like find and replace are performed- [x] change in changelogmd described (if applicable)- [x] manually tested changed features in running jabref (always required) when working on this the comments on https://githubcom/jabref/jabref/issues/5071#issuecomment-554769666 should be checked 😇  || i found the scheduledservice from javafx mabye this is an option as well?https://openjfxio/javadoc/12/javafxgraphics/javafx/concurrent/scheduledservicehtml || @koppor  by introducing a deferred execution of the actual save operation a race condition can happen when the old save operation is still in progressthis leads me to another question: lets say an auto-save action is happening and during the save process the user presses ctrl-s what happens?as i can see there are two `savedatabaseaction` created: one in the `basepanel` and one in the `autosavemanager` no locking is happening so basically the later manual saved version could be overwritten by the older autosave one?  || @siedlerchr i think this is more for recurring tasks rather to simply defer a task as it says that it will go from scheduled -> running -> finished -> scheduled automatically || actually @siedlerchr you were right! there is a `scheduledthreadpoolexecutor` i now completely changed the way to tackle the problem `autosavemanager` had a normal `executorservice` there was actually a bug when saving took longer `executorservice` would through an exception as the pool size was only of the size one  under certain circumstances newer information might not get auto-saved thereforethe current implementation replaces the `executorservice` by an `scheduledexecutorservice`additionally the bug of #4877 can now be reproduced when autosave is enabled change something and quickly press ctrl-s -> you will see the error so we should make the savedatabaseaction thread safe to prevent the error@koppor what do you think? || ah cool that sounds good thread safe sounds fittingthere are different ways to achieve this and maybe one of those newer locking things is helping https://docsoraclecom/en/java/javase/13/docs/api/javabase/java/util/concurrent/package-summaryhtml || @ka0o0 do you use eclipse or intellij? with intellij (and the complete setup from https://githubcom/jabref/jabref/wiki/guidelines-for-setting-up-a-local-workspace) the autoformat takes care>  by introducing a deferred execution of the actual save operation a race condition can happen when the old save operation is still in progress this leads me to another question: lets say an auto-save action is happening and during the save process the user presses ctrl-s what happens?(unsure whether this is still the question) - either cancel the current autosave or let it go and then trigger it again i would prefer the former (as long as we write to `sav`  and then move to `bib` - thus we do not destroy the `bib` file of the user) || @koppor actually i have important that already but i forgot to do auto formatting before committing ive now created a pre-commit hook which runs checkstyle so that this doesnt happens again || thanks again! ||
695,7276,5694,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"bump checkstyle from 826 to 827 bumps [checkstyle](https://githubcom/checkstyle/checkstyle) from 826 to 827<details><summary>release notes</summary>*sourced from [checkstyles releases](https://githubcom/checkstyle/checkstyle/releases)*> ## checkstyle-827> https://checkstyleorg/releasenoteshtml#release_827</details><details><summary>commits</summary>- [`98aa588`](https://githubcom/checkstyle/checkstyle/commit/98aa588f1a3431cf401f0265c2e071f2c4507014) [maven-release-plugin] prepare release checkstyle-827- [`916799d`](https://githubcom/checkstyle/checkstyle/commit/916799d2f280dd81829cbefe731b90a867fd1207) doc: add 827 releasenotes- [`44961c0`](https://githubcom/checkstyle/checkstyle/commit/44961c026fa0811b987f68b3cc0b678b5c17f7bc) issue [#7083](https://github-redirectdependabotcom/checkstyle/checkstyle/issues/7083): fix wrapping handing xml indentation- [`1aa1e54`](https://githubcom/checkstyle/checkstyle/commit/1aa1e5433f40c46658bf6ae28aef1c57779320fc) issue [#7083](https://github-redirectdependabotcom/checkstyle/checkstyle/issues/7083): add media-query for small devices use wrapper for tables svgs- [`7054edc`](https://githubcom/checkstyle/checkstyle/commit/7054edc6733a9b8911aaf913dd1969e227f258c4) revert ""issue [#7288](https://github-redirectdependabotcom/checkstyle/checkstyle/issues/7288): fix xwiki build on wercker""- [`c442c78`](https://githubcom/checkstyle/checkstyle/commit/c442c78f24af273ebc770bc31a2579a9d9831418) issue [#7288](https://github-redirectdependabotcom/checkstyle/checkstyle/issues/7288): fix xwiki build on wercker- [`cdbc25d`](https://githubcom/checkstyle/checkstyle/commit/cdbc25d8af6036a40d08e6febc0519e3a3630253) config: bump picocli from 404 to 411- [`abc6ae5`](https://githubcom/checkstyle/checkstyle/commit/abc6ae5d2b4df943886e63739163c592f825daf4) config: bump maven-enforcer-plugin from 300-m2 to 300-m3- [`5b718f2`](https://githubcom/checkstyle/checkstyle/commit/5b718f25026ffcf6aa8728e8ee39fbfcdb4e369f) config: disable mac jdk11+ until [#7276](https://github-redirectdependabotcom/checkstyle/checkstyle/issues/7276)- [`6fbac46`](https://githubcom/checkstyle/checkstyle/commit/6fbac46bd510cc9a2d66210c86da2307183a005e) config: bump sevntu to 1360- additional commits viewable in [compare view](https://githubcom/checkstyle/checkstyle/compare/checkstyle-826checkstyle-827)</details><br />[![dependabot compatibility score](https://apidependabotcom/badges/compatibility_score?dependency-namecompuppycrawltools:checkstyle&package-managergradle&previous-version826&new-version827)](https://dependabotcom/compatibility-scorehtml?dependency-namecompuppycrawltools:checkstyle&package-managergradle&previous-version826&new-version827)dependabot will resolve any conflicts with this pr as long as you dont alter it yourself you can also trigger a rebase manually by commenting `@dependabot rebase`[//]: # (dependabot-automerge-start)if all status checks pass dependabot will automatically merge this pull request[//]: # (dependabot-automerge-end)---<details><summary>dependabot commands and options</summary><br />you can trigger dependabot actions by commenting on this pr:- `@dependabot rebase` will rebase this pr- `@dependabot recreate` will recreate this pr overwriting any edits that have been made to it- `@dependabot merge` will merge this pr after your ci passes on it- `@dependabot squash and merge` will squash and merge this pr after your ci passes on it- `@dependabot cancel merge` will cancel a previously requested merge and block automerging- `@dependabot reopen` will reopen this pr if it is closed- `@dependabot close` will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually- `@dependabot ignore this major version` will close this pr and stop dependabot creating any more for this major version (unless you reopen the pr or upgrade to it yourself)- `@dependabot ignore this minor version` will close this pr and stop dependabot creating any more for this minor version (unless you reopen the pr or upgrade to it yourself)- `@dependabot ignore this dependency` will close this pr and stop dependabot creating any more for this dependency (unless you reopen the pr or upgrade to it yourself)- `@dependabot badge me` will comment on this pr with code to add a ""dependabot enabled"" badge to your readmeadditionally you can set the following in the `dependabot/configyml` file in this repo:- update frequency- automerge options (never/patch/minor and dev/runtime dependencies)- out-of-range updates (receive only lockfile updates if desired)- security updates (receive only security updates if desired)</details> ```[ant:checkstyle] [error] /home/runner/work/jabref/jabref/src/main/java/org/jabref/logic/bibtexkeypattern/bracketedpatternjava:53:8: unused @param tag for bibentry [javadocmethod][ant:checkstyle] [error] /home/runner/work/jabref/jabref/src/main/java/org/jabref/logic/bst/bibtextextprefixjava:24:8: unused @param tag for numofchars [javadocmethod][ant:checkstyle] [error] /home/runner/work/jabref/jabref/src/main/java/org/jabref/logic/openoffice/oobibstylejava:346:8: unused @throws tag for ioexception [javadocmethod]> task :checkstylemain[ant:checkstyle] [error] /home/runner/work/jabref/jabref/src/main/java/org/jabref/logic/openoffice/oobibstylejava:372:8: unused @throws tag for ioexception [javadocmethod][ant:checkstyle] [error] /home/runner/work/jabref/jabref/src/main/java/org/jabref/logic/openoffice/oobibstylejava:398:8: unused @throws tag for ioexception [javadocmethod]``` || one of your ci runs failed on this pull request so dependabot wont merge it- [gui tests](https://developergithubcom/actions/)- [checkstyle](https://developergithubcom/actions/)- [deploy on macos](https://developergithubcom/actions/)- [deploy on windows](https://developergithubcom/actions/)dependabot will still automatically merge this pull request if you amend it and your tests pass ||"
696,5537,5717,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,fix import into currently open library remove unnecessary parallel execution of `addtab` which fixes #5537<!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there--><!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [x] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues>  
697,5284,5724,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"fix multiple entries allowed in crossref (issue #5284) fixed issue #5284 where multiple entries were allowed in crossref field whereas only one should be allowed https://githubcom/jabref/jabref/issues/5284 i merge even though the co-authored-by-strings are not correct```co-authored-by: julien bénardco-authored-by: lucas berettico-authored-by: venceslas roullier```source from https://helpgithubcom/en/github/committing-changes-to-your-project/creating-a-commit-with-multiple-authors![grafik](https://user-imagesgithubusercontentcom/1366654/70868277-7015b580-1f7f-11ea-9c54-d6148a87ec51png) || for follow-up: please ensure that ""checkstyle"" runs through there was a wrong import order@julien29121998 did you configure your ide correctly? || nevertheless thank you for putting effort into this looking forward to more contributions! || "
698,4224,5730,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,persistent column sortorder this pr should make the column sort order persistent @siedlerchr [asked me](https://githubcom/jabref/jabref/pull/5544#issuecomment-548879914) to give it a shot and to see if its somehow quicker i tried to stay close to the javafx implementation of the the column sort order and somewhat close to the mvvm pattern i dont think it has much impact on the performance compared to the current master but im not equipped with a profiler to test it so its just my subjective opinion 😁 maybe someone else likes to test it?fixes #4800 fixes #4224refs #5713 and #5368follow-up to  #4327 and #5544the next step would be to implement sortorder by library which would allow some more exotic use cases for jabref i remember someone had problems with the sort order when using jabref as a library for some genetics stuff but i wasnt able to find it in the issuesso lets talk about thisscreenshot is omitted as there is nothing to see here- [x] change in changelogmd described (if applicable)- [x] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [x] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> i tried your branch and for me it doesnt work i changed sort order for year to descending but after a restart its still ascending || thats somehow odd just tried it again and it worked for mecan you try to reset the preferences restart jabref and test it again?a shortcut for quicker testing: after restarting jabref the mechanics of column sorting should be also the same in restarting jabref as in opening and saving the prefs dialog || yes works fine after resetting the preferences 👍 codewise also looks good i let have @tobiasdiez  the final say on this ) || great did you notice any performance drops? || so far not sorting alone in a huge database with over 6400 entries and many groups takes a long time so this is definitely not related to the storage of the order || i am so free to merge this ) ||
699,4800,5730,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,persistent column sortorder this pr should make the column sort order persistent @siedlerchr [asked me](https://githubcom/jabref/jabref/pull/5544#issuecomment-548879914) to give it a shot and to see if its somehow quicker i tried to stay close to the javafx implementation of the the column sort order and somewhat close to the mvvm pattern i dont think it has much impact on the performance compared to the current master but im not equipped with a profiler to test it so its just my subjective opinion 😁 maybe someone else likes to test it?fixes #4800 fixes #4224refs #5713 and #5368follow-up to  #4327 and #5544the next step would be to implement sortorder by library which would allow some more exotic use cases for jabref i remember someone had problems with the sort order when using jabref as a library for some genetics stuff but i wasnt able to find it in the issuesso lets talk about thisscreenshot is omitted as there is nothing to see here- [x] change in changelogmd described (if applicable)- [x] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [x] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> i tried your branch and for me it doesnt work i changed sort order for year to descending but after a restart its still ascending || thats somehow odd just tried it again and it worked for mecan you try to reset the preferences restart jabref and test it again?a shortcut for quicker testing: after restarting jabref the mechanics of column sorting should be also the same in restarting jabref as in opening and saving the prefs dialog || yes works fine after resetting the preferences 👍 codewise also looks good i let have @tobiasdiez  the final say on this ) || great did you notice any performance drops? || so far not sorting alone in a huge database with over 6400 entries and many groups takes a long time so this is definitely not related to the storage of the order || i am so free to merge this ) ||
700,5368,5730,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,persistent column sortorder this pr should make the column sort order persistent @siedlerchr [asked me](https://githubcom/jabref/jabref/pull/5544#issuecomment-548879914) to give it a shot and to see if its somehow quicker i tried to stay close to the javafx implementation of the the column sort order and somewhat close to the mvvm pattern i dont think it has much impact on the performance compared to the current master but im not equipped with a profiler to test it so its just my subjective opinion 😁 maybe someone else likes to test it?fixes #4800 fixes #4224refs #5713 and #5368follow-up to  #4327 and #5544the next step would be to implement sortorder by library which would allow some more exotic use cases for jabref i remember someone had problems with the sort order when using jabref as a library for some genetics stuff but i wasnt able to find it in the issuesso lets talk about thisscreenshot is omitted as there is nothing to see here- [x] change in changelogmd described (if applicable)- [x] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [x] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> i tried your branch and for me it doesnt work i changed sort order for year to descending but after a restart its still ascending || thats somehow odd just tried it again and it worked for mecan you try to reset the preferences restart jabref and test it again?a shortcut for quicker testing: after restarting jabref the mechanics of column sorting should be also the same in restarting jabref as in opening and saving the prefs dialog || yes works fine after resetting the preferences 👍 codewise also looks good i let have @tobiasdiez  the final say on this ) || great did you notice any performance drops? || so far not sorting alone in a huge database with over 6400 entries and many groups takes a long time so this is definitely not related to the storage of the order || i am so free to merge this ) ||
