Named,issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,BigData,App,GIS,corpus
21,374,404,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"fixes #374 removed deprecated classes and methods fixes #374 removed deprecated classes and methods thanks for this pr and for fixing the formatting could you also squash all commits to a single one for better versioning? thanks! || @raphw i fixed the line ending issue is it okay to squash the commits once the review of all commits is fine? the removal of some deprecated classes and methods was more than simply removing it eg mockitojunitrule if my implementation is not okay it can easily be reverted  || @raphw do you know why the check ""codecov/changes"" fail? || @christianschwarz fixing issue and will report back shortly || @christianschwarz can you submit an empty commit for another rebuild i believe this issue was fixed within the last 6 days thank you || i do not currently have good internet access (vacation) please repush (forced) and see if it worksthanksfor the effort this will be merged eventually  || @raphw and @stevepeak thanks for your support || ## [current coverage](https://codecovio/gh/mockito/mockito/pull/404?srcpr) is **8583%**> merging [#404](https://codecovio/gh/mockito/mockito/pull/404?srcpr) into [master](https://codecovio/gh/mockito/mockito/branch/master?srcpr) will decrease coverage by **031%**1 2 files (not in diff) in `ito/internal/handler` were modified [more](https://codecovio/gh/mockito/mockito/commit/617a3d6f1b26dff24777e6f6c73905aa949b8b71/changes?srcpr#7372632f6d61696e2f6a6176612f6f72672f6d6f636b69746f2f696e7465726e616c2f68616e646c6572)    - misses `+2`    - hits `-2`2 1 files (not in diff) in `org/mockito/internal` were modified [more](https://codecovio/gh/mockito/mockito/commit/617a3d6f1b26dff24777e6f6c73905aa949b8b71/changes?srcpr#7372632f6d61696e2f6a6176612f6f72672f6d6f636b69746f2f696e7465726e616c)    - misses `+11`    - hits `-11`3 1 files (not in diff) in `ain/java/org/mockito` were modified [more](https://codecovio/gh/mockito/mockito/commit/617a3d6f1b26dff24777e6f6c73905aa949b8b71/changes?srcpr#7372632f6d61696e2f6a6176612f6f72672f6d6f636b69746f)    - misses `+1`    - hits `-1`4 file `nal/mockitocorejava` was modified [more](https://codecovio/gh/mockito/mockito/commit/617a3d6f1b26dff24777e6f6c73905aa949b8b71/changes?srcpr#7372632f6d61696e2f6a6176612f6f72672f6d6f636b69746f2f696e7465726e616c2f4d6f636b69746f436f72652e6a617661)    - misses `+3`    - partials `0`    - hits `-3```` diff@@             master       #404   diff @@  files           265        262     -3     lines          4695       4659    -36     methods           0          0            messages          0          0            branches        763        763          - hits           4045       3999    -46   - misses          482        492    +10     partials        168        168          ```[![sunburst](https://codecovio/gh/mockito/mockito/pull/404/graphs/sunburstsvg?srcpr&size150)](https://codecovio/gh/mockito/mockito/pull/404?srcpr)> powered by [codecov](https://codecovio?srcpr) last updated by [93e8f02617a3d6](https://codecovio/gh/mockito/mockito/compare/93e8f027a6f3f3d36327aeef79c61945615b05b3617a3d6f1b26dff24777e6f6c73905aa949b8b71) || @raphw @szczepiq  @bric3 sorry for stressing you the people want mockito 2 & 3 (lambda) please comment and/or merge this pr its a little step in the right direction || ping || lgtm thanks for doing the chore work! || "
22,407,412,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,fixed #407 vararg method call on mock object fails   @andreyrmg can you add your test too? || oh yes of course! im sorry but only tomorrow || ## [current coverage](https://codecovio/gh/mockito/mockito/pull/412?srcpr) is **8616%**> merging [#412](https://codecovio/gh/mockito/mockito/pull/412?srcpr) into [master](https://codecovio/gh/mockito/mockito/branch/master?srcpr) will increase coverage by **<01%**``` diff@@             master       #412   diff @@  files           265        265            lines          4695       4696     +1     methods           0          0            messages          0          0            branches        763        763          + hits           4045       4046     +1     misses          482        482            partials        168        168          ```[![sunburst](https://codecovio/gh/mockito/mockito/pull/412/graphs/sunburstsvg?srcpr&size150)](https://codecovio/gh/mockito/mockito/pull/412?srcpr)> powered by [codecov](https://codecovio?srcpr) last updated by [93e8f02302aa9f](https://codecovio/gh/mockito/mockito/compare/93e8f027a6f3f3d36327aeef79c61945615b05b3302aa9f0e3e3a1884c834dbea02fe78e23fb33e8) || added test || +1 for adding unit tests!can you also add your `defaultanswerdemo` test case to the usage tests (package orgmockitousagestubbing)? name proposal: stubbingwithdelegatevarargstest || sorry for delay i added usage test case and squash commits into oneand there is need to extend from `testbase` for calling help method `orgmockitoutiltestbase#invocationof(javalangclass<?> javalangstring javalangobject)` || lgtm thanks for figuring this one out and adding an extensive test suite luckily an easy fix ||
23,20,424,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,inorder timeouts *fixes issue https://codegooglecom/archive/p/mockito/issues/292  *updated code provided by https://githubcom/sirchia in pr #20closes #20 could you please add tests to make sure the code is correctly behaving?also you have some unrelated changes mostly imports reordering please remove those as well || i should have some time to work on the code changes this weekend || @timvdlippe there was already a test there i just removed the @ignore tag ill add one for the exception throwing behavior as well i also removed the import reordering my ide was trying to be super helpful! || @jazzepi sounds great! :+1: the codecov status has to pass before this can be merged after the current feedback has been processed i will take another look but i think so far it is looking good! || @jazzepi could you rebase this pr and commit your changes? i would like to merge this sooner rather than later || ## [current coverage](https://codecovio/gh/mockito/mockito/pull/424?srcpr) is **8723%**[![sunburst](https://codecovio/gh/mockito/mockito/pull/424/graphs/sunburstsvg?size150&srcpr)](https://codecovio/gh/mockito/mockito/pull/424?srcpr)> no coverage report found for **master** at 69e1f17> > powered by [codecov](https://codecovio?srcpr) last updated by [69e1f177485a27](https://codecovio/gh/mockito/mockito/compare/69e1f17eb9779ee7ce5fadd607bdf4468f6f96c87485a2707597071d82090e2196a943d4d53734e4) || @timvdlippe i think it should all be in working ordering now ive been doing git force pushes to my branch no idea if thats the accepted style but github seems to be figuring out what im doing i just wish it were layering patchsets on like gerrit does@christianschwarz i really puzzled over what you were looking for and could not understand how i could improve the code in the way youre describing id prefer this changeset get merged and then make whatever style changes you wanted yourself || lgtm thanks! ||
24,426,427,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,refactored class reporter to a static utillity fixes #426 for class reporter this pr changes the way errors are created and thrown all methods of the reporter are now static so they can be imported statically and return an exception instead of throwing it directly this improves the readability and eliminates the use of hacks to satisfiy the compilerhere is a sample:```public list<t> getlastvarargs() {        if (argumentsisempty()) {            reporter()noargumentvaluewascaptured()            return null        } else {            return argumentsgetlast()        }}```the above code snipped can be rewritten to this:```public list<t> getlastvarargs() {        if (argumentsisempty()) {            throw noargumentvaluewascaptured()        }         return argumentsgetlast()}```  
25,426,431,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,fixes #426 dropped class handyreturnvalues #426while refactoring the class`handyreturnvalues` towards a static utility class i notices that it is not required at all therefore i decided to remove the type `handyreturnvalues` ## [current coverage](https://codecovio/gh/mockito/mockito/pull/431?srcpr) is **8715%**[![sunburst](https://codecovio/gh/mockito/mockito/pull/431/graphs/sunburstsvg?size150&srcpr)](https://codecovio/gh/mockito/mockito/pull/431?srcpr)> no coverage report found for **master** at 999cdee> > powered by [codecov](https://codecovio?srcpr) last updated by [999cdeef7c1b82](https://codecovio/gh/mockito/mockito/compare/999cdee1c0019f9057244c5e8561c6a1252db5bef7c1b82139cf23a37f9775ee07c6d8ce0952650e) || lgtm but the formatting of quite some files is still incorrect some have a space too much others are indented too much please take a close look at the diff and make sure that formatting changes are reverted functionality is fine by me || @timvdlippe > lgtm but the formatting of quite some files is still incorrecthopefully fixed for now and ever ||
26,426,432,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fixes #426 refactored invocationmarker to a static utility class #426refactored `invocationmarker`to a static utility class ## [current coverage](https://codecovio/gh/mockito/mockito/pull/432?srcpr) is **8686%**[![sunburst](https://codecovio/gh/mockito/mockito/pull/432/graphs/sunburstsvg?size150&srcpr)](https://codecovio/gh/mockito/mockito/pull/432?srcpr)> no coverage report found for **master** at a1de9a5> > powered by [codecov](https://codecovio?srcpr) last updated by [a1de9a524ebbff](https://codecovio/gh/mockito/mockito/compare/a1de9a5e1d38774f2f3e343e60c56e8f000b71ca24ebbff25a20614925b97313652d82716025604e) || there are some imports remaining on the `invocationmarker` which i think can be removed other than that lgtm || how to trigger a build without the commiting squashing forced push cycle? that failing tests suck! || not much faster but the fastest way i know of to trigger building of pull request is```git commit --amendgit push -f``` || lgtm ||
27,304,442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,enable some ignored tests of bridgemethodshitagaintest and detectingf… …inalmethodstestthis worked locally so lets see if this also works on the ci serverfixes #304 ## [current coverage](https://codecovio/gh/mockito/mockito/pull/442?srcpr) is **8722%**> merging [#442](https://codecovio/gh/mockito/mockito/pull/442?srcpr) into [master](https://codecovio/gh/mockito/mockito/branch/master?srcpr) will not change coverage``` diff@@             master       #442   diff @@  files           262        262            lines          4774       4774            methods           0          0            messages          0          0            branches        770        770            hits           4164       4164            misses          440        440            partials        170        170          ```[![sunburst](https://codecovio/gh/mockito/mockito/pull/442/graphs/sunburstsvg?srcpr&size150)](https://codecovio/gh/mockito/mockito/pull/442?srcpr)> powered by [codecov](https://codecovio?srcpr) last updated by [713710f047470d](https://codecovio/gh/mockito/mockito/compare/713710f98e8e9b5acf938223fe5c7514c2aa7398047470dd5f02544ecaefd4e65264db20ebd3be86) || thanks this has fixed issue #304 ! ||
28,438,444,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,add parameter elementtype to @mock todo: add a regression test to also show how this functionality can be used cc @smoyer64fixes #438 ## [current coverage](https://codecovio/gh/mockito/mockito/pull/444?srcpr) is **8723%**[![sunburst](https://codecovio/gh/mockito/mockito/pull/444/graphs/sunburstsvg?size150&srcpr)](https://codecovio/gh/mockito/mockito/pull/444?srcpr)> no coverage report found for **master** at d648014> > powered by [codecov](https://codecovio?srcpr) last updated by [d648014bd574a3](https://codecovio/gh/mockito/mockito/compare/d6480148b28defa299b25230abe7f463f850350abd574a38b8dbb13844aa8995010a5fad8020c103) ||
29,433,451,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,refactored timeout and after concurrent test refactored concurrent test in order to fix #433 the implementation now uses  an `executor`to perform async calls instead of extending `thread` and doesnt extend testbase anymore i also added a stopwatch which can be used for further time dependent testing in the future i want to use this class to write more tests for after/timeout can you rebase this to the latest removal of deprecated api? thanks! || seems like something went wrong with my rebase i will look tomorrow into it || ## [current coverage](https://codecovio/gh/mockito/mockito/pull/451?srcpr) is **8738%**[![sunburst](https://codecovio/gh/mockito/mockito/pull/451/graphs/sunburstsvg?srcpr&size150)](https://codecovio/gh/mockito/mockito/pull/451?srcpr)> no coverage report found for **master** at c17089d> > powered by [codecov](https://codecovio?srcpr) last updated by [c17089d2e0a79d](https://codecovio/gh/mockito/mockito/compare/c17089de11714a5b3689ad5ba5e59dfc6a7bde452e0a79d76a92119815f54d035a3d1ab5d9cf36a7) || @christianschwarz i think its preferable to rebase (eg `pull --rebase upstream master`) a pull request instead of merging that hides unrelated commits and makes reviewing easier thanks!edit: just saw your comment above so please ignore this || this lgtm but one small comment thank you again for your work! || okay i fixed the formatting issues || lgtm! || i guess it would have been better to use more lenient timeouts: https://travis-ciorg/mockito/mockito/builds/139572662 || it really sucks that we only experience this flakiness on master and now when we are reviewing such pull requests i cant seem to recreate these timing issues locally either || i can replicate the issues if i decrease the timeouts and run a timeout test in an endless looptravis builds have very limited cpu resources: so https://docstravis-cicom/user/ci-environment/ so failures of multi-threaded tests are more likely ||
30,453,454,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,modified javadoc for argumentmatcher to fix #453 - this is the amendment to the `argumentmatcher` javadoc ## [current coverage](https://codecovio/gh/mockito/mockito/pull/454?srcpr) is **8780%**[![sunburst](https://codecovio/gh/mockito/mockito/pull/454/graphs/sunburstsvg?srcpr&size150)](https://codecovio/gh/mockito/mockito/pull/454?srcpr)> no coverage report found for **master** at ce95784> > powered by [codecov](https://codecovio?srcpr) last updated by [ce957849994bb3](https://codecovio/gh/mockito/mockito/compare/ce957844a9adc8403434ccf893b9d68d047573e99994bb39c480cf77a0f422e22e264e7002afea1a) || lgtm ||
