prNumber,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,corpus
powertoys-3644,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,    this change introduces custom *canvas* layouts scaling which allows layout to be used on displays with different resolution and/or scaling than one where layout was created layout wont happen for displays with different orientation also this fixes deformed representation of layout in layout picker         1522 #3739 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     tested on multi-monitor setup with different resolutions and scaling
powertoys-3644,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    this change introduces custom *canvas* layouts scaling which allows layout to be used on displays with different resolution and/or scaling than one where layout was created layout wont happen for displays with different orientation also this fixes deformed representation of layout in layout picker         1522 #3739 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     tested on multi-monitor setup with different resolutions and scaling
powertoys-3644,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,    this change introduces custom *canvas* layouts scaling which allows layout to be used on displays with different resolution and/or scaling than one where layout was created layout wont happen for displays with different orientation also this fixes deformed representation of layout in layout picker         1522 #3739 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     tested on multi-monitor setup with different resolutions and scaling
powertoys-3644,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    this change introduces custom *canvas* layouts scaling which allows layout to be used on displays with different resolution and/or scaling than one where layout was created layout wont happen for displays with different orientation also this fixes deformed representation of layout in layout picker         1522 #3739 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     tested on multi-monitor setup with different resolutions and scaling
powertoys-3750,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,       #3741       *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx        
powertoys-3750,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,       #3741       *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx        
powertoys-3751,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,       #3741       *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx        
powertoys-3775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,       split from #3741       *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx    it wouldnt shock me if shims are required in order to make some of these changes    
powertoys-3840,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr removes uwp controls and replaces them with equivalent wpf controls        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxxissue   : 1 #2974 : start typing text is visible then disappears on cold start2 #2559 : fix highlighting of selection on context buttons vs search result3 #2420 : buttons not showing when hovered with mouse4 #3018 : shuddering on first launch on monitor change5 #3535 : strange dual screen behavior when clicking on other screen6 #3186 : (never observed this on wpf branch) run shows blank result box when theres nothing on search query7 #3483 : tabbing doesnt highlight / show focus the context menu8 #2456 : reducing number of shown results doesnt resize search result properly     1 manually validated the working of plugins2 manually validated working of context menu shortcuts3 manually validated that changes in settings are reflected in powertoys run
powertoys-3840,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr removes uwp controls and replaces them with equivalent wpf controls        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxxissue   : 1 #2974 : start typing text is visible then disappears on cold start2 #2559 : fix highlighting of selection on context buttons vs search result3 #2420 : buttons not showing when hovered with mouse4 #3018 : shuddering on first launch on monitor change5 #3535 : strange dual screen behavior when clicking on other screen6 #3186 : (never observed this on wpf branch) run shows blank result box when theres nothing on search query7 #3483 : tabbing doesnt highlight / show focus the context menu8 #2456 : reducing number of shown results doesnt resize search result properly     1 manually validated the working of plugins2 manually validated working of context menu shortcuts3 manually validated that changes in settings are reflected in powertoys run
powertoys-3840,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr removes uwp controls and replaces them with equivalent wpf controls        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxxissue   : 1 #2974 : start typing text is visible then disappears on cold start2 #2559 : fix highlighting of selection on context buttons vs search result3 #2420 : buttons not showing when hovered with mouse4 #3018 : shuddering on first launch on monitor change5 #3535 : strange dual screen behavior when clicking on other screen6 #3186 : (never observed this on wpf branch) run shows blank result box when theres nothing on search query7 #3483 : tabbing doesnt highlight / show focus the context menu8 #2456 : reducing number of shown results doesnt resize search result properly     1 manually validated the working of plugins2 manually validated working of context menu shortcuts3 manually validated that changes in settings are reflected in powertoys run
powertoys-3840,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr removes uwp controls and replaces them with equivalent wpf controls        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxxissue   : 1 #2974 : start typing text is visible then disappears on cold start2 #2559 : fix highlighting of selection on context buttons vs search result3 #2420 : buttons not showing when hovered with mouse4 #3018 : shuddering on first launch on monitor change5 #3535 : strange dual screen behavior when clicking on other screen6 #3186 : (never observed this on wpf branch) run shows blank result box when theres nothing on search query7 #3483 : tabbing doesnt highlight / show focus the context menu8 #2456 : reducing number of shown results doesnt resize search result properly     1 manually validated the working of plugins2 manually validated working of context menu shortcuts3 manually validated that changes in settings are reflected in powertoys run
powertoys-3840,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr removes uwp controls and replaces them with equivalent wpf controls        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxxissue   : 1 #2974 : start typing text is visible then disappears on cold start2 #2559 : fix highlighting of selection on context buttons vs search result3 #2420 : buttons not showing when hovered with mouse4 #3018 : shuddering on first launch on monitor change5 #3535 : strange dual screen behavior when clicking on other screen6 #3186 : (never observed this on wpf branch) run shows blank result box when theres nothing on search query7 #3483 : tabbing doesnt highlight / show focus the context menu8 #2456 : reducing number of shown results doesnt resize search result properly     1 manually validated the working of plugins2 manually validated working of context menu shortcuts3 manually validated that changes in settings are reflected in powertoys run
powertoys-3840,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr removes uwp controls and replaces them with equivalent wpf controls        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxxissue   : 1 #2974 : start typing text is visible then disappears on cold start2 #2559 : fix highlighting of selection on context buttons vs search result3 #2420 : buttons not showing when hovered with mouse4 #3018 : shuddering on first launch on monitor change5 #3535 : strange dual screen behavior when clicking on other screen6 #3186 : (never observed this on wpf branch) run shows blank result box when theres nothing on search query7 #3483 : tabbing doesnt highlight / show focus the context menu8 #2456 : reducing number of shown results doesnt resize search result properly     1 manually validated the working of plugins2 manually validated working of context menu shortcuts3 manually validated that changes in settings are reflected in powertoys run
powertoys-3840,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr removes uwp controls and replaces them with equivalent wpf controls        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxxissue   : 1 #2974 : start typing text is visible then disappears on cold start2 #2559 : fix highlighting of selection on context buttons vs search result3 #2420 : buttons not showing when hovered with mouse4 #3018 : shuddering on first launch on monitor change5 #3535 : strange dual screen behavior when clicking on other screen6 #3186 : (never observed this on wpf branch) run shows blank result box when theres nothing on search query7 #3483 : tabbing doesnt highlight / show focus the context menu8 #2456 : reducing number of shown results doesnt resize search result properly     1 manually validated the working of plugins2 manually validated working of context menu shortcuts3 manually validated that changes in settings are reflected in powertoys run
powertoys-3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,    this was happening because of the way the `resource` was passed to the `shloadindirectstring` functionfor some apps like camera the resource is `lenssdk/resources/apptitle` whereas for most other applications it is just `apptitle` or `appdescription` and the code was written such that the `resources` keyword would be pre  however this does not work when there is a namespace with resources already defined like in the case of the camera appdue to this the displayname and description were not being retrived and hence the app was not displayed another app for which this was happening on my system is `xbox console companion`   *  please review the items on the pr checklist before submitting-->     3532 (parent tracking item - #3223)*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     * if the word `resource` is present in the `displayname` parameter of the appmanifestxml file we do not add an extra resource string    * the camera app shows up now  ( set breakpoints where exceptions were thrown when the shloadindirectstring function returned an hresult other than s_ok and verified that all those cases are now solved which was camera and xbox companion console apps in my case
powertoys-4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    added support for light dark and high contrast themes in powertoys run   1  please review the items on the pr checklist before submitting-->     3485 *      (  *        1 added theme manager for powertoys run using theming interface for mahapps2 added dark light and high contrast theme3 removed themes inherited from wox     manually validated that theme is changed when toggled between dark light high contrast 1 high contrast 2 high contrast black and high contrast white modes  know issues1 when theme is changed previously applied theme flashes and then the new theme is applied2 currently all high contrast themes only have dummy values # dark theme![dark]( high contrasttheme![hc]( lighttheme![light](https://user-images entcom/10995909/83582230-d1adea00-a4f5-11ea-8344-5a9e539582f1png)
powertoys-4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,    some of the applications did not have an icon such as calculator snip & sketch and windows security   theme and target size ref -  please review the items on the pr checklist before submitting-->     3541*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     * we were previously checking only the paths with scale factor some of the uwp applications such as calculator did not have it in that format rather the path either had `theme` or `targetsize` included* therefore included paths with contrast and targetsize as well     windows security -  ( - ![image]( & sketch - ![image](https://user-images entcom/28739210/83582962-db385180-a4f7-11ea-9a4d-f0fe06f868b0png)
powertoys-4023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,    alt-f4 could close launcheradded an ignore command and bound to alt-f4         3796*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #         
powertoys-4113,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr solves issue with focus not being set on first launch       3971 #2973 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     `onloaded` callback is being fired on the first launch and we are registering viewmodel_propertychanged in `onloaded` callback and this causes property change event for visibility to be missed on first launch we can solve this by moving this to `visibilitychanged` callback of main window note: using activate() and updateposition() in `window_isvisiblechanged` is interfering with wpf lifecycle and resulting in launcher never being visible    manually validated from msi that focus issue is not being hit on first launch and subsequent launch
powertoys-4113,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr solves issue with focus not being set on first launch       3971 #2973 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     `onloaded` callback is being fired on the first launch and we are registering viewmodel_propertychanged in `onloaded` callback and this causes property change event for visibility to be missed on first launch we can solve this by moving this to `visibilitychanged` callback of main window note: using activate() and updateposition() in `window_isvisiblechanged` is interfering with wpf lifecycle and resulting in launcher never being visible    manually validated from msi that focus issue is not being hit on first launch and subsequent launch
powertoys-4224,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,    launcher is broken with network path and is opening documents folder instead of the searched path      4096*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     the folder plugin is doing sanitization of the searched path removing duplicated slashes and backslashes but network path must start with `\\`    1 open launcher2 write a network path `\\localhost\c$\windows`3 press enter
powertoys-4325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,    this pr adds the feature to remove hidden files from indexer search results   1   please review the items on the pr checklist before submitting-->     3449 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     1 the information for file attributes such as `hidden` `compressed` etc are present in `systemfileattributes` column of indexer database in this pr we utilize this information to remove hidden files from indexer search results2 `windowssearchapi` has been refactored to facilitate mocking results from the database     1 manually validated that hidden files are not shown in indexer results 2 manually validated that all tests are passing
powertoys-4343,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   this pr enables the vertical scrollbar with styling that tries to mimic the uwp scrollbar - including theme support for light dark and high contrast ![runscrollbar]( pr replaces #4165 known issues: the uwp scrollbar in minimized mode has a cornerradius of 2 that transforms into 0 i dont think its really a big deal and would require additional animation logic that i think we want to avoid the template overrides are based on the official wpf documentation: https://docsmicrosoftcom/en-us/dotnet/framework/wpf/controls/scrollbar-styles-and-templates
powertoys-4382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      version property to pull from versionprops in c# projects insted of using hardcoded version      3506 *      (      manually tested checked compiled projects
powertoys-4433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,    * the memory used by pt run was increasing on consecutive launches one of the reasons for this to happen was that all the image icons were cached * even though the code had an upperlimit on the `maxcached` values which was set to 5000 this part of the code was never called unless powertoys was closed * therefore since all the icons were being cached the size of the dictionary continued to increase work around -* instead of caching all images and increasing the size of the dictionary the following changes have been made -1 reduce the number of cached images to 502 if the number of images increase over the permissible factor (set to 2) of the cached images (ie 2 * 50) then the ones which are infrequently used would be removed from the dictionary and there be 50 images that are cachedthis ensures that the dictionary size is always less than 100      2047*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     the changes in this pr can be validated by following these steps -1 take snapshots of the memory usage by using the diagnostic tools of visual studio (debug -> windows -> diagnostic tools)2 take the first snapshot after all the dlls are loaded and the memory utilization is stabilized3 take the next memory snapshot after many queries (dont have to execute an application) the aim is to just load many icons4 compare the second snapshot by setting the first one as the baseline5 search for memory size diff in bytes for concurrent dictionary with value imagesource6 compare this value to that obtained without the changes in this pr to get the results as shown in the following images* before this change (after about twenty searches)- ( after this change (after about twenty searches) -![image]( outstanding tasks* even though this fixes the issue partially the memory consumed by pt run is still high it starts off with 160/170 mb and after first launch goes up to 230/250 mb following which it increases a little on each run* another area where the memory utilization can be improved is the `dictionary<int64 weakreference>` the following snapshots are after searching for a few apps using pt run -![image]( seems like this is related to the `resourcedictionary` of the ui components the number of elements in this dictionary and the components that they are referring to seem to increase on each run this needs further investigation  additional information* i tried to set a hard limit on the heap size using `runtimeconfigjson` and `systemgcheaphardlimit` i did not notice any drastic differences in the garbage collection when the limit was set to values ranging from 20 mb to 200 mb also this might differ from system to system so i did not go down this routereferences - https://docsmicrosoftcom/en-us/dotnet/core/run-time-config/garbage-collector
powertoys-4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    this pr fixes the issue of the settings process not terminating when the fz or pt run page or opened because of the process not terminating clicking the powertoys icon from the systray wouldnt work this was happening because there were threads created by the keyboardhook object that werent getting terminated this was also resulting in new threads being created every time the fz or pt run page were opened which could have perf/memory impact with the changes in the pr only one additional thread can be created at any point of time and the thread is present only while the fz or pt run page are open- to fix this in the unloaded handler of the hotkey user control we add a step to dispose the `keyboardhook` object this result in the keyboardhook objects destructor getting called however this was hanging on the step `kbmdispatch->join()` this was happening because dispatchproc was stuck on the [monitor::wait statement]( so even though `quit` was set to `false` it would never reach that statement to exit the while loop - this is   by calling [`monitor::pulse`]( in the destructor to notify the `dispatchproc` thread to continue and end the [`wait`]( statement in order to call pulse the calling thread must have ownership of the monitor which is why `monitor::enter` and `monitor::exit` are also done in the destructor      4429 *      (      manually validated that threads terminate by attaching debugger and that the hotkeys are modified correctly
powertoys-4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    * there are two types of storage files in powertoys run - 1 binary storage - used by the cache2 json storage - used for the settingsjson files* however these files cause inconsistencies on upgrading especially the binary storage files which are binary dumps of the objects (win32 uwp imagecache etc) if there is any change in the format of the object this leads to an inconsistent cache file which needs to be cleared* to prevent the issue where the user has to manually delete the cache files everytime the files are loaded during the start of pt run the current version is checked with the previously installed powertoys version and if it is lesser than the current version the storage files are deleted * each file has an associated version file based on which we decide if we should delete the file or load data from it* this condition can be changed once we have a portable version of powertoys      4424*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     * the way this has been implemented is by adding a `storagehelper` class which helps to determine whether the cache must be deleted or not* right now cache being deleted depends on the currentversion of powertoys and the previousversion of powertoys if the previousversion of powertoys is less than the portable version then the cache would be deleted provided that the previous version is not the same as the current version as we do not want to delete the cache everytime we restart powertoys run* i have also added a argument to the class so that in the future we can choose to delete only the cache files and not the json files    * set breakpoints to check whether the storage files are deleted or not* open settings enable launch and disable pt run this would delete the cache files* however the next time it is run the cache files are not cleared as the previous pt version is the same as the current version that is being run
powertoys-4496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,    this pr fixes the scenario of the settings process not terminating when the window is closed while fz/pt run pages are the current pages      4429 #4430*      (      - the issue seemed to arise because even after the change in #4449 the unloaded handler does not seem to get called when the window is closed and no destructor gets called either even though the main thread was found to terminate- the ideal solution would be to find another event instead of unloaded that would get fired in this scenario but windowclosed and applicationsuspending do not seem to get fired this could be a xaml islands issue- the other alternative would be to modify the keyboardhookcpp logic to add another thread which checks if the settings window has been closed and if so it terminates the thread however that makes the code less re-usable and can affect perf plus extra threads is what caused the bug in the first place so im wary of adding logic like that- the easy way that i implemented was to call environmentexit after apprun has completed this ensures that the entire process gets terminated along with all threads we still need to keep the unloaded logic in to avoid threads being added every time someone changes the settings page so the environmentexit scenario mainly fixes the scenario mentioned in the summary specifically- i also found that this seems to the minimized settings not terminating issue (#4430 ) - dont know why this happens but it looks like the minimized case also results in some threads not being terminated in addition to that this bug wasnt reproducible when the process was attached to the debugger so i cant 100% validate what threads were causing the issue    tried exiting settings on each page and then reopening also tried switching pages and changing hotkeys
powertoys-4496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,    this pr fixes the scenario of the settings process not terminating when the window is closed while fz/pt run pages are the current pages      4429 #4430*      (      - the issue seemed to arise because even after the change in #4449 the unloaded handler does not seem to get called when the window is closed and no destructor gets called either even though the main thread was found to terminate- the ideal solution would be to find another event instead of unloaded that would get fired in this scenario but windowclosed and applicationsuspending do not seem to get fired this could be a xaml islands issue- the other alternative would be to modify the keyboardhookcpp logic to add another thread which checks if the settings window has been closed and if so it terminates the thread however that makes the code less re-usable and can affect perf plus extra threads is what caused the bug in the first place so im wary of adding logic like that- the easy way that i implemented was to call environmentexit after apprun has completed this ensures that the entire process gets terminated along with all threads we still need to keep the unloaded logic in to avoid threads being added every time someone changes the settings page so the environmentexit scenario mainly fixes the scenario mentioned in the summary specifically- i also found that this seems to the minimized settings not terminating issue (#4430 ) - dont know why this happens but it looks like the minimized case also results in some threads not being terminated in addition to that this bug wasnt reproducible when the process was attached to the debugger so i cant 100% validate what threads were causing the issue    tried exiting settings on each page and then reopening also tried switching pages and changing hotkeys
powertoys-4499,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this pr adds feature to make plugin responsive to theme change       4122 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     1 updated theme manager to add a `themechanged` event which fires when the system theme is changed 2 updated `publicapiinstance` to allow plugins to access the current system theme and subscribe to theme change events 3 update uwp applications to change icons on theme change    manually validated that icons change on changing themes![themeawareplugin2]( note: please look at file `src/modules/launcher/plugins/microsoftplugincalculator/maincs` to get an idea of handling theme change in plugins
powertoys-4537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,   old behavior:![visual glitch]( pr checks if there are actually any context items if that number is 0 the arecontextbuttonsactive  false this will hide the listview when hovering or in focusnew behavior:![visual glitch solution]( pr checklist*    4535
powertoys-4586,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,    added a null check to fix the null reference exception      4579 *      (      tried searching through various results by hovering and arrow keys but i couldnt repro it anymore
powertoys-4589,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,    added tooltip to display title and path for program and indexer plugin       3173 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     1 manually validated that tooltip is displayed for program and indexer plugin 2 manually validated that all tests pass ![135](https://user-images entcom/10995909/86566156-04486980-bf1e-11ea-911d-5e818c87f44epng)![499](https://user-imagesgithubusercontentcom/10995909/86566158-05799680-bf1e-11ea-9457-3bae5de601e5png)
powertoys-4597,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,    - implement `inotifypropertychanged` for some of the bindings of the context menu items so that there are no strong references  leading to results not being collected by the gc - [more info on gc roots]( other than the issue solved is this relevant to any other issues/existing prs? -->  -   please review the items on the pr checklist before submitting-->     2047*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #      garbage collection in net  -- the way garbage collection works in net projects is that there is a pool of memory allocated for net projects and the managed objects are automatically cleared by the gc except for the `gcroots`- `static` variables are gcroots and will not be collected by the gc bindings and memory leak  -- if wpf bindings do not implement the `inotifypropertychanged` interface then it uses the `valuechanged` event instead of `propertychanged` and this causes a strong reference to the viewmodel from a static variable leading to a memory leak - [memory leak in c#]( in pt run  -* the three viewmodel classes (resultviewmodel resultsviewmodel and contextmenuitemviewmodel) all implemented the `basemodel` interface which in turn implemented the `inotifypropertychanged` interface- for basic datatypes like int string etc having the viewmodel implement the propertychanged interface is sufficient however for classes lists (exclusing collectionlist) the propertychanged interface is not implemented by default so we have to manually implement it failing to do so would result in a memory leak- in our case there were two bindings one to a `list<contextmenuitemviewmodel>` and `icommand` object bindings which did not implement the propertychanged interface therefore there was a strong reference to each result object as the view model was strongly referenced by these objects even after they were no longer in scope- in this pr the propertychanged functionality is implemented in the setter of the above two objects    - manually verified that the memory is always between 200-300 mb even if it increases above that it is eventually collected by the gc and averages to around 240/250 mb without context menu items the mem consumption is around 190 mb which makes the increase reasonable as memory is needed to implement the added functionality of context menu items- the way this was validated is by entering the letter `a` as the query text and pressing the down arrow key till we loop through all the results on doing the same thing without this change the memory consumption increases to over 350 mb- to clarify the memory consumption by pt run still increases when we scroll through the results however it does get freed by the gc eventually which was previously not happening due to the binding- added test to validate that the `onpropertychanged` function is called when icommand is set
powertoys-4626,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    fix to update search box text with selected program name when navigating using the keyboard        4625 *      (  *        manually validated that search box text is updated with program name when navigating using the keyboard ![temp](https://user-images entcom/10995909/86186888-2c376780-baef-11ea-9082-c226e26d7ff6gif)
powertoys-4745,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,    - this pr removes the code which was setting the description as the title when the description started with the name      4297 #3746*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     the following changes are made in this pr -- the code where the description of the app was being set as the title has been removed- tests have been added to validate that the title is always set to the name of the application irrespective of the description- functions have been added to the `iprogram` interface so that they can be mocked and tested- reformatted the tests so that we have one file each for win32 and uwp tests- strings have been localized    - added tests- all existing tests pass- manually validated it (https://user-images entcom/28739210/86499370-c4c42680-bd3f-11ea-9b8e-fb9f667cc25epng)
powertoys-4758,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,    applying eg 5-zones grid layout is different then shown in editor fix populating cell child map in editor but without affecting zone numbers increasing from left to right      4441 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #      - apply 5-zones grid layout - check that applied layout is the same as shown in editor - check that cycling window through zones via win+number is following zones numbers  - unit tests are passing
powertoys-4865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,    fixes for unit tests      4864*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     runned unit tests
powertoys-4878,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,    remove unreferenced code from wox project       3871 *      (  *        this pr removes all unreferenced code and resources from wox project     manually validated that all plugins function as expected and tests pass
powertoys-4921,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,    added test for searching packaged app in development mode      4262 *      (  *        1 added `ipackage` interface to add a wrapper for `package` class this is required because the interfaces implemented  package` class are all internal and not cannot be used to create mocks2 added `ipackagemanager` interface to add a wrapper for `packagemanager` class this is required because the interfaces implemented  packagemanager` class are all internal 3 added dummy manifests file to easily mock uwp packages this will help us in easily testing packaged programs similar to the way we currently do with win32 programs     manually validated that tests pass
powertoys-4927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,      with results appearing on empty query       3893 *      (  *        the issue happened because of incorrect sync between clearing and adding results when results were delayed from a plugin they were added 1 query `q1` is made which starts a new thread `t` 2 query `q2` is made which is an empty query causing clearing of results 3 thread `t` writes back result of `q1` since it has not been canceled in step 2 # steps to repro this issue : 1 add `threadsleep(1000)`  just before [this]( line     manually validated that all tests pass and results are not displayed on an empty querynote : no tests have been added for this because we cannot easily mock `pluginmanager` which is a static class  `pluginmanager` cannot be made non-static class because `publicinstanceapi` depends on `pluginmanager` and `pluginmanager` depends on `publicinstanceapi` causing a circular dependency
powertoys-4960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,    when a win32 app is installed deleted or renamed powertoys run updates itself accordingly      3553*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     the changes made in this pr are as follows -* the `win32storage` list has been modified to use a class called `win32programrepository` which implements `listrespository` and `iprogramrepository` just like in packaged applications with this change all the items are stored in a concurrent dictionary and adding deleting indexing all programs has become easier as concurrent dictionary is thread safe we do not need locks while setting/deleting items* when a win32 application is added there can be a chance of duplicates to avoid this situation the `gethashcode()` function of win32 has been overridden so that the custom win32 gethashcode() function is used this ensures that no duplicates are present in the list even when we actively add or delete apps* the `win32programrepository` and `win32programrepositoryhelper` classes have been added to watch certain locations and trigger `created` `deleted` or `renamed` events whenever such an operation is performed on a file to prevent these events from being triggered for non app type files we add `filters` these filters raise events only for those particular type of applications [filters]( the `filesystemwatchers` filter out exe lnk appred-ms and url type files and call the `getappfrompath(path)` function which has been added to the win32 class this function returns the corresponding win32 item which can be added to the list * wrappers and interfaces have been added to `filesystemwatcher` `systemiofile` and `fileversioninfo` classes so that they can be mocked and tested* `shelllinkhelper` is implementing the interface `ishelllinkhelper` so that the win32 shortcut programs (lnk) can be tested* for shortcut apps `getappfrompath` doesnt give us the expected fullpath for the deleted and renamed application and therefore it must be treated in a separate way because the fullpath is set using the shelllinkhelper and if the file does not exist we cannot extract the  exe fullpath  from the lnkfile* for `deleted` apps since we have no more information to go on we iterate through all the programs and remove the one which has the same lnkresolved path* for `renamed` apps we have more information about the existing app so we construct what could have been the old app so that we can remove it from the list this is done so that we have an app which has the same name exe name and full path as the app which was added so that the hashcodes are the same    * manually validated it* added tests -1  to ensure that the we will not be introducing duplicates2 for each event {created renamed deleted} and app type {exe lnk appred-ms url} a test has been added to validate that the filesystemwatcher work as expected* all the other program plugin tests pass as well (https://user-images entcom/28739210/87326150-368e3400-c4e7-11ea-84d5-3f7f14ad7be2png)
powertoys-4971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,    - while trying to retrieve the installed location of a packaged app using `packageinstalledlocationpath` a filenotfound exception is thrown if the path does not exist added a catch block to capture that exception and to prevent pt from crashing         4970*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : # 
