Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,remove failing svg preview handler unit tests in ci     removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution these will be add back after fixing the tests changed the output directories of unit tests project to not interfere with product dlls      1567     1 validated both debug and release config2 validate msi and msix by launching fanzyzoneeditor @enricogior i removed the unit tests project(svgpreviewhandler and previewhandlercommon) from the solution that were failing will add them back after fixing them as a separate pr  i think there is also an issue with another test the ci pipeline failed with timeout for running over 60 minutes the issue is related with unit test `rundestroy`[ here is a previous ci build that took around 45 minutes]( to complete with the `rundestroy` unit test took 43 minutes  (  || let’s comment it out and create a new issue against fixing that unit test || @udit3333 @crutkas we commented out the fz slow/failing test im merging this to check if its there is anything else causing test failures in ci || > @udit3333 @crutkas we commented out the fz slow/failing test im merging this to check if its there is anything else causing test failures in ciwas rerunning the ci to check  ||
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,shortcuts guide powerrename imageresizer and powerlauncher settings pages    - added shortcuts guide and powerrename settings pages- stylized textstyles and margins- added visualstate logic for sidepanel containing eg learn more buttons and contributors list #889 #1484 #1482 #1579        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx         @laviusntk any reason to not merge in? ||
0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,shortcuts guide powerrename imageresizer and powerlauncher settings pages    - added shortcuts guide and powerrename settings pages- stylized textstyles and margins- added visualstate logic for sidepanel containing eg learn more buttons and contributors list #889 #1484 #1482 #1579        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx         @laviusntk any reason to not merge in? ||
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,implement canceling edits in fze fix crashes related to canceling     this pr  1519 and also fixes #751         1519 and  #751*      (  *        the reason for these crashes is finally known and has been mitigated in this pr it comes down to instances of grideditor and canvaseditor persisting after the editor window is closed when clicking cancel they stay alive and are still subscribed to events happening to the currently active model this pr adds checks which prevents these old instances of becoming awake and crashing      
0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,implement canceling edits in fze fix crashes related to canceling     this pr  1519 and also fixes #751         1519 and  #751*      (  *        the reason for these crashes is finally known and has been mitigated in this pr it comes down to instances of grideditor and canvaseditor persisting after the editor window is closed when clicking cancel they stay alive and are still subscribed to events happening to the currently active model this pr adds checks which prevents these old instances of becoming awake and crashing      
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,add info bar if blocked elements present in svg     adds a information bar in case of blocked element is present in svg fix warning from msi solution because of element referencing variable from other componentunit tests have been tested locally by adding the unit tests project to the solution unit tests project will be added in the solution file as part of different issue image how the info bar looks like on top of preview ( please review the items on the pr checklist before submitting-->     963 *        *   validate with both msi and msix installation neat ||
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,add info bar if blocked elements present in svg     adds a information bar in case of blocked element is present in svg fix warning from msi solution because of element referencing variable from other componentunit tests have been tested locally by adding the unit tests project to the solution unit tests project will be added in the solution file as part of different issue image how the info bar looks like on top of preview ( please review the items on the pr checklist before submitting-->     963 *        *   validate with both msi and msix installation neat ||
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,editor opening tests     open editor by clicking button or by hotkey with different zone-settings      846  
0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,editor opening tests     open editor by clicking button or by hotkey with different zone-settings      846  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,editor templates tests     tests for editing template layouts in editor      846  
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,editor templates tests     tests for editing template layouts in editor      846  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,editor   apply templates     open editor apply template layout check if zones-settings were changed      846  
0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,editor   apply templates     open editor apply template layout check if zones-settings were changed      846  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,editor templates tests update     added checks for zones count and type in editor templates edit tests      846  
0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,editor templates tests update     added checks for zones count and type in editor templates edit tests      846  
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,use jsonserializer instead of utf8writer     replace utf8writer and manual serilalization from editor with jsonserializer this makes this part of code easier to maintain and less error prone if possible changes are made in this area      1672 why not jsonnet? || @crutkas do you mean  || @enricogior  yes  @ryanbodrug-microsoft was chatting about this on a different thread  i just think across the product we pick one and move forward  ryan suggested systemtextjson as that is what is here  im fine with that decision || since in the fz editor it is used just for a couple of calls i also suggest to stick with systemtextjson and revisit it when moving to net core 31this may be an interesting reading  ||
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,use jsonserializer instead of utf8writer     replace utf8writer and manual serilalization from editor with jsonserializer this makes this part of code easier to maintain and less error prone if possible changes are made in this area      1672 why not jsonnet? || @crutkas do you mean  || @enricogior  yes  @ryanbodrug-microsoft was chatting about this on a different thread  i just think across the product we pick one and move forward  ryan suggested systemtextjson as that is what is here  im fine with that decision || since in the fz editor it is used just for a couple of calls i also suggest to stick with systemtextjson and revisit it when moving to net core 31this may be an interesting reading  ||
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,display infobar for blocked relative image path     updated html parsing extension in markdown preview pane to display infobar for blocked relative image urls      1677 *        manually validated desired functionality and ensured that tests are passing  
0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,display infobar for blocked relative image path     updated html parsing extension in markdown preview pane to display infobar for blocked relative image urls      1677 *        manually validated desired functionality and ensured that tests are passing  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,improvements to settings shellpage and added new xaml layouts for powerrename shortcut guide powerlauncher  - added styles for common margins + textblocks- added shortcutguide page- added powerrename page- added powerlauncher page- added a sidepanel that could include links about the feature and contributors (in shellpage)- minor styling updates to shellpage    references#889 #1484 #1482 #1579      889 #1484 #1482 #1579*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    - not sure if the sidepanel should live in the shellpage or on the separate pages makes it easier for the visualstate/resizing stuff- do we have a control that we can re-use across settings / editor that take in hot-keys? would be nice to have something that is in terms of visual style and behavior the same across all apps@laviusmotileng-ms @crutkas thoughts?    hi @niels9001 just to make sure: this should not be merged in master since we are in the process of releasing 016  > hi @niels9001> just to make sure: this should not be merged in master since we are in the process of releasing 016> thanks ! ||  
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,improvements to settings shellpage and added new xaml layouts for powerrename shortcut guide powerlauncher  - added styles for common margins + textblocks- added shortcutguide page- added powerrename page- added powerlauncher page- added a sidepanel that could include links about the feature and contributors (in shellpage)- minor styling updates to shellpage    references#889 #1484 #1482 #1579      889 #1484 #1482 #1579*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    - not sure if the sidepanel should live in the shellpage or on the separate pages makes it easier for the visualstate/resizing stuff- do we have a control that we can re-use across settings / editor that take in hot-keys? would be nice to have something that is in terms of visual style and behavior the same across all apps@laviusmotileng-ms @crutkas thoughts?    hi @niels9001 just to make sure: this should not be merged in master since we are in the process of releasing 016  > hi @niels9001> just to make sure: this should not be merged in master since we are in the process of releasing 016> thanks ! ||  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,editor custom layouts tests     creation deletion edit custom layouts tests    tests were revealed problems related to issues #1712 #1754       846 *        tests done:- create custom layout    - layout with zones    - layout without zones    - layout with empty name    - name with unicode characters    - several layouts with same names  - edit custom layouts:    - add/remove canvas zones    - move borders of canvas zones    - move splitters of grid zones    - create new splitters    - merge grid zones - delete custom layout   - delete layout and close editor   - delete and add new layout  
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,editor custom layouts tests     creation deletion edit custom layouts tests    tests were revealed problems related to issues #1712 #1754       846 *        tests done:- create custom layout    - layout with zones    - layout without zones    - layout with empty name    - name with unicode characters    - several layouts with same names  - edit custom layouts:    - add/remove canvas zones    - move borders of canvas zones    - move splitters of grid zones    - create new splitters    - merge grid zones - delete custom layout   - delete layout and close editor   - delete and add new layout  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,editor custom layouts tests     creation deletion edit custom layouts tests    tests were revealed problems related to issues #1712 #1754       846 *        tests done:- create custom layout    - layout with zones    - layout without zones    - layout with empty name    - name with unicode characters    - several layouts with same names  - edit custom layouts:    - add/remove canvas zones    - move borders of canvas zones    - move splitters of grid zones    - create new splitters    - merge grid zones - delete custom layout   - delete layout and close editor   - delete and add new layout  
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,editor custom layouts tests     creation deletion edit custom layouts tests    tests were revealed problems related to issues #1712 #1754       846 *        tests done:- create custom layout    - layout with zones    - layout without zones    - layout with empty name    - name with unicode characters    - several layouts with same names  - edit custom layouts:    - add/remove canvas zones    - move borders of canvas zones    - move splitters of grid zones    - create new splitters    - merge grid zones - delete custom layout   - delete layout and close editor   - delete and add new layout  
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,set window walker overview link     set window walker overview link and use resource values from `common/versionh`      1745 https://githubcom/microsoft/powertoys/issues/1621 this also    ||
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,set window walker overview link     set window walker overview link and use resource values from `common/versionh`      1745 https://githubcom/microsoft/powertoys/issues/1621 this also    ||
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,settings v2: new fancyzones imageresizer xaml sidepanels are now in the settings pages for more flexibility    - added a fancyzones xaml page- added a imageresizer xaml page- replaced various toggleswitches with checkboxes based on industry standard ux guidelines ( added sidepanel with module info and contributors list to all separate pages including visual state management (and removed the   one from shellpage)![settingsv3]( other than the issue solved is this relevant to any other issues/existing prs? -->  #889      889*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #1373 commit #53 adds am optional placeholder image object in the side panel of fancyzones that could be might be nice to have a gif showing off the feature windows 10 settings does this for some features || could i put a request in for a hostbackdrop 80% acrylic on the sidebar and extending into the titlebar area || > could i put a request in for a hostbackdrop 80% acrylic on the sidebar and extending into the titlebar areayes that would be great to have! currently this is not possible with xaml islands (and i think not even with winui 30 :():  tracking the titlebar issue here (where you already commented in :)):  || > > could i put a request in for a hostbackdrop 80% acrylic on the sidebar and extending into the titlebar area> > yes that would be great to have! currently this is not possible with xaml islands (and i think not even with winui 30 :(): [microsoft/microsoft-ui-xaml#2104 (comment)]( > were tracking the titlebar issue here (where you already commented in :)): #1547ah i didnt realise it would be using a xaml island - i guess those things may have to wait until winui desktop gets those features ||
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,settings v2: new fancyzones imageresizer xaml sidepanels are now in the settings pages for more flexibility    - added a fancyzones xaml page- added a imageresizer xaml page- replaced various toggleswitches with checkboxes based on industry standard ux guidelines ( added sidepanel with module info and contributors list to all separate pages including visual state management (and removed the   one from shellpage)![settingsv3]( other than the issue solved is this relevant to any other issues/existing prs? -->  #889      889*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #1373 commit #53 adds am optional placeholder image object in the side panel of fancyzones that could be might be nice to have a gif showing off the feature windows 10 settings does this for some features || could i put a request in for a hostbackdrop 80% acrylic on the sidebar and extending into the titlebar area || > could i put a request in for a hostbackdrop 80% acrylic on the sidebar and extending into the titlebar areayes that would be great to have! currently this is not possible with xaml islands (and i think not even with winui 30 :():  tracking the titlebar issue here (where you already commented in :)):  || > > could i put a request in for a hostbackdrop 80% acrylic on the sidebar and extending into the titlebar area> > yes that would be great to have! currently this is not possible with xaml islands (and i think not even with winui 30 :(): [microsoft/microsoft-ui-xaml#2104 (comment)]( > were tracking the titlebar issue here (where you already commented in :)): #1547ah i didnt realise it would be using a xaml island - i guess those things may have to wait until winui desktop gets those features ||
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,tests updates     * updated names for visual elements* updated elements search in tray tests* changed powertoys launch* updated fancyzones settings tests for toggles and color sliders         846 *      
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,tests updates     * updated names for visual elements* updated elements search in tray tests* changed powertoys launch* updated fancyzones settings tests for toggles and color sliders         846 *      
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,[window walker] set focus on text box control on hotkey invoke    if the user selects an item from the result windows in window walker using the mouse the next invocation does not have the text box selected by default this change sets the focus on the text box every time the window gets focuswhile this fixes a specific issue it will also hopefully fix the general bug reported in #1800      *      (  * ~~   ~~*    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #1800   tried out the scenario of mouse clicking and checking for focus and it works fine i feel this is hot fix worthy for 0161 ||
0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,[window walker] set focus on text box control on hotkey invoke    if the user selects an item from the result windows in window walker using the mouse the next invocation does not have the text box selected by default this change sets the focus on the text box every time the window gets focuswhile this fixes a specific issue it will also hopefully fix the general bug reported in #1800      *      (  * ~~   ~~*    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #1800   tried out the scenario of mouse clicking and checking for focus and it works fine i feel this is hot fix worthy for 0161 ||
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,winappdriver tests fix     changed behavior of element appear waiting: increased waiting time for settings reading and replaced   time interval to `waitelement` methodalso updated powertoys launch: removed additional capabilities         1875 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #           
0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,winappdriver tests fix     changed behavior of element appear waiting: increased waiting time for settings reading and replaced   time interval to `waitelement` methodalso updated powertoys launch: removed additional capabilities         1875 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #           
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fz editor: splitter thickness set to 1px when space around zones is zero     check `showspacing` flag in `splitterthickness`          2007*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #         ![splitter](https://user-images entcom/8949536/78896155-b59f4680-7a78-11ea-9b1c-6bfbeb5c6775png)  
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,fz editor: splitter thickness set to 1px when space around zones is zero     check `showspacing` flag in `splitterthickness`          2007*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #         ![splitter](https://user-images entcom/8949536/78896155-b59f4680-7a78-11ea-9b1c-6bfbeb5c6775png)  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,move markdown parsing logic outside control thread    move the majority of the markdown preview handler processing logic outside of the ui thread to avoid hangs when processing larger markdown files       (  *     - n/a no change in functionality*     if not checked im ready to accept this work might be rejected in favor of a different grand plan    original implementation of the markdown preview pane handler did all the loading and processing of the markdown document on the ui thread  with a larger document or some potential issue that caused a delay this could cause hangs by temporarily blocking the ui thread  this move any code that doesnt require direct access to the ui thread out  in general the logic of the rendering function has not been changed  i wanted to take a look at the power toys code and understand how the previewers were implemented and deployed  i noticed an opportunity for an optimization to the markdown handler and wanted to try out deploying and debugging a custom build of a preview pane handler  i took this as chance to do that   added delays (`tasksleep`) inside the ui thread portion and outside the ui thread and anecdotally verified that the ui seemed snappier when the delays were outside the ui thread  updated the registry entries for the handler to point to my updated binaries and reloaded the `prevhostexe` process and validated the previews loaded as expectedudit: created an issue to track the work #2111 @veleek the build is failing with your new commit probably because of a spacing error can you resolve that make sure to build it locally otherwise changes looks good to me i have also created an issue to track the work and assigned it youthanks!udit || @veleek remove the whitespace on line 81 and it should work || @veleek did you create an issue for this? || thanks for merging @udit3333 created issue #2111 for this  i dont think i can close the issue myself ||
0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,move markdown parsing logic outside control thread    move the majority of the markdown preview handler processing logic outside of the ui thread to avoid hangs when processing larger markdown files       (  *     - n/a no change in functionality*     if not checked im ready to accept this work might be rejected in favor of a different grand plan    original implementation of the markdown preview pane handler did all the loading and processing of the markdown document on the ui thread  with a larger document or some potential issue that caused a delay this could cause hangs by temporarily blocking the ui thread  this move any code that doesnt require direct access to the ui thread out  in general the logic of the rendering function has not been changed  i wanted to take a look at the power toys code and understand how the previewers were implemented and deployed  i noticed an opportunity for an optimization to the markdown handler and wanted to try out deploying and debugging a custom build of a preview pane handler  i took this as chance to do that   added delays (`tasksleep`) inside the ui thread portion and outside the ui thread and anecdotally verified that the ui seemed snappier when the delays were outside the ui thread  updated the registry entries for the handler to point to my updated binaries and reloaded the `prevhostexe` process and validated the previews loaded as expectedudit: created an issue to track the work #2111 @veleek the build is failing with your new commit probably because of a spacing error can you resolve that make sure to build it locally otherwise changes looks good to me i have also created an issue to track the work and assigned it youthanks!udit || @veleek remove the whitespace on line 81 and it should work || @veleek did you create an issue for this? || thanks for merging @udit3333 created issue #2111 for this  i dont think i can close the issue myself ||
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,removing everything references              2079*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #           
0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,removing everything references              2079*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #           
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,set mainwindow visibility to hidden on startup     * set the mainwindow visibility to hidden on startup      2033*      (      * manually verified that the powerlauncher application is running in the task manager but doesnt pop up* pressing alt+space triggers it  
0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,set mainwindow visibility to hidden on startup     * set the mainwindow visibility to hidden on startup      2033*      (      * manually verified that the powerlauncher application is running in the task manager but doesnt pop up* pressing alt+space triggers it  
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fz editor: splitted zones positioning     fancyzones editor:   splitted zones positioning in grid layouts         2023 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     in grid layouts zone size is represented in percentage of useful screen area (without splitters and borders) when we split zone useful area is reduced since it is expected that zone size shouldnt be changed all zones percents have to be recalculated    * manually tested with different layouts and different display scaling* added winappdriver tests im getting a warning about inconsistent line endings in grideditorxamlcs lines 312 317 318 || after creating and applying a grid layout its not exactly the same as displayed in the editor let me know if you need more details to reproduce this || > after creating and applying a grid layout its not exactly the same as displayed in the editor let me know if you need more details to reproduce thisyes please provide details it was ok when i checked ![1]( || i must have mistaken a zone border for something else its good actually sorry for wasting your time || hijust wondering if there is any plan to have enhanced fancyzones with the option to have zone overlapping and layer over each otheri try to explain with the image i attached of course all zones with the edge to edge with each other each zone is with different box color in the imagein this case we have in total of 8 zoneszone 1&2  50% of the screen each vertical splitzone 3  30% of the screen vertical splitzone 4  70% of the screen vertical splitzone 5&6  50% of the screen on each horizontal split of zone 3zone 7&8  50% of the screen on each vertical split of zone 4i was able to create those zones in version v0161however i only able to use zone 5-8 as those are on the top layer and cover the whole screen![fanzyzones]( || @keuwan this is a pull request please open an issue for your question 
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,fz editor: splitted zones positioning     fancyzones editor:   splitted zones positioning in grid layouts         2023 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     in grid layouts zone size is represented in percentage of useful screen area (without splitters and borders) when we split zone useful area is reduced since it is expected that zone size shouldnt be changed all zones percents have to be recalculated    * manually tested with different layouts and different display scaling* added winappdriver tests im getting a warning about inconsistent line endings in grideditorxamlcs lines 312 317 318 || after creating and applying a grid layout its not exactly the same as displayed in the editor let me know if you need more details to reproduce this || > after creating and applying a grid layout its not exactly the same as displayed in the editor let me know if you need more details to reproduce thisyes please provide details it was ok when i checked ![1]( || i must have mistaken a zone border for something else its good actually sorry for wasting your time || hijust wondering if there is any plan to have enhanced fancyzones with the option to have zone overlapping and layer over each otheri try to explain with the image i attached of course all zones with the edge to edge with each other each zone is with different box color in the imagein this case we have in total of 8 zoneszone 1&2  50% of the screen each vertical splitzone 3  30% of the screen vertical splitzone 4  70% of the screen vertical splitzone 5&6  50% of the screen on each horizontal split of zone 3zone 7&8  50% of the screen on each vertical split of zone 4i was able to create those zones in version v0161however i only able to use zone 5-8 as those are on the top layer and cover the whole screen![fanzyzones]( || @keuwan this is a pull request please open an issue for your question 
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,added fancy zones settings     - added viewmodel implementation of the fancyzones settings- move text in xaml to a localized string resource- added flag to disable ui controls when the powertoy is disableddemo:  other than the issue solved is this relevant to any other issues/existing prs? -->        889 #2127*      (  *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #889 #2127        - verified changes in the json settings file and the ui itself  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,keyboard manager ui tweaks (dev/build-features)     this pr tweaks the ui to fix the issues linked below for #2162 the change is only on the settings window and not the c++ side ( the banded rows the solution using listviewextensions as suggested by @niels9001 [here]( was implemented      2162 #2163 #2164  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,keyboard manager ui tweaks (dev/build-features)     this pr tweaks the ui to fix the issues linked below for #2162 the change is only on the settings window and not the c++ side ( the banded rows the solution using listviewextensions as suggested by @niels9001 [here]( was implemented      2162 #2163 #2164  
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,remove autosuggest box     this pr removes autosuggestbox and adds a textbox and listview to populate results this was required because functionalities such as `autocomplete` and `first item selected` couldnt be integrated directly into autosuggestbox       2049 *      (  *        1 added resultlistxaml which contains listview to populate search results2 hooked keyevents (up/down/enter) and mouse click functionality (left click) to new launcher uiissues not fixed : 1 list view resizing : if there are few results the list box doesnt reduce in height to accommodate only the required results if `minheight` is not set there a black background  
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,  kbm interaction with shortcut guide (dev/build-features)     this pr fixes the keyboard manager interaction with shortcut guide when win key is swappedthe `keyboardmanager_injected_flag` which is used to distinguish key events generated by kbm was moved to a shared_constantsh header file in the powertoys common library so that it is accessible by all the projects in shortcut guide at the step where `sendinput win key` is done we add the flag so that those events are ignored by kbm and they dont get remapped      2219 *      (      tried remapping lctrl to lwin lwin to lctrl and swapping them also tried lwin to lctrl and lalt to lwin  
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,win+r shouldnt launch windowwalker     * this is happening because of the code in the shell pluginthe shell plugin has its own code to override the win+r key and because of the way they are creating and handling hooks once we press win+r the win key must be pressed again to release it so basically theyre trying to simulate the win key press however since simulating only the win key press would pop up the start menu they are simulating win+ctrl which is the same shortcut as that of wwto unblock us and mitigate this issue for now i used the backspace keystroke instead of control so we would be simulating a win+backspace keystroke note  wox uses [`nhotkeywpf`]( nuget package for handling hotkeys and we would like the code for modifying hotkeys to be the same across all of powertoys and as that involves major code refactoring it would be done for v1      2035 *      (      * manually validated that win+r no longer pops up windowwalker  
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  the selection highlight not visible issue     * the `systemcontrolhighlightaccentbrush` was being set to white (in light mode) which was causing the selection highlight to also be white therefore selecting the text was showing a white text box* using the `systemchromelow` theme instead and setting it to the default theme resource so that nothing else in the app gets affected     issue #2269 *      (  *        * light mode -  ( dark mode -![image](https://user-images entcom/28739210/79822667-8e812880-8346-11ea-8341-331d9f257451png)  
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,removed folder plugin     removed folder plugin from launcher      2268 *      (  *        manually validated that folder plugin is not queried and other plugins are working as expected  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,update the kbm ui to use a grid based layout rather than stack panels     this pr changes the approach of adding the controls on the edit keyboard and edit shortcut window from stack panels to a single grid with three columns rows are dynamically added on clicking the + key the header was also changed to a relative layout the pr also fixes an indexing bug where adding and deleting rows in the tables could result in errors on applying the settings      6 #2323 *      (      - edit keyboard and edit shortcut header changed to relative layout- 3 column grid used for all the key/shortcut controls- instead of using a fixed row index the row index is now calculated based on the index of the control in the grid in the ui since these indices are reliable and match what is shown on the ui the index will always match the buffer vector where the values are stored- moved drop down selection handlers out of the constructor to a separate function this was done since all the associated controls may not be initialized at the constructor stage (some stack panels in the parent class would be null)- changed the c++ window logic to account for resizing earlier only on the wm_paint message the xaml ui would be resized however that message is not sent if the window is resized smaller that has now been fixed   [keyboardmanagerdynamic](https://user-images entcom/32061677/79919609-93e08080-83e3-11ea-8da8-e73219a57841gif)  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,display key mappings in settings     * single key and shortcut mappings are displayed in the keyboardmanager settings key* keyboard manager can be enabled and disabled from the settings page         889 and #2322 *      (           also we should create an issue to track the input language change does not reflect in settingsv2 until the control is reloaded this would probably be a v1 thing or maybe even future but its good to keep track of it ||
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,select text whenever launcher is set to visible after being hidden     * this pr selects the text whenever visibility of launcher is set to visible after being hidden      2269 *      (      * text is selected every time the window is made visible    * manually validated it![text_selection](https://user-images entcom/28739210/79934851-66f29480-8408-11ea-83bb-606acd26dfa2gif)  
