pr;Util;NLP;APM;Network;DB;Interpreter;Error Handling;Logging;Lang;Data Structure;DevOps;i18n;Setup;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;Event Handling;App;GIS;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
4554;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: make internal naming consistent  refactor some classes 9/14-2;- make internal naming of components consistent with the base reactive type - move  io.reactivex.internal.subscribers.flowable.*  to  io.reactivex.internal.subscribers  - move  io.reactivex.internal.subscribers.observable.*  to  io.reactivex.internal.observers;;0;2x: make internal naming consistent refactor some classes 9/14-2;- make internal naming of components consistent with the base reactive type- move `ioreactivexinternalsubscribersflowable*` to `ioreactivexinternalsubscribers`- move `ioreactivexinternalsubscribersobservable*` to `ioreactivexinternalobservers`;  4554   oh god the rebasing || @abersnaze i recommend you post one or two operator changes at a time as it is likely they need some extra changes until they match structure i expect (such as in maybeisempty()) this way you dont have large interference from cascading fixes in the 2x branch || its hard because they are so intertwinedon wed sep 14 2016 at 1:49 pm david karnok notifications@githubcomwrote:> @abersnaze  i recommend you post one or two> operator changes at a time as it is likely they need some extra changes> until they match structure i expect (such as in maybeisempty()) this way> you dont have large interference from cascading fixes in the 2x branch> > â€”> you are receiving this because you were mentioned> reply to this email directly view it on github>  or mute the thread>   || ive run out of ideas about what to clean up so you should have no interference from me in the following days ||;;;;1;1;2x: make internal naming consistent refactor some classes 9/14-2;
4555;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1.x: enhance generics doonerror doonrequest;want to able to call  doonerror(action1<object>)  and similarly enhanced  doonrequest  while i was about it.;;0;1x: enhance generics doonerror doonrequest;want to able to call `doonerror(action1<object>)` and similarly enhanced `doonrequest` while i was about it;  4555   > test to ensure bounds are maintained?ive added a couple of tests to get coverage of new lower bounds || is it okay if this goes into 12 only ? technically this isnt a behavior change but an api change and besides o f `doonrequested` upgrading to standard `doonerror` was established earlier || ok with me to go in 12 || oh something conflicted could you rebase? || rebased || thanks ;;;;1;1;enhance generics doonerror doonrequest;
4560;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: fix typo in single + maybe defer();;;0;2x: fix typo in single + maybe defer();;  4560  ;;;;1;1;2x: fix typo in single + maybe defer();
4561;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: enhance npe message in create functions of all base reactive types;;;0;2x: enhance npe message in create functions of all base reactive types;;  4561  **< ;;;;1;1;2x: enhance npe message in create functions of all base reactive types;
4567;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;add extra maybe iterable amb tests for overlapped emissions;- asserting that downstream will get the results of the first source that began emission  even if multiple sources have overlapped emissions - testing success and error paths;;0;add extra maybe iterable amb tests for overlapped emissions;- asserting that downstream will get the results of the first source that began emission even if multiple sources have overlapped emissions- testing success and error paths;as far as i can see the ci error is coming from a seemingly unrelated test:```ioreactivexinternaloperatorsmaybemaybeunsubscribeontest > normal failedjavalangassertionerror    at orgjunitassertfail(assertjava:86)    at orgjunitassertasserttrue(assertjava:41)    at orgjunitassertassertfalse(assertjava:64)    at orgjunitassertassertfalse(assertjava:74)    at ioreactivexinternaloperatorsmaybemaybeunsubscribeontestnormal(maybeunsubscribeontestjava:50)```im a bit confused here - did i really manage to break this test or is this one known to be flaky? || it was a flaky test: the unsubscription may not reach the processor in time the latch unblocks the main thread and thus there appear to be subscribers there:+1: thanks for the unit tests ||;;;;1;1;add extra maybe iterable amb tests for overlapped emissions- asserting that downstream will get the results of the first source that began emission even if multiple sources have overlapped emissions- testing success and error paths;
4570;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: last() to return single;this pr changes the return type of  last()  to  single<t>  and updates the relevant locations.  originally  it was implemented as  takelast(1).single()  so to reduce impact  all other original uses now have this inlined.;;0;2x: last() to return single;this pr changes the return type of `last()` to `single<t>` and updates the relevant locationsoriginally it was implemented as `takelast(1)single()` so to reduce impact all other original uses now have this inlined;  4570   ps ive pushed my current branch here  || > ps ive pushed my current branch herei see you didnt keep the original typed code to help with `toflowable()` also im not fond of moving the `blockingx` because it adds an extra step/overheadid have to redo/reoptimize them anyways so dont really need that ||;;;;1;1;2x: last() to return single;
4573;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: make any() and all() return single  patch up tests;this pr changes the return type of  any()  and  all()  to  single .  i ve also did a small change to  testobserver  by having it implement the other  xobserver  types. this resulted in one extra method  onsuccess  to be added but now you can subscribe  testobserver  to  single    maybe  and  completable  without conversion yet still  test()  them with the same convenient api.      java flowable.range(1  10).any(v -> true).test().assertresult(true);;0;2x: make any() and all() return single patch up tests;this pr changes the return type of `any()` and `all()` to `single`ive also did a small change to `testobserver` by having it implement the other `xobserver` types this resulted in one extra method `onsuccess` to be added but now you can subscribe `testobserver` to `single` `maybe` and `completable` without conversion yet still `test()` them with the same convenient api``` javaflowablerange(1 10)any(v -> true)test()assertresult(true)```;  4573  ;;;;1;1;2x: make any() and all() return single patch up tests;
4574;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: collect  tolist  tosortedlist  tomap  tomultimap to return single;this pr makes the following operators return  single : -  collect  -  collectinto  -  tolist  -  tosortedlist  -  tomap  -  tomultimap   and changes the documentation to mention  single  instead as well. (there are some whitespace removals i forgot previously).;;0;2x: collect tolist tosortedlist tomap tomultimap to return single;this pr makes the following operators return `single`:- `collect`- `collectinto`- `tolist`- `tosortedlist`- `tomap`- `tomultimap`and changes the documentation to mention `single` instead as well (there are some whitespace removals i forgot previously);  4574  ;;;;1;1;2x: collect tolist tosortedlist tomap tomultimap to return single;
4576;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: count  elementat  ingoreelements  last  single  reduce  reducewith to return non-flowable;this pr updates many  flowable  operators to return  single    maybe  or  completable : -  count()  ->  single  -  elementat()  ->  maybe  -  elementat(t)  ->  single  -  first(t)  ->  single  -  firstelement()  ->  maybe  -  ignoreelements()  ->  completable  -  reduce(callable  bifunction)  ->  single  -  reducewith(u  bifunction)  ->  single  -  single(t)  ->  single  -  singleelement()  ->  maybe   and deletes  flowable.tosingle    flowable.tomaybe  and  flowable.tocompletable .   flowble.reduce(bifunction)  was not yet changed from  single  to  maybe  (to allow empty sources to be reduced to empty maybe).  related: #4321;;0;2x: count elementat ingoreelements last single reduce reducewith to return non-flowable;this pr updates many `flowable` operators to return `single` `maybe` or `completable`:- `count()` -> `single`- `elementat()` -> `maybe`- `elementat(t)` -> `single`- `first(t)` -> `single`- `firstelement()` -> `maybe`- `ignoreelements()` -> `completable`- `reduce(callable bifunction)` -> `single`- `reducewith(u bifunction)` -> `single`- `single(t)` -> `single`- `singleelement()` -> `maybe`and deletes `flowabletosingle` `flowabletomaybe` and `flowabletocompletable``flowblereduce(bifunction)` was not yet changed from `single` to `maybe` (to allow empty sources to be reduced to empty maybe)related: #4321;  4576  ;;;;1;1;2x: count elementat ingoreelements last single reduce reducewithto return non-flowable;
4579;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: convert the observable operators to return single/maybe;this pr updates many  observable  operators to return  single    maybe  or  completable : - count() -> single - elementat() -> maybe - elementat(t) -> single - first(t) -> single - firstelement() -> maybe - ignoreelements() -> completable - lastelement() -> maybe - reduce(bifunction) -> maybe - reduce(callable  bifunction) -> single - reducewith(u  bifunction) -> single - single(t) -> single - singleelement() -> maybe  and deletes observable.tosingle  observable.tomaybe and observable.tocompletable.  in addition   flowable.reduce(bifunction)  now returns  maybe<t> .  related: #4321;;0;2x: convert the observable operators to return single/maybe;this pr updates many `observable` operators to return `single` `maybe` or `completable`:- count() -> single- elementat() -> maybe- elementat(t) -> single- first(t) -> single- firstelement() -> maybe- ignoreelements() -> completable- lastelement() -> maybe- reduce(bifunction) -> maybe- reduce(callable bifunction) -> single- reducewith(u bifunction) -> single- single(t) -> single- singleelement() -> maybeand deletes observabletosingle observabletomaybe and observabletocompletablein addition `flowablereduce(bifunction)` now returns `maybe<t>`related: #4321;  4579   thanks @jakewharton ! ||;;;;1;1;2x: convert the observable operators to return single/maybe;
4580;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;rename asyncemitter to emitter;as per discussion in #4577  renaming  asyncemitter  to  emitter  via deprecation.  there is a catch though.  completableemitter  is correctly named now and depends on  asyncemitter  via the method:      java  void setcancellation(asyncemitter.cancellable c)       when can we break the api of that class?;;4577.0;rename asyncemitter to emitter;as per discussion in #4577 renaming `asyncemitter` to `emitter` via deprecationthere is a catch though `completableemitter` is correctly named now and depends on `asyncemitter` via the method:``` java void setcancellation(asyncemittercancellable c)```when can we break the api of that class?;   4580   thanks for review @akarnokd  i take it we have to wait for 13 to break the api of experimental `completableemitter`? || deleting experimental apis has to wait one patch version so 121 will have both and 122 can remove the asyncemitter || ok ill patch again once 121 is outon thu 22 sep 2016 21:25 david karnok notifications@githubcom wrote:> deleting experimental apis has to wait one patch version so 121 will> have both and 122 can remove the asyncemitter> > â€”> you are receiving this because you authored the thread> reply to this email directly view it on github>  or mute the thread>   || /cc @jakewharton @artem-zinnatullin  || make the cancelable interfaces extend each other as wellon thu sep 22 2016 6:33 pm dave moten notifications@githubcom wrote:> ## _@davidmoten_ commented on this pull request> > in src/main/java/rx/asyncemitterjava>  > >   */> >  @experimental> > +@deprecated> >  public interface asyncemitter<t> extends observer<t> {> > cannot extend emitter because of two versions of cancellable would break> existing asyncemitter use> > â€”> you are receiving this because you were mentioned> > reply to this email directly view it on github>  or mute the thread>   || > make the cancelable interfaces extend each other as wellgood idea  um i dont think its worth it juggling with inheritance of these interfaces straight after next release im just going to delete the deprecated stuff || ive added a `@deprecated` annotation to `completableemitter` let me know if you guys still want the interface inheritance business || forgot to move `cancellable` to `rxfunctions` thats done now || thanks for working this out! ||;fromemitter cleanup;the rename of `observablefromasync` to `observablefromemitter` isnt quite complete in that the signature of `observablefromemitter` still refers to an interface `asyncemitter` which i would like to rename to `emitter` im happy to make a pr it would add a new method ``` java@experimentalpublic static <t> observable<t> fromemitter(action1<emitter<t>> emitter emitterbackpressuremode backpressure) ```and i would deprecate this one:``` javapublic static <t> observable<t> fromemitter(action1<asyncemitter<t>> emitter asyncemitterbackpressuremode backpressure)```proceed with pr?;yes pr welcome ||;1;0;rename asyncemitter to emitter;
4581;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: remove some dead code;also what about intfunction it s right now in the public api however not used. so the question is does rx want to expose that interface?;;0;2x: remove some dead code;also what about intfunction its right now in the public api however not used so the question is does rx want to expose that interface?;  4581  **< ;;;;1;1;2x: remove some dead code;
4582;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2.x: add missing maybe tests for concatwith & onerrorresumenext;they had no tests previously;;0;2x: add missing maybe tests for concatwith & onerrorresumenext;they had no tests previously;  4582  ;;;;1;1;2x: add missing maybe tests for concatwith & onerrorresumenext;
4583;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2.x fix flowable.create() not reporting null values properly  unify;exception msg across  reported on [stackoverflow](  there was no proper null check in the various emitters. i ve also unified the message pattern across all  create()  emitters.;;0;2x fix flowablecreate() not reporting null values properly unify;exception msg acrossreported on [stackoverflow]( was no proper null check in the various emitters ive also unified the message pattern across all `create()` emitters;  4583  ;;;;1;1;2x fix flowablecreate() not reporting null values properly unifyexception msg across;
"4585;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2.x: evaluate schedule initialization via callable;this implements the solution proposed in #4572 - to initialize the schedulers via a callable  rather than directly via a value.;;4572.0;2x: evaluate schedule initialization via callable;this implements the solution proposed in #4572 - to initialize the schedulers via a callable rather than directly via a value;""  4585   @akarnokd correct me if im wrong but in order to avoid the evaluation of the default scheduler instance when it is being overridden i still need to change the `oninit[single|io|new|computation]handler` signatures to be `function<callable<scheduler> scheduler>` as per -```    static volatile function<callable<scheduler> scheduler> oninitsinglehandler```otherwise the invocation of `initsinglescheduler` will cause the evaluation of the default value to pass it as a parameter to the overriding/transforming function: `oninitsinglehandler` || yes you still need `callable` as the indirection but the inner class will be evaluated only if `call` is actually invoked || ive added the remaining lazy initializationive also fairly aggressively enforced non-null in the associated functions for example:``` javapublic static scheduler initioscheduler(callable<scheduler> defaultscheduler) {    objecthelperrequirenonnull(defaultscheduler """"scheduler callable cant be null"""")    callable<scheduler> scheduler> f  oninitiohandler    if (f  null) {        return callrequirenonnull(defaultscheduler)    }    return applyrequirenonnull(f defaultscheduler)}```however to me this seems slightly out of place / over the top is that enforcement necessary or should the resultant null scheduler be left unasserted and left to the eventual nullpointerexception when the scheduler is used? either way im happy to keep or remove that based upon review feedback || aggressive input validation is never over the top if you defer checkingthen the stacktrace tells you nothing about what actually caused the brokenstateon sun sep 25 2016 7:09 am peter tackage notifications@githubcomwrote:> ive added the remaining lazy initialization> > ive also fairly aggressively enforced non-null in the associated> functions for example:> > public static scheduler initioscheduler(callable<scheduler> defaultscheduler) {>     objecthelperrequirenonnull(defaultscheduler """"scheduler callable cant be null"""")>     callable<scheduler> scheduler> f  oninitiohandler>     if (f  null) {>         return callrequirenonnull(defaultscheduler)>     }>     return applyrequirenonnull(f defaultscheduler)> }> > however to me this seems slightly out of place / over the top is that> enforcement necessary or should the resultant null scheduler be left> unasserted and left to the eventual nullpointerexception when the scheduler> is used? either way im happy to keep or remove that based upon review> feedback> > â€”> you are receiving this because you commented> > reply to this email directly view it on github>  or mute the thread>   || @akarnokd all done as far as i am concerned do i need to anything else for this to be merged?  || i was waiting for you to settle with the implementation thanks for the contribution || "";2x: defer scheduler initialization in hook init api;""an issue was [filed on rxandroid]( asking for the default """"main thread"""" scheduler to be lazily initialized this would allow support for unit testing on the jvm by swapping out the scheduler for one that works where androids main thread doesnt existthe hook api provides a means of replacing the scheduler during initialization but the problem is that in order to call these """"init"""" methods the instance needs to be eagerly createdwhat im proposing is that we change the """"init"""" functions from `function<scheduler scheduler>` to `function<scheduler callable<scheduler>>` which would allow ignoring the default scheduler instance by never delegating to `callablecall()` to create itthe implementation of the initializer would change to something like:``` javascheduler initfoo(callable<scheduler> defaultscheduler)function f  initfuncif (f  null) {  return defaultschedulercall()}return apply(f defaultscheduler)```now we can make this change _only_ in rxandroid to support this case i think that theres a large value in having as much symmetry between the two libraries as possible howeveris this something that would be acceptable to change in rxjava? or are there any alternative apis that anyone can think of for this?"";i dont think rxjava needs this change we have standard java executorservices backing the schedulers so their creation should always succeed in a reasonable jdk implementationmaybe you could combine `androidschedulers` the plugin and use a holder class to defer the creation of the looper/handler if the function happens to be null the first time `main` is invoked i can see this needs to change the callback to `callable` and not rely on the default anymore``` javaclass androidschedulers {    static final class defaultholder {        static final scheduler default_main  new handlerscheduler(            new handler(loopergetmainlooper())))    }    static volatile callable<scheduler> mainhook    public static scheduler main() {        function f  mainhook        if (f  null) {            return default_holderdefault_main // initialized once and lazily        }        try {            return mainhookcall()        } catch (throwable ex) {            throw exceptionhelperwraporthrow(ex)        }    }}``` || that doesnt allow decorating the default scheduler which is a common useof these init hooks on androidi know rxjava doesnt need this what im asking is if the change would beacceptable for symmetry as an added bonus: it means you no longer have toremember to call shutdown() on the original scheduler when returning adifferent one (which i bet 100% of people dont do and we dont check for)on wed sep 21 2016 3:40 am david karnok notifications@githubcom wrote:> i dont think rxjava needs this change we have standard java> executorservices backing the schedulers so their creation should always> succeed in a reasonable jdk implementation> > maybe you could combine androidschedulers the plugin and use a holder> class to defer the creation of the looper/handler if the function happens> to be null the first time main is invoked i can see this needs to change> the callback to callable and not rely on the default anymore> > class androidschedulers {>     static final class defaultholder {>         static final scheduler default_main  new handlerscheduler(>             new handler(loopergetmainlooper())))>     }> > ```> static volatile callable<scheduler> mainhook> > public static scheduler main() {>     function f  mainhook>     if (f  null) {>         return default_holderdefault_main // initialized once and lazily>     }>     try {>         return mainhookcall()>     } catch (throwable ex) {>         throw exceptionhelperwraporthrow(ex)>     }> }> ```> > }> > â€”> you are receiving this because you authored the thread> reply to this email directly view it on github>  or mute the thread>   || > that doesnt allow decorating the default scheduler which is a common use> of these init hooks on androidthe op wanted to avoid depending on handler completely so he could test on desktop the only workaround i see is a boolean flag that when set invokes the function with null instead of loading the default android scheduler``` javaclass androidschedulers {    static final class defaultholder {        static final scheduler default_main  new handlerscheduler(            new handler(loopergetmainlooper())))    }    static volatile boolean nodefault    static volatile function<scheduler scheduler> mainhook    public static scheduler main() {        function f  mainhook        if (f  null) {            return default_holderdefault_main // initialized once and lazily        }        try {            if (nodefault) {                return fapply(null)            }            return fapply(default_holderdefault_main)        } catch (throwable ex) {            throw exceptionhelperwraporthrow(ex)        }    }}``` || my original proposal passes a `callable<scheduler>` to the function that is what im proposing || right sounds reasonable now how about a pr? || @akarnokd im the said op happy to put together a pr for the change || sure || closing via #4585 ||;1;0;make oninithandler functions lazy and enforce non null;"
4586;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: add error assertion with predicate to testsubscriber and testobserver;added support for error assertions with to testsubscriber requested in #4498 to support custom error evaluation. removes the need to implement equals and hashcode in exceptions.;;4498.0;2x: add error assertion with predicate to testsubscriber and testobserver;added support for error assertions with to testsubscriber requested in #4498 to support custom error evaluation removes the need to implement equals and hashcode in exceptions;could you do it for testobserver as well? || sure i will update the pr ||   4586  ;matcher for testsubscriberasserterror();in order to test occurred error in subscriber we are using `testsubscriberasserterror()` however the method accepts either `throwable` or class so if we want to check the details of the thrown exception we need to have methods `equals()` and `hashcode()` in each exception but its a bad practicedoes it make sense to have a matcher for checking thrown exception and it?;not sure what you mean or how you imagine it but pr is welcome || closing via #4586 ||;1;0;add error assertion with predicate to testobserver (#4498);
4589;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: add singleorerror  firstorerror  lastorerror & elementatorerror to observable and flowable;closes #4588;;0;2x: add singleorerror firstorerror lastorerror & elementatorerror to observable and flowable;closes #4588;there are javadoc mistakes btw || yup i saw them and ill fix them up i didnt execute that test locally (running all tests take forever on my local machine) ||   4589   oh this broke because of the error fixes/cc @jakewharton and @abersnaze on naming/functionality ||;;;;1;1;address issues;
4590;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: report errors from onerror to plugin when done;for the first one that i found i even wrote a test. then i started noticing more missing spots. if wanted i could port that one test to every operator that i touched. though i didn t really find tests testing that errors are propagated through the plugin api.;;0;2x: report errors from onerror to plugin when done;for the first one that i found i even wrote a test then i started noticing more missing spots if wanted i could port that one test to every operator that i touched though i didnt really find tests testing that errors are propagated through the plugin api;  4590   `testhelper` has a few generic test methods to check `maybe` and `single` the same pattern could be extended to test these without duplicating that long method i was planning that as part of another run of coverage improvements but im behind with performance work too ||;;;;1;1;2x: report errors from onerror to plugin when done;
4592;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: unicastsubject fix onterminate;;;0;2x: unicastsubject fix onterminate;;  4592   leave this as is and ill think about it ||;;;;1;1;2x: unicastsubject fix onterminate;
4593;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: enhance npe messages;now all npe thrown internally are having this standard message;;0;2x: enhance npe messages;now all npe thrown internally are having this standard message;  4593  ;;;;1;1;2x: enhance npe messages;
4595;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: remove takefirst(predicate) in observable & flowable;;;0;2x: remove takefirst(predicate) in observable & flowable;;  4595  ;;;;1;1;2x: remove takefirst(predicate) in observable & flowable;
4597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: add missing @test annotation on tests;;;0;2x: add missing @test annotation on tests;;test you enabled failed ||   4597  **< ;;;;1;1;fix test;
4601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: sync behaviour between unicastprocessor & unicastsubject + add a few test cases;;;0;2x: sync behaviour between unicastprocessor & unicastsubject + add a few test cases;;  4601  ;;;;1;1;2x: sync behaviour between unicastprocessor & unicastsubject + add a few test cases;
4602;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: benchmark just() and fromcallable() throughput;this pr adds benchmarks for measuring  just()  and  fromcallable()  when using  subscribeon    observeon  and  subscribeon().observeon()  with them. # benchmark baseline - i7 4770k  windows 7 x64  java 8u102  jmh 1.13 - throughput ops/s  larger is better ## just  (  ![image]( ## fromcallable  ![image](  ![image]( ## just vs. fromcallable  ![image](https://cloud.ent.com/assets/1269832/18817632/d7109ac0-8365-11e6-9936-e287477965e5.png);;0;2x: benchmark just() and fromcallable() throughput;this pr adds benchmarks for measuring `just()` and `fromcallable()` when using `subscribeon` `observeon` and `subscribeon()observeon()` with them# benchmark baseline- i7 4770k windows 7 x64 java 8u102 jmh 113- throughput ops/s larger is better## just( fromcallable![image]( just vs fromcallable![image](https://cloudentcom/assets/1269832/18817632/d7109ac0-8365-11e6-9936-e287477965e5png);  4602  ;;;;1;1;2x: benchmark just() and fromcallable() throughput;
4603;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2.x: rxjavaplugins - don t pass null throwable down to error handler;;;0;2x: rxjavaplugins - dont pass null throwable down to error handler;;  4603  **< ;;;;1;1;2x: rxjavaplugins - dont pass null throwable down to error handler;
4604;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2.x: add flattenas{observable flowable} to single and maybe;this pr adds  single.flattenasobservable    single.flattenasflowable    maybe.flattenasobservable  and  maybe.flattenasflowable  to map a success value into an  iterable  sequence and stream it as  flowable  or  observable . it is more efficient than  single.toflowable().flatmapiterable() .;;0;2x: add flattenas{observableflowable} to single and maybe;this pr adds `singleflattenasobservable` `singleflattenasflowable` `maybeflattenasobservable` and `maybeflattenasflowable` to map a success value into an `iterable` sequence and stream it as `flowable` or `observable` it is more efficient than `singletoflowable()flatmapiterable()`;  4604   `flattenasflowable` `flattenasobservable`? ||;;;;1;1;2x: add flattenas{observableflowable} to single and maybe;
4606;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: verify same onnext / onerror null behavior across all subjects and processors;;;0;2x: verify same onnext / onerror null behavior across all subjects and processors;;  4606  ;;;;1;1;2x: verify same onnext / onerror null behavior across all subjects and processors;
4607;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: testsubscriber & testobserver add assertvalue(predicate);;;0;2x: testsubscriber & testobserver add assertvalue(predicate);;;;;;1;1;adjust;
4609;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: factor out typical testobserver/testsubscriber methods;this pr introduces a new abstract internal class  basetestconsumer  which now hosts the  assertx  methods of  testsubscriber  and  testobserver  which were duplicates before.;;0;2x: factor out typical testobserver/testsubscriber methods;this pr introduces a new abstract internal class `basetestconsumer` which now hosts the `assertx` methods of `testsubscriber` and `testobserver` which were duplicates before;the drawback is that the generated javadoc doesnt have the method documentation and doesnt reference `basetestconsumer` because its in the `internal` zone i can move it to the public zone so the javadoc links work:( ||   4609  ;;;;1;1;move basetestconsumer into the public so its javadoc is available;
4612;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: improve performance of observable.flatmapiterable;this pr improves the performance of  flatmapiterable  by inlining the consumption of the generated  iterable . the performance improvement comes from direct iteration and emission plus removing the overhead of the regular  flatmap  as such source mappings are inherently synchronous. ### benchmark  i7 4790  windows 7 x64  java 8u102  jmh 1.13  ops/s - bigger is better  (  10x overhead reduction in flattening a single element  iterable .  ![image](  half the overhead compared to (an already optimized)  flowable.flatmapiterable .  ![image](  nice improvement on the cross-range benchmark (stream 1 million element split into n outer and m inner elements where n \* m = 1 million):  ![image](  also quite better than  flowable.flatmapiterable .;;0;2x: improve performance of observableflatmapiterable;this pr improves the performance of `flatmapiterable` by inlining the consumption of the generated `iterable` the performance improvement comes from direct iteration and emission plus removing the overhead of the regular `flatmap` as such source mappings are inherently synchronous### benchmarki7 4790 windows 7 x64 java 8u102 jmh 113 ops/s - bigger is better( overhead reduction in flattening a single element `iterable`![image]( the overhead compared to (an already optimized) `flowableflatmapiterable`![image]( improvement on the cross-range benchmark (stream 1 million element split into n outer and m inner elements where n \* m  1 million):![image]( quite better than `flowableflatmapiterable`;  4612  ;;;;1;1;2x: improve performance of observableflatmapiterable;
4614;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2.x: add maybe.flatmapsingle;gave that implementation a try. feedback is welcome i think there are improvements that can be done.;;0;2x: add maybeflatmapsingle;gave that implementation a try feedback is welcome i think there are improvements that can be done;  4614  **< ;;;;1;1;fix generics;
4616;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: add completable.andthen(maybesource);;;0;2x: add completableandthen(maybesource);;there is a compilation error || ah yes import is missing i still manually stage them and sometimes forget that one is needed since usually every package is already included with `*` ||   4616  ;;;;1;1;requested changes;
4617;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2.x: add single.flatmapmaybe;;;0;2x: add singleflatmapmaybe;;  4617  ;;;;1;1;2x: add singleflatmapmaybe;
