issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,IO,UI,Security,App,corpus
2526.0,2415,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fix several file cleanup rename issues separated move rename cleanup logicmove rename files in general tab file now use internally the cleanup operations logicseparated gui context menu operations for move cleanuprename files no longer moves files it only renames themfiles are not overwritten if they exist or have the same name todo apply new targetfiledir in test todo adapt test finally todo rework gui action code fix for and includes fix for and jabrefgeneralfilefield describe the changes you have made here change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate gui cleanuppreset panel metadatagetdefaultfiledirectory seems not to check bibtex location somehow todo find a wy to cleanup only one file todo add some preview dialog stuff prevent filedirpattern subfolder creation on each run if already exists i had a look at the code which in general is good and fixed a few minor issues directly missing getters setters that were missing well before this pr but this is a good time for a fix i also played around a little with the ui and tried to find errors but was unsuccessfulin the spirit of progress and as suggested by siedlerchr i am merging now directly more far fetching suggestions by tobiasdiez should be addressed in a follow up pr as discussed above siedlerchr thanks again for this heap of work
2319.0,2416,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,fix collapse sub tree functionality for groups tree fix of function collapse subtree is working again change in changelogmd described ~~ ~~ ui only ~~ ~~ manually tested changed features in running jabref ~~ helpjabreforg ~~ if you changed the localization did you run gradle ate ~~
2417.0,2424,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,by removing the url when creating an entry by doi change in changelogmd described omg two prs for the same thing this is the first time ever in jabrefs github history 🎈 since we introduced dopostcleanup we will continue at the other pr thank you simonharrer for following up there too simonharrer just to make this clear i didnt wrote my pr as a counter to yours i finished mine and then read that you already solved the issue sorry for this by the way good look with your thesis but of course we like to see more prs from you 😄
2417.0,2425,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,doi no longer contains url counterproposal to 😈 change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate i did not want to introduce this dependency less dependencies seemed better to me
2427.0,2428,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,arxiv fetcher works with prefix change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate i merged it and will do the requested changes now to get this into
2458.0,2459,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix conversion of tilde n and although i said that i would not work on jabref for the next two weeks here is a pr this stuff is addictive and i need help author name formatting in the main table is handled different from the formatting of the remaining columns and we simply forgot to perform the unicode conversion also for the author column change in changelogmd described manually tested changed features in running jabref failing tests are again the damn fetchershowever i merge itin
2458.0,2464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fix conversion of n and \{n} from latex to unicode this is a follow up for fixing the combinations \n and \\{n} are converted from latex to different symbols in unicodethis was really hard to track down it was not a problem in our conversion maps but in latextounicode the ultimate reason is that this code is just an utter mess of hacks and i could only fix this by adding another ugly map on top of this heapwe have already identified this class to cause performance issues and as you can see here it is very difficult to maintain we should consider removing the functionality and rewriting it from scratch or preferably replace it with an external library after all converting a latex string to unicode seems sufficiently well defined that there is some library for this out there change in changelogmd described manually tested changed features in running jabref
2472.0,2473,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,remove html code from acm fetcher remove html code from acm fetcher change in changelogmd described~~ ~~~~ ~~ manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate ~~ looks good codewise i tested it locally and it did not get any html code with the entry so i am merging it right away
2486.0,2487,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,make sure that unregistered event sources do not stop jabref from shu… …tting down unregistering event sources that have not been registered before should not stop jabref from shutting down orderly this pr logs such a problem instead of halting the shutdown of the program change in changelogmd described manually tested changed features in running jabref would it be possible to first check if the event is registered and only doing a shutdown thenthis should be implemented at best in unregister itself siedlerchr unfortunately the implementation of the event bus from google supports no such checking functionality hence we would have to remember subscribers in a custom list which in my point of view would be an unnecessary overhead however i have now moved the exception handling code to all the different event sources in jabref i hope i found them all that way we catch the exception as early as possible i cannot think of a circumstance where trying to remove a listener that never listened should crash the complete applicationit is not always logged though since not all of the classes that are event sources use a logger but again i do not think that this is very tragic or indeed important there is already discussion about checking it fixing check style you should add the comments for switching it off at hat position siedlerchr sorry but i am not getting your comment regarding checkstyle the builds seem to fail because of the usual random fetcher errors lenhard i meant the codacy which will complain about the empty catch blocksbut i think i confused it with checkstyle module siedlerchr ok i understand however i am not too fond of codacy and refuse to add comments just because the tool produces false positives i am well aware that it is near impossible for a tool to tell if an empty catch block makes sense or not but it is false positive nonetheless the existing comment in there is meaningful to humans which is way more importanti just pushed a few minor formatting fixes ill take the thumps up as an ok for merge which ill do right away
2481.0,2490,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,classcastexception because of wrong cast will merge as soon as build passes change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2251.0,2496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,change key binding for cleanup from f to alt f this solution is the quick solution by changing the shortcut the alternative is to change the actiontable etcl change in changelogmd described no n a manually tested changed features in running jabref n a helpjabreforg n a if you changed the localization did you run gradle ate as quick fix imho okay maybe that will sooner or later be resolved with javafx
2498.0,2499,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,display latex free version of field content in entry preview panel the pr implements a new method in bibentry getresolvedfieldoraliaslatexfree that builds upon our existing latexfree methods and extends this functionality to resolved fields this method can be reused in the ui parts of jabref that should rather display a unicode version of a field than a latex version such as the entry preview change in changelogmd described manually tested changed features in running jabref there seems to be some problems now with the layout files if you look at travis output it seems that using a formatter for html conversion in the layout conflicts with the latextounicode conversion im not sure what our take on this is maybe this pr is not the solution at all maybe the correct solution would be to use latextounicode in the entry preview configuration maybe the correct solution would be to use latextounicode in the entry preview configurationsounds like the better solution in my opinion i think the formatter can be specified in the layout file something like \format latextounicode {} \begin{author} \format authors lastfirstinitialssemicolonamp htmlcharslatextounicode {\author} \end{author}this is the way to go documented in this pr can be closed
2500.0,2507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fix apostrophe conversion this repairs the apostrophe handling in the latex to unicode conversion broken by and maintains the special handling of apostrophes in conjunction with the character n that intended to fix it increases complexity and reduces performance in the unicode conversion a tiny bit through the additional checks that are now in there ultimately the goal should be to replace the conversion with an external library change in changelogmd described manually tested changed features in running jabref ich merge das mal rein und hoffe dass cih das dann dan fürs erste erledigt hat
2506.0,2510,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,fix journal title in ris importer fix for the problem was that the t field was used for the journal title if it comes first now t is only used for the journal title if the field jo does not appear ive also added the file from science direct as test case thanks
2451.0,2519,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fix repeated escaping of sign extracted regexe in patternsfix for change in changelogmd described ~~ ~~ manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate ~~
2451.0,2521,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fix sign cleanup fix previous stackoverflow errror with large inputfollow up from
2522.0,2527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix error when path is no valid directory fixes the exception folder parameter must be a valid folderinternal fix onlywhen no working directory is set and last used path was an actual file file dialog could not be opened lgtm but what is the normal behavior for system dialogs if i select a file ijnstead of a directory is it possible and selects the parent folder or is the select button inactive stefan kolb my fix has only impact when opening the dialog that it opens in a directory without an exception it has no impact on the selection of files etcparent does not mean parent directory but the directory itself the parent of the file example your last selected file was x \abc\defgpdf when you try to set the initaldirectory to this complete path including filename it gives an exception because it is obviously no a folder directory therefore the fix now sets the dir to x \abc which is the parent of x \abc\defgpdf ah sorry for that yeah i know i was aware of that
2431.0,2531,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,check more results returned by crossref api for matching changes we will now check results instead of just the first one for a matching title lgtmdo you want to implement as well heart_eyes_cat ok i interpret this as a no wink nah will do that later maybe at jabcon is a separate task
2063.0,2532,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,switch to latex unicode motivation is discussed in fixes many conversion problems such as those discussed in and change in changelogmd described manually tested changed features in running jabref please remove the old latex unicode formatter code otherwise good to go since the build is passing and there are two approved reviews i will merge this into master now and close the related issues
207.0,2532,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,switch to latex unicode motivation is discussed in fixes many conversion problems such as those discussed in and change in changelogmd described manually tested changed features in running jabref please remove the old latex unicode formatter code otherwise good to go since the build is passing and there are two approved reviews i will merge this into master now and close the related issues
2465.0,2532,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,switch to latex unicode motivation is discussed in fixes many conversion problems such as those discussed in and change in changelogmd described manually tested changed features in running jabref please remove the old latex unicode formatter code otherwise good to go since the build is passing and there are two approved reviews i will merge this into master now and close the related issues
209.0,2550,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,bib database library
2546.0,2554,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,replaced lrumap with a guava cache this is intended as a fix for note that the guava caches would allow for automated reloading of the entries but this is not undertaken in this implementation instead everything should work as before with the lrumap change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues thanks ❤️ can you please also change the external librariestxt and remove commons from there also small issues checkstylemain ant checkstyle error home travis build jabref jabref src main java net sf jabref logic pdf fileannotationcachejava wrong order for netsfjabrefmodeldatabasebibdatabasecontext import importorder ant checkstyle error home travis build jabref jabref src main java net sf jabref logic pdf fileannotationcachejava wrong order for javautilhashmap import importorder checkstyle help thanks for the feedback there is quite a potential to improve stuff with these caches maybe ill have a look at the big picture there later
1179.0,2558,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,move whole codebase to package orgjabref implements ~~ change in changelogmd described~~ not relevant existing tests are still passing ~~ ~~ manually tested changed features in running jabref helpjabreforg ~~ if you changed the localization did you run gradle ate ~~ when merging old prs please use git config global mergerenamelimit
2580.0,2583,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,keyword special field synchronization synch should now work appropriatelyfew questions here koppor and all others if keyword sync is enabled there is the possibility that we have multiple rank rank keywordsonly the first one is synched with the special field was this always like this seems like a bug to me if we change the preferences from write special fields to file to keyword synchronization the data gets lost did i introduce this or was this a bug lenhard talked to koppor this was always the case writable fields and keyword fields were never synchronized we have to defer this until a reimplementationsee
2571.0,2586,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,and another unhandled exception fix two unhandled exceptions stringindexoutofboundsexception reported in the forum easy fix by illegalargumentexception reason was that the writing code threw a illegalargumentexception when the field content contains unbalanced braces ie title {some text containing { } however illegalargumentexception is a runtime exception and so it was easy to miss that one should catch this exception properly fixed by introducing the checked exception invalidfieldvalueexception in the longer term we should probably replace this check completely by the integrity checkerrest is a bit of automatic code reformat that my intellij now performs for some reason on every commit change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate i considered to remove the new exception but in the end decided to keep it as i outlined above these checks should be done as integration checks and dont throw an exception in order to locate these bad checks i left the exception but marked it as deprecated
1904.0,2588,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,implement filter groups add textbox add the bottom of the groups panel which allows for filtering the groups by name implements snipimage change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate great idea however i would place the search bar on top of the screen and not at the bottom or alternatively is there a way to reuse the existing search bar and add an option to search for groups maybe its indeed a good idea to move the search bar and button to the topas this is an easy change i would postpone it for the moment and see what kind of further user controls are necessary in the group pane on the bottom looks good to me i think having the search box at the bottom is fine for now since we can also change it easilythe feature works nicely with normal size bib files but i just checked it with the large bib file and there the feature scales very badly if i enter something into the search field it freezes and nothing happens for one or two minutes until the rearrangement of the groups appears as desired do you see a chance to speed this up maybe some parallelism using parallel in streams could help looks like other people see a group related performance degradation so this is most likely not specific to this pr and you could go for a mergehowever we really need to follow up with a performance improvement pr since as indicated in the degraded performance for large bibs is expected at the moment and will be tackled separately i think this is ready for merge which i am doing right away one suggestion as i just stumbled over it i think the searching should be case insensitive although this might further slow down the searching should the performance issue with the groups filtering which is still massive also be added to the milestone aegit i am not exactly sure which issue you are referring to but yes we should try to improve performance before a final release so if there is an open issue that should be in please point me to it lenhard the performance issue im referring to happens with large databases k entries ~ k static groups in conjunction with the groups filtering when you try to find a group using the newly implemented groups search filter you have to wait for several minutes for the search to complete during that time jabref behaves as if it had crashed you mentioned this problem yourself in this comment i open a new ticket for this aegit yes please open a new ticket for this so that we do not forget it done https githubcom jabref jabref issues
2596.0,2601,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,remove ordinalstosuperscriptformatter from recommended biblatex save actions the latextounicode is conflicting with the ordinalstosuperscriptformatter but both are recommended for the same fields for biblatex this pr removes the latter since biblatex is usually used together with utf and unicode conversion should be sufficient i see that this is an issue the initial idea is as follows no bibentry should contain latex encoded umlauts each bibentry should use superscripts whereever possiblewhy is this not possible any more why cant i have properly formatted bibentries with jabref any more thats really weird i never had problems with that setting yeah i worked with that for ages 🌞 is this maybe due to the new lib yes i would expect that this is due to the new lib i assume that it leads to the following ordinals formatter converts nd to \textsuperscript{nd} latex formatter converts \textsuperscript{nd} to ⁿᵈ ordinals formatter interprets ⁿᵈ as nd and converts it to \textsuperscript{nd} and so oni might be wrong though i did not debug this siedlerchr koppor do you have problems with it now what would you recommend instead when using the defaults in the cleanup entries dialog everything works fine it is possible to have different defaults for save actions and for cleanup i really need that functionality koppor the problem are the defaults for biblatex not for bibtex which are depicted in your screenshot abovean alternative solution and maybe even a better one might be to have the ordinals formatter correctly recognize ⁿᵈ as ordinals so that it does not try to replace that should be doable but right now i cannot make any promises time wise so if anybody wants to take this over be my guest i am not sure whether all unicode fonts support ⁿᵈ therefore i really like the idea to have the ordinals formatter recognize that i second jörgs and tobias opinion i really like the ordinals to suprscript formatter as it provides great formatted bibliographiespeople write nd conference on something which should appear as ⁿᵈ conference on something in the proceedings if i understand the fix correctly biblatex papers wont have the superscript more or less automatically from now onsince most publishers use bibtex the solution for me is to have an unclean personal biblatex file and always to the bibtex conversion when working on a paper the superscript will be injected when copying the entry to the paper by a cleanup https githubcom jabref jabref issues
2589.0,2610,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fix title related key patterns in bibtexkeypatternutil related to and the class bibtexkeypatternutil ive added cases for title and camel to try and make them conform to the documentation was also working on this issue here i found out that caseformatlower_camelto caseformatupper_camel entrygetfield fieldnametitle orelse replaceall \\s didnt work because to be able to transform the title into upper_camel this way the title has to be in lower_camel case initially which is often not the caseive added some test cases and changed a few others to conform to the documentation i still need to take a look at the failing tests change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate codewise looks good 👍 thank you very much for your contribution would you please check the failing tets just click details on the red marked travis build and you are able to see the log from what i saw there is jut another unit test which tests key generation which has to be adapted thanks ill try to fix it tomorrow 👍 siedlerchr ive taken a look at the failing tests and after making a small change to the code and to some tests its now workingsome tests failed because most of the formatter classes only work if the input is a non concatenated string from my point of view it looks good however another dev should take a look too if you could just add a changelog entry it would be nice otherwise we can create it on merge i wonder whether it would be possible to add test cases to makelabelwithdatabasetestjava with all patterns listed at saw that you also added camel and added a test for that in bibtexkeypatternutiltestjava to test the user experience i would like to ask to add some tests for that in makelabelwithdatabaseteststrangely camelequals val is not test covered even though it should grabbed_ it is too much effort we can just go ahead and merge i have added a test for the camel case to makelabelwithdatabasetestjavahope the camelequals val is covered now are there any additional test cases i should addedit about checking all the patterns listed at i can work on that but im pretty busy the next couple of daysso id rather have this merged now and work on adding the additional test cases later yeah its covered go ahead with the merge and look forward to other tests general improvements we have a huge list of smaller tasks at you for the good work we just discovered that our documentation was wrong and that camel should be a modifier title camel it should work with title capitalize see hmm ok ive responded in the issue since it is not entirely clear to me what has to happen
2604.0,2610,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fix title related key patterns in bibtexkeypatternutil related to and the class bibtexkeypatternutil ive added cases for title and camel to try and make them conform to the documentation was also working on this issue here i found out that caseformatlower_camelto caseformatupper_camel entrygetfield fieldnametitle orelse replaceall \\s didnt work because to be able to transform the title into upper_camel this way the title has to be in lower_camel case initially which is often not the caseive added some test cases and changed a few others to conform to the documentation i still need to take a look at the failing tests change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate codewise looks good 👍 thank you very much for your contribution would you please check the failing tets just click details on the red marked travis build and you are able to see the log from what i saw there is jut another unit test which tests key generation which has to be adapted thanks ill try to fix it tomorrow 👍 siedlerchr ive taken a look at the failing tests and after making a small change to the code and to some tests its now workingsome tests failed because most of the formatter classes only work if the input is a non concatenated string from my point of view it looks good however another dev should take a look too if you could just add a changelog entry it would be nice otherwise we can create it on merge i wonder whether it would be possible to add test cases to makelabelwithdatabasetestjava with all patterns listed at saw that you also added camel and added a test for that in bibtexkeypatternutiltestjava to test the user experience i would like to ask to add some tests for that in makelabelwithdatabaseteststrangely camelequals val is not test covered even though it should grabbed_ it is too much effort we can just go ahead and merge i have added a test for the camel case to makelabelwithdatabasetestjavahope the camelequals val is covered now are there any additional test cases i should addedit about checking all the patterns listed at i can work on that but im pretty busy the next couple of daysso id rather have this merged now and work on adding the additional test cases later yeah its covered go ahead with the merge and look forward to other tests general improvements we have a huge list of smaller tasks at you for the good work we just discovered that our documentation was wrong and that camel should be a modifier title camel it should work with title capitalize see hmm ok ive responded in the issue since it is not entirely clear to me what has to happen
2600.0,2611,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,fix exception when parsing groups which contain a top level group fixes the import of the problem occurred when after the definition of a subgroup of level a group definition with level followed explicitgroup \ \ explicitgroup \ \ explicitgroup \ \ change in changelogmd described ~~ ~~ manually tested changed features in running jabref~~ helpjabreforg ~~ if you changed the localization did you run gradle ate ~~ failing test was google scholar
2501.0,2614,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,cleanup window has a scrollbar now fix for issue change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate it should be fixed now thanks again for your contributionill merge this in as the failing google scholar tests are not related to your changes
2613.0,2623,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix provided a macos specific routine for opening tex editors to import citations to the solution has been tested with texstudio and texmaker change in changelogmd described manually tested changed features in running jabref looks good to me as a small fix in general i wondered if it isnt useful to integrate the pushtoapplication somewhere in the desktopos classes i mean there are already methods for opening a file with an application for each os lgtm 👍 would also love to see more os specific stuff integrated in the desktop classes
2572.0,2625,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,change dialog of download fulltext to save dialog fix for when running get fulltext the dialog is now a save dialog which enables to select a different folder or even a different filename the initial filename which jabref assigns is now also visible in the file dialog change in changelogmd described~ ~~ manually tested changed features in running jabref~ helpjabreforg ~ if you changed the localization did you run gradle ate ~ savefile https cloudentcom assets cd e ed d c png https cloudgithubusercontentcom assets ed a e e a be bd eaapng lgtm 👍
1173.0,2634,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,finally write the new group properties to the bib file icon with color description expanded status and automatic groups serialize and parse icon with customizable color that is shown in the groups panel implements a feature request in the forum description text that is shown on mouse hover implements old feature requests and automatic groups that automatically create subgroups based on a certain criteria eg a subgroup for every author or keyword implements and expansion status implementing these changes i had to introduce a new staticgroup label in the bib file that replaces the old explicitgroup the problem was that the old group with legacy bib references explicitgroup staticgroup\ \ \ \ \ otherwise couldnt be distinguished from a new explicit group with icon and color staticgroup staticgroup\ \expansion\icon\color\description\ i think we really should switch to at some point change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate codewise lgtm just one thing i dont get from your description the old groups can be imported right what happens when you modify one of these old sub groups does it get changed to a new group thenplease take a look at the codacy checkstyle failures yes the old line explicitgroup in the file will automatically replaced by staticgroup when you save the bib file besides the minor differences outlined above they are treated completely the same and this change is only related to parsing serialization in particular there is no new staticgroup class fixed the imports
1428.0,2634,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,finally write the new group properties to the bib file icon with color description expanded status and automatic groups serialize and parse icon with customizable color that is shown in the groups panel implements a feature request in the forum description text that is shown on mouse hover implements old feature requests and automatic groups that automatically create subgroups based on a certain criteria eg a subgroup for every author or keyword implements and expansion status implementing these changes i had to introduce a new staticgroup label in the bib file that replaces the old explicitgroup the problem was that the old group with legacy bib references explicitgroup staticgroup\ \ \ \ \ otherwise couldnt be distinguished from a new explicit group with icon and color staticgroup staticgroup\ \expansion\icon\color\description\ i think we really should switch to at some point change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate codewise lgtm just one thing i dont get from your description the old groups can be imported right what happens when you modify one of these old sub groups does it get changed to a new group thenplease take a look at the codacy checkstyle failures yes the old line explicitgroup in the file will automatically replaced by staticgroup when you save the bib file besides the minor differences outlined above they are treated completely the same and this change is only related to parsing serialization in particular there is no new staticgroup class fixed the imports
210.0,2639,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,add option to copy title of bibentries implements issue from koppor an option to copy the title of a bibtex entry when right clicking one or more to the clipboardalso adds the option to copy the title using edit copy title edit_menu change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate so as we all agreed on this and the code is looking good i will merge this in nowthank you very much for your contribution
2573.0,2641,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,improve issue reporting a bit see i also wanted to add the log details to the report without the necessity to paste them later on dunno why this was implemented this way initially see however the explorer will cut off the arguments at some point so this did not work for mei think it is not convenient if the user needs to add this info manuallymaybe someone else has an idea how to change thisi still think the current addition for now https cloudentcom assets d b f e ea a c png image https cloudgithubusercontentcom assets e d f e c f ef dcf a png tobiasdiez actually it is not the restriction of the url which is quite high over i think but the call from the command line eg explorerexe seems like the explorer does not take such a long argument from my point of view looks good will merge it in now
2484.0,2644,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,refactor oo connection also trying to simplify oo detection logic removed cancel option in auto detection logic removed some of the preferences variables for oo directories and try to keep only the root directory and search for the necessary files inside this directory added two file finder helper methods inside fileutil lots of variable method and class renamings used javanio were possible some graphical ui improvementstested on windows with libreoffice and multiple installations windows open office will only work with bit jre javalangunsatisfiedlinkerror c \program files x \openoffice \program\jpipedll cant load ia bit dll on a amd bit platform linux libreoffice unoiljar is missing however it would even work without that jar not sure whats the problem here and why it is gone two other jars java_uno and unoloader are there looks like we can maybe include the uno libraries from gradle rather than loading them from the classpath of the installation maybe a license problem koppor for ubuntu you need to install the additional package linux open office osx openoffice osx libreoffice jabref developers chochreiner i think this has improved quite a bit now need your help on a few question especially libreoffice linux jar poblem and your testing here i can test windows and ubuntu with libre office regarding the inclusion of jars arent the jars version depended on the installed version of open office libre office open office works fine on macoslibreoffice cannot be detected automatically chochreiner great thanks is libreoffice missing the unoiljar inside the program classes folder probablythe logic basically is look inside applications for folder names that contain case insensitive libreoffice openoffice folder names check for sofficebin executable mostly inside program check for the uno jars unoiljar jurtjar juhjar ridljar mostly inside prgram classes libreoffice seems to have a new internal package structure compared to oothey have migrated to dylibs hm im not sure what this means for our current logic as far as it is implemented right now every connection will fail if any of those libs are missing still it was perfectly fine for a few tests even without the unoiljar libreoffice provides this libs to his project the libs can be found search for the libreoffice jars unoiljar juhjar jurtjar ridljar unoloaderjar you find them here macos applications libreofficeapp contents resources java ubuntu usr lib libreoffice program classes windows c \program files\libreoffice \program\classes\ siedlerchr i installed lo on windows and ubuntu and the unoiljar is missing the rest is there stefan kolb under windows lo bit the unoiljar is there in c \program files\libreoffice \program\classes for ubuntu you need to install the additional package siedlerchr hm thats bad for us as the user needs to install that manuallyprobably there is an equal problem with osx i can confirm that all jars are availalable in applications libreofficeapp contents resources java we then should add this at least for linux to the installation instructions that the common java package is required chochreiner hm ok then the automatic detection should work siedlerchr tobiasdiez i have added a new directory chooser in the fx dialog service can you please take a look one thing that i noticed is that all of these dialogs have no parent ie not model therefore hide in the background if the user clicks somewhere else dunno if we want them to behave like this the openoffice provides both sofficebin and soffice libreoffice only provides soffice with this fix the automatic detection works for me chochreiner ah nice thanks so much christoph jabref developers otherwise im done with this thanks everybody for your help and input 😄 👍 i also added our finds to the documentation under __known issues__
2455.0,2645,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,add crossref as fetcher for everything id entry search based amounted to an almost rewrite of the existing crossref fetcher then adding the new functionality was done in lines 😄 besides this change i have done a few refactorings related to fetchers and the doi more fetcher things in logic entryfetchers webfetchers and moved the identifier classes from logic to model this pr also contains commits from my previous prsince well i will never learn it change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate also the diff is hardly reviewable tho this is not your fault
2483.0,2659,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,oo formatting openoffice text formatting now handles nested tags properly it was a set so nested tags were not kept and consequently the first closing tag removes both opening tags formerly some test text i i now i ii i
2660.0,2661,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add possibility to clear the log at runtime tobiasdiez the dialog is not modal but does not update itself when new events arrive ie needs to be closed and opened again to see new events is this expected can we fix this yeah stefan kolb is now an active javafx developer 😼 code looks good so ill merge this actually new logs should be displayed automatically in the console this is why it is modal thus this is probably a bug can you please open a new issue i dont have time right now to further investigate this thanks
2599.0,2666,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,add sorting of all groups and subgroups recursively implements some features from recursively sort all groups or selected groups replaced screenshot the sorting is not always directly correct visible after sorting this is somehow an update problem of the gui i think when you switch db back and forth its correctly there ~~ change in changelogmd described~~~~ ~~ manually tested changed features in running jabref~~ helpjabreforg if you changed the localization did you run gradle ate yeah i will change that however the fxml tag are not in the formatting yeti will try to change that as wellam vorm schrieb tobias diez tobiasdiez approved this pull requestthe code looks good i would however argue that sort subgroups shouldsuffice if you want to sort the whole tree then just right click theroot and maybe add recursively to the menu text to make it a bit clearerby the way we should discuss at some point which other menu entries makesense and which we should remove instead of reimplementing them eg idont see a point in the move actions in src main java org jabref gui groups grouptreecontrollerjava grouptree fxml private treetablecolumn maincolumn fxml private treetablecolumn numbercolumn fxml private treetablecolumn disclosurenodecolumn fxml private customtextfield searchfield fxml private treetableview grouptreeplease leave the formatting as it is right now it is kind of ajavafx thing that normally the fxml tag is onthe same line and i like it that way because otherwise the private fieldsdeclaration takes more space —you are receiving this because you authored the threadreply to this email directly view it on github mutethe thread tobiasdiez changed localization but i dunno how to display the menu entry only when the root nod eis selectedi read about adding a change listener and then setting the contextmenu however i am not sure how that plays together with the binding stuff in createcontextmenuforgroup you can use isroot of the groupnodeviewmodel group to determine if the right clicked group is the root or notand then create the menu depending on this valuehowever i would completely leave of the sort subgroups option i thin we should stuck with simply having the sort groups recursively then we could omit the explicit chek for root node
2667.0,2681,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,and fix swing errors are catched properly and without freezing hopefully fixes that the error console is not updated properly as well as that swing errors lead to frezzing at least for me it works now without problems stefan kolb lynyus can you please also check itfor the error console i took the suggestion by matthiasgeiger the freezing after a swing message occurred since ̀ loggerwarn no localized message exception message defined falling back to getmessage lead to recursive calls actually log j has some logic to prevent deadlocks but these dont take effect since the original message is thrown in the swing thread while the above no localized messsage is posted in the javafx thread i simply changed it to log level debug which effectively hides it in most cases as a positive side effect the scroll issue mentioned in is also fixed change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate will look at it console update seems to be fixed unavailable fetcher results in normal console log again without ui freezes matthiasgeiger you are right my changes are more a workaround than a proper solution however since the deadlock only appears if an exception is logged in the swing thread and afterwards the guiappender also logs something i decided not to invest more time probably a application wide lock for the appender is needed
