issueNumber,prNumber,Util,Network,i18n,Test,IO,corpus
5300.0,5302,1.0,0.0,0.0,0.0,1.0,add singleunsubscribeon this pr adds the singleunsubscribeon operatorrelated merging
5243.0,5307,1.0,0.0,1.0,0.0,1.0,apply promotions for v this pr applies the promotions listed in suggested review strategy check if the experimental annotation has been removed or turned into beta check if the history x matches the original value of the updated since x merging
5201.0,5318,1.0,0.0,0.0,0.0,1.0,apply api promotions for this pr applies the api promotions of note that singleunsubscribeon remainded experimental and observablefromemitter was removedwhere the experimental version was available it was moved up as history xy experimental similar to how x versioning promotions happensuggested review strategy verify experimental and beta annotations are removed from the method and from javadoc verify since is present merging
5382.0,5409,1.0,0.0,0.0,0.0,1.0,corrected singledelay documentation corrected singledelay documentation that says that success or error signals will be delayed by the specified amount but in fact errors are not delayed only successes
5426.0,5427,1.0,0.0,0.0,1.0,1.0,fix buffer time maxsize duplicating buffers on time size race the pr fixes both the time maxsize bound buffer operators of flowable and observable the logic didnt properly mutually exclude the timer action and the onnext action resulting in probabilistic emission of the same buffer twicereported in merging
5461.0,5466,1.0,0.0,0.0,0.0,1.0,flowabletimeouttimed replace atomicreference with mutable field as per discussion in the timer fields in the subscriber classes in flowabletimeouttimed are atomicreference s but this is not required as the fields are accessed synchronouslythe timer field in timeouttimedothersubscriber did require an atomicreference because of the dispose call here but this call is not required if we just call workerdispose no unit test additionsps unit tests in rxjava x an outrageous amount of work thanks akarnokd and other contributors merging
5480.0,5486,1.0,0.0,0.0,1.0,1.0,small note on maybedefaultifempty regarding tosingle ths pr replaces regarding the issue of because our javadoc validation did not allow that type of wording ie mentioning single when the method signature is not related to it merging
5485.0,5486,1.0,0.0,0.0,1.0,1.0,small note on maybedefaultifempty regarding tosingle ths pr replaces regarding the issue of because our javadoc validation did not allow that type of wording ie mentioning single when the method signature is not related to it merging
3794.0,5507,1.0,0.0,1.0,1.0,1.0,fix spsclaq nepotism flowablerefcounttesttestrefcountasync flaky this pr fixes the so called gc nepotism see in spsclinkedarrayqueue by not nulling out the previous buffers next pointer upon switching buffers in the peek poll methodsin addition the flowablerefcounttesttestrefcountasync has been reworked to be more forgiving towards unexpected delays due to system load reported in merging
5506.0,5507,1.0,0.0,1.0,1.0,1.0,fix spsclaq nepotism flowablerefcounttesttestrefcountasync flaky this pr fixes the so called gc nepotism see in spsclinkedarrayqueue by not nulling out the previous buffers next pointer upon switching buffers in the peek poll methodsin addition the flowablerefcounttesttestrefcountasync has been reworked to be more forgiving towards unexpected delays due to system load reported in merging
5319.0,5524,1.0,0.0,0.0,0.0,1.0,add update observable marbles this pr updates the marbles of the following observable operators just image by leonardortlima rangelong image by leonardortlima startwith image by leonardortlima startwitharray image by leonardortlima sorted image by leonardortlima see merging
5555.0,5568,1.0,0.0,0.0,1.0,1.0,add assertvaluesonly to basetestconsumer adds assertvaluesonly that asserts that the testobserver testsubscriber received only the specified values in the specified order without terminating merging
4544.0,5582,1.0,0.0,0.0,0.0,1.0,implement maybeswitchifempty single adds maybeswitchifempty single merging
5382.0,5616,1.0,0.0,1.0,1.0,1.0,add singledelay overload that delays errors much like i discovered when trying to fake a slow flaky backend that singledelay doesnt delay errorsthis pr adds an overload that does bringing singledelay in line with observabledelay it also corrects the javadoc for existing overloads only updated merging
5642.0,5647,1.0,0.0,0.0,0.0,1.0,fix subscribewith documentation examples this pr improves a documentation of subscribewith functions in single maybe completable by making sure examples are compilable by using classes which implement disposable this should in that issue akarnokd approved my idea to use disposablemaybeobserver in the example but as i looked in other classes i noticed that observablesubscribewith documentation uses a resourceobserver which implements disposable so i thought that this is the way to go in all other top classesif you think that this is not the case and instead all of them should be switched to use disposable observer in their examples let me know i will do it in this way theni think that all those example should use similar classes resourcexobserver is generally not necessary so disposablexobserver should be in the docs merging
4853.0,5649,1.0,0.0,0.0,0.0,1.0,add concatmapcompletable to observable add concatmapcompletable to observable as discussed in i didnt think it made sense in other reactive typescode is mostly a copy of observableconcatmap let me know if there is a better style of code to base this off instead it also does not have the option to delay errors as concatmap does not sure if that is needed merging
5545.0,5669,1.0,0.0,0.0,1.0,1.0,fix publishprocessor cancel emission overflow bug this pr should fix the bug that caused the test failure in the bug manifested itself when a cancellation was happening the same time a request was being fulfilled since the same request accounting was used for cancellation indicator if the cancel happened between the onnext s get check and decrementandget this decrementandget decremented longmin_value unconditionally which lead to a state that would appear the subscriber still can receive events a concurrent offer which saves the current array of registered subscriber s then would emit an item and overflow the subscriber the fix is to use the cancellation aware backpressurehelperproducedcancel utilityunit test were added to verify the correct behavior on both publishprocessor and behaviorprocessor the latter uses different cancellation mechanism via a dedicated field merging
5698.0,5705,1.0,0.0,0.0,1.0,1.0,moved tests to fromcallabletest from fromcompletabletest there was a test class named observablefromcompletabletest which actually was targeting observablefromcallabletest this was most likely just a naming issue copied all tests from observablefromcompletabletest to observablefromcallabletest and deleted the former class merging
5319.0,5740,1.0,0.0,0.0,0.0,1.0,marbles for observable all frompublisher ziparray this pr adds a marble diagram to frompublisher and updates the marbles of all and ziparray inside observable the images can be seen in this comment of merging
5742.0,5743,1.0,0.0,0.0,1.0,1.0,check isdisposed before emitting in singlefromcallable previously singlefromcallable did not check if the subscriber wasunsubscribed before emitting onsuccess or onerror this fixes thatbehavior and adds tests to singlefromcallable completablefromcallableand maybefromcallable merging
5319.0,5745,1.0,0.0,0.0,0.0,1.0,add update observable marbles this pr adds or updates mable diagrams of observable blockingfirst blockingfirst with default tofuture blockingsubscribe no arguments blockingsubscribe with argument blockingsubscribe with arguments blockingsubscribe with arguments collectinto dooncomplete doonerror doonlifecycle doonnext doondispose comment https githubcom reactivex rxjava issues issuecomment merging
5319.0,5755,1.0,0.0,0.0,0.0,1.0,add marbles for observable this pr adds some missing marbles to observable concatmapcompletable concatmapdelayerror concatmapeager concatmapeagerdelayerror concatmapiterable doafternext dofinally in images in comment https githubcom reactivex rxjava issues issuecomment merging
5762.0,5766,0.0,0.0,0.0,0.0,1.0,rename interface parameters signed off by shaishavgandhi merging
578.0,5781,1.0,0.0,0.0,0.0,1.0,describe merge error handling this pr adds some clarifications about how merge handles multiple errors in a new error handling section in its javadoc entrythere exist several dozen variants of merge in the various base classes that could also include such javadoc addition once the wording has been reviewed the other places will receive a separate prrelated merging
579.0,5792,1.0,0.0,0.0,1.0,1.0,fix flatmap inner fused poll crash not cancelling the upstream this pr fixes the lack of upstream cancel call when an inner fused sources queuepoll crashes in a non delayed error modeunit tests were added to verify observableflatmap flowableflatmapiterable and observableflatmapiterable as well merging
5319.0,5805,1.0,0.0,0.0,0.0,1.0,final planned observable marble additions fixes this is the final part of the observable marble fixes and additions as planned in tolist callable toflowable buffer toflowable drop toflowable latest toflowable error toflowable missing unsubscribeon position and spacing of the marbles in the zipwith overloads no image change images in https githubcom reactivex rxjava issues issuecomment merging
580.0,5811,1.0,0.0,0.0,1.0,1.0,fix buffer open close not disposing indicators properly the pr fixes the resource management in the buffer operator that uses other reactive sources to indicate when a buffer starts and ends both flowable and observable implementations had to be fixes akarnokd let me know if i understand the spirit of this pr on flowablebufferboundary avoids keeping reference to tracking buffers in subscribers other than the main cancel source on open subscriber completion if it completes and the last buffers close publisher has completed subscribers will have size and we can safely cancel upstream as no new buffer will open at this point in main distinguish a open subscriber error from a close subscriber error due to the later needs associated buffer cleanup is that correct exhaustive avoids keeping reference to tracking buffers in subscribers other than the mainyes cancel source on open subscriber completion if it completes and the last buffers close publisher has completed subscribers will have size and we can safely cancel upstream as no new buffer will open at this pointyes in main distinguish a open subscriber error from a close subscriber error due to the later needs associated buffer cleanupno if the openerror or closeerror is fired both should cancel the main source cancel the subscribers other than themselves clean the buffer and then report the error they could be converted into a common method of boundserror disposable d throwable ex merging
5827.0,5828,1.0,0.0,1.0,0.0,1.0,document replay n emission retention caveat adds javadocs indicating a caveat regarding size bounded replay operators subjects and processors see for details merging
5832.0,5833,1.0,0.0,0.0,1.0,1.0,fix observableswitchmap main onerror not disposing the current inner source the observableswitchmap had bad logic in its main onerror handler which didnt dispose the current inner observable the flowable version didnt have this logic error both variants received an unit test to verify the correct behavior merging
5350.0,5845,1.0,0.0,0.0,0.0,1.0,add efficient concatwith singlemaybecompletable overloads this pr adds specialized overloads to the concatwith operator in flowable and observable if accepted the marbles will be updated in a separate prrelated merging
5350.0,5847,1.0,0.0,1.0,1.0,1.0,add efficient mergewith singlemaybecompletable overloads this pr adds specialized overloads to the mergewith operator in flowable and observable if accepted the marbles will be updated in a separate prrelated merging
4853.0,5870,1.0,0.0,0.0,1.0,1.0,add flowableswitchmapcompletable{delayerror} operator this pr adds the flowableswitchmapcompletable and flowableswitchmapcompletabledelayerror operators as requested by the associated new marbles are switchmapcompletable https rawgithubcom wiki reactivex rxjava images rx operators switchmapcompletablefpng switchmapcompletabledelayerror https rawgithubcom wiki reactivex rxjava images rx operators switchmapcompletabledelayerrorfpng merging
4853.0,5871,1.0,0.0,0.0,1.0,1.0,add flowableconcatmapcompletable{delayerror} operator this pr adds the flowableconcatmapcompletable and flowableconcatmapcompletabledelayerror operators as requested by the marbles will be updated in a separate pr merging
4853.0,5872,1.0,0.0,0.0,0.0,1.0,add flowableconcatmap{maybesingle}{delayerror} operators this pr adds operators that allow concatenating a mapped sequence of maybe s or single s with or without delaying their errors concatmapmaybe overload with prefetch concatmapmaybedelayerror overloads with error mode and prefetch concatmapsingle overload with prefetch concatmapsingledelayerror overloads with error mode and prefetch they are in the same pr as the single variants implementation is practically the maybe implementation minus the oncomplete casetheir marbles will be updated in a separate proriginally requested in merging
4853.0,5873,1.0,0.0,0.0,1.0,1.0,add flowableswitchmap{maybesingle}{delayerror} operators this pr adds flowable operators that allow switching between a mapped sequence of maybe s or single s with or without delaying their errors switchmapmaybe switchmapmaybedelayerror switchmapsingle switchmapsingledelayerror they are in the same pr as the single variants implementation is practically the maybe implementation minus the oncomplete casetheir marbles will be updated in a separate proriginally requested in merging
4853.0,5875,1.0,0.0,0.0,1.0,1.0,add observable switchmapx and concatmapx operators this pr ports the various switchmapx and concatmapx operators from and to observable concatmapcompletable replaced by the common implementation concatmapcompletabledelayerror concatmapmaybe concatmapmaybedelayerror concatmapsingle concatmapsingledelayerror switchmapcompletable switchmapcompletabledelayerror switchmapmaybe switchmapmaybedelayerror switchmapsingle dedicated implementation switchmapsingledelayerror dedicated implementation this pr concludes the requested set of operators in marbles will be updated adjusted in a separate pr merging
5882.0,5886,1.0,0.0,0.0,1.0,1.0,upgrade the algorithm of observabletimeout timeselector operators this pr improves the algorithms of the observabletimeout time and observabletimeout selector operators to match their flowable counterparts implemented in in addition coverage of the flowable counterparts have been improved by synchronizing the unit testsnote that they were the last users of observerfullarbiter and fullarbiterobserver which are now removedcloses merging
5881.0,5887,1.0,0.0,0.0,1.0,1.0,fix window observablecallable upstream handling this pr fixes the upstream handling in observablewindow observablesource and observablewindow callable operators to make sure if both the main output and the inner windows have been disposed the upstream is also disposed remark there are a couple of w null checks showing up as partially covered in theory with the right interleaving w can become null but unfortunately the usual testhelperrace testing is unlikely to trigger that case there would be a higher chance with threads one disposing one completing the main and one completing the inner window but the current ci is effectively cores threads that tend to not produce a thorough interleaving merging
5881.0,5888,1.0,0.0,0.0,1.0,1.0,fix flowablewindow publishercallable upstream handling this pr fixes the upstream handling in flowablewindow publisher and flowablewindow callable operators to make sure if both the main output and the inner windows have been cancelled the upstream is also cancelledrelated in addition the jacoco code coverage has been updated to mainly due to the automatic filtering of difficult to impossible code paths https githubcom jacoco jacoco releases tag v merging
5894.0,5895,1.0,0.0,0.0,0.0,1.0,fix buffer documentation to correctly describe onerror behaviour i just copied the sentence from the docs in x and updated to use observablesource publisher naming merging
5903.0,5904,1.0,0.0,0.0,1.0,1.0,fix flowablesingleorerror toflowable not signalling nosuchelementexception when a singleorerror is followed toflowable the assembly process switches the flowable single operator into a flowable flowable operator implementing the singleorerror behavior saving the back and forth type conversion the backing implementation was shared with singleelement and as such did not properly handle the orerror case for an empty source the pr fixes the lack of nosuchelementexception in this case the observable variant doesnt have such optimization but the test has been converted to make sure observable is verified for this aspect in case the optimization is implemented with it in the future merging
590.0,5906,1.0,0.0,0.0,0.0,1.0,add public constructor for testscheduler that takes the time adds a time constructor to testscheduler should i make it experimental or will it just be stable merging
5916.0,5923,1.0,0.0,0.0,0.0,1.0,fix javadoc warnings of buffer publishercallable text is not allowed between and its child tags merging
5788.0,5924,1.0,0.0,0.0,0.0,1.0,update singleflatmappublisher marble renamed the operator in the box for flatmappublisher https rawgithubcom wiki reactivex rxjava images rx operators singleflatmappublisherpng
592.0,5928,1.0,0.0,0.0,1.0,1.0,fix concatmapsingle & concatmapmaybe dispose cleanup crash this pr fixes the accidental logical mistake in the cancel dispose logic of the new concatmapsingle and concatmapmaybe operators of both flowable and observable where the internal queue cleanup should happen in a serialized fashion only which is the state when the work in progress counter changes from to ensured by a check this is severe enough to release as a hotfix version asap although the mistakes are in the newly introduced operators ive done a quick search for this pattern and doesnt happen in older code luckily also this is on the dispose path and doesnt really the performance in the normal operation mode ie when data is allowed to flow through till the end without cancellation merging
5971.0,5972,1.0,0.0,0.0,1.0,1.0,fix observableconcatmapsingle dropping upstream items the internal queue of observableconcatmapsingle was incorrectly the bounded one from its flowable counterpart causing it to drop upstream items if the current single was delayed the right queue for observable s is the spsclinkedarrayqueue added unit tests to both concatmapsingle and concatmapmaybe to verify the correct behaviorfixes merging
6012.0,6014,1.0,0.0,0.0,1.0,1.0,fix & prevent null checks on primitives this pr removes the accidental null checks on primitives in two observable methods and adds a trap method to objecthelper to both highlight and fail the tests in case the null checks are still attempted the method is marked as deprecated so it will also show up in eclipses problems windowreplaces merging
6015.0,6021,1.0,0.0,0.0,1.0,1.0,singleflatmappublisher full implementation see discussion in resolves merging
5988.0,6026,1.0,0.0,0.0,1.0,1.0,fix flowableblockingsubscribe is unbounded and can lead to oome create and bound new blockingsubscribe overloads to buffersize create new overloads with buffersize create a boundedconsumer create a boundedsubsciber close merging
5980.0,6052,1.0,0.0,0.0,0.0,1.0,made subscribeactual protected proposalchanged subscribeactual from public to protected as described in how i testedran tests locally please let me know if i missed part of the contributing guidelines ðÿ‘¼ fixes cc vanniktech artem zinnatullin davidmoten strictly speaking this is technically a breaking change on something that shouldnt be in use at all by external developers im fine with this change for merging
5806.0,6053,1.0,0.0,0.0,0.0,1.0,add maybe marble diagrams a resolved the following diagrams of amb missing diagram ambarray missing diagram image concat iterable missing diagram image concat publisher missing diagram image concat publisher int missing diagram image concatarray missing diagram image concatarraydelayerror indicate error delayed marble per source image concatarrayeager missing diagram image concatdelayerror iterable missing diagram image concatdelayerror publisher missing diagram image concateager iterable missing diagram image concateager publisher missing diagram image https rawgithubcom wiki reactivex rxjava images rx operators maybeconcateagerppng merging
5788.0,6074,1.0,0.0,0.0,0.0,1.0,add marble diagram to the singlenever method first of all im extremely grateful to open my first pr for rxjava i hope that ill be able to tick more of the marbles from but for now this should tick off the never operatorplease let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pr merging
5788.0,6075,1.0,0.0,0.0,0.0,1.0,add marble diagram to the singlefilter method hopefully this should tick off the filter operator in please let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pralthough i had a doubt and wanted to double check operator filter returns maybe which essentially will call onsuccess or oncomplete by running junit tests i could observe that this is a behavior but if i use testobserver then both assertvalue and assertcomplete are invoked when there are elements that satisfy filter condition merging
5788.0,6076,1.0,0.0,0.0,0.0,1.0,add marble diagrams to the singledelay method here are marbles for delay operator in please let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pr merging
5788.0,6077,1.0,0.0,0.0,0.0,1.0,add marble diagram for singlehide operator this should complete hide operator in please let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pralthough i wasnt sure if i should represent somehow that disposable is hidden as well if so can you please tell me how to represent that on marble merging
3708.0,6079,1.0,0.0,0.0,1.0,1.0,add completabletakeuntil completable operator this pr adds the missing dedicated takeuntil operator to completable the same effect could be achieved via the ambwith but there are two benefits of a dedicated operator easier to discover based on the takeuntil operator in other types more direct implementation unlike ambwith which is built upon an n ary amb operator with additional overheadthere was a feature request in some time ago but apparently the issue got closed off after singletakeuntil was implemented merging
5788.0,6081,1.0,0.0,0.0,0.0,1.0,add marble diagrams for singlerepeat operators here are marbles for repeat repeat times and repeatwhen operator in please let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pri intentionally added two diagrams for repeatwhen as i would say its interesting case that people should be aware of edit here are marbles repeat operator repeat operator repeat with count operator repeatwhen https rawentcom umfsimke rxjava images images repeatwhenpng merging
5789.0,6083,1.0,0.0,0.0,0.0,1.0,add completable marble diagrams a this pr adds the following marble diagrams to completable operators amb ambarray complete image concatarray concat image defer image error image https rawgithubcom wiki reactivex rxjava images rx operators completableerrorpng image https rawgithubcom wiki reactivex rxjava images rx operators completableerrorfpng merging
5788.0,6084,1.0,0.0,0.0,0.0,1.0,add marble diagram for singlerepeatuntil operator here is marble for repeatuntil operator in repeatuntil let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pr merging
5789.0,6085,1.0,0.0,0.0,1.0,1.0,more completable marbles add completablefrommaybe this pr adds marble diagrams to the following operators as well as adds the missing completablefrommaybe operator fromx of other types were already there uses existing maybeignoreelement s underlying implementation fromaction fromcallable image fromfuture image frommaybe image fromobservable image frompublisher image fromsingle image mergearray & mergearraydelayerror image merge both iterable and publisher variants image mergedelayerror both iterable and publisher variants image never image timer image https rawgithubcom wiki reactivex rxjava images rx operators completabletimerpng image https rawgithubcom wiki reactivex rxjava images rx operators completabletimerspng merging
5788.0,6086,1.0,0.0,0.0,0.0,1.0,single error operators marbles here are marbles for for error callable errorcallable error throwable only added error event to be red errorthrowable onerrorreturn onerrorreturn onerrorreturnitem onerrorreturnitem onerrorresumenext singlesource onerrorresumenext onerrorresumenext function onerrorresumenextfn https rawentcom umfsimke rxjava images images onerrorresumenextwithfnpng for the onerrorx please indicate the normal case via different marble ie the usual split diagram btw you can save yourself a commit if you follow the following naming in the javadocs xxxx is the name of the operator such as error and may contain argument indicator letters s is for scheduler s or single t is for timed n is for some numerical value f is for function or flowable c is for callable or completable p is for publisher m is for maybe or some other numerical valuethus the image naming of this pr will look like this merging
5788.0,6087,1.0,0.0,0.0,0.0,1.0,add marbles for singlefrom operators here are marbles for fromcallable frompublisher and fromobservable operators from marble for fromcallable fromcallable for frompublisher frompublisher for fromobservable fromobservable https rawentcom umfsimke rxjava images images fromobservablepng merging
5788.0,6091,1.0,0.0,0.0,0.0,1.0,add marbles for singleamb operators here are operators for amb and ambarray from marble for amb amb for ambarray ambarray https rawentcom umfsimke rxjava images images ambarraypng merging
5788.0,6095,1.0,0.0,0.0,0.0,1.0,add marbles for singletimer singledefer and singletoxxx operators here are marbles for defer timer delay unit timer delay unit scheduler toflowable tomaybe tofuture operators in marble for defer defer for timer delay unit timer for timer delay unit scheduler timerscheduler for tofuture although for this one i believe we should add case when there is no event sent from single as there will be timeout exception thrown tofuture for tomaybe tomaybe for toflowable although here i didnt figured out what will happen if we request more than event from flowable toflowable https rawentcom umfsimke rxjava images images toflowablepng defer i would have drawn it with a curly brace listing the options below each other please add the subscribe indicators as welltofuture i indicate future with a sided shape and indicate get call and a return see completablefromfuture for an exampletoflowable simply indicate request n any positive n has the same effect with this operator however an error is always pushed through even without a request just remove the request from that side of the diagram merging
5789.0,6097,1.0,0.0,0.0,0.0,1.0,add missing completable marbles a this pr add even more missing marbles to completable tracked by delay doonx image dofinally image onerrorcomplete image onerrorresumenext image onterminatedetach image mergewith image concatwith image observeon image hide image https rawgithubcom wiki reactivex rxjava images rx operators completablehidepng merging
5789.0,6098,1.0,0.0,0.0,0.0,1.0,several more completable marbles b this pr adds a couple of more marble diagrams to completable subscribeon unsubscribeon image tosingle tosingledefault image toflowable image tomaybe image https rawgithubcom wiki reactivex rxjava images rx operators completabletomaybepng merging
5789.0,6101,1.0,0.0,0.0,0.0,1.0,final set of missing completable marbles this pr contains the final set of missing completable marbles repeat repeatuntil image repeatwhen image retry image retrywhen image startwith image timeout image create image unsafecreate image lift image subscribe image subscribewith image test image https rawgithubcom wiki reactivex rxjava images rx operators completabletestpng image https rawgithubcom wiki reactivex rxjava images rx operators completabletestbpng merging
5788.0,6137,1.0,0.0,0.0,0.0,1.0,add marbles for singleconcat operator here are marbles for concat iterable concat publisher concat publisher prefetch concat observable concat source source concat source source source concat source source source source and concatarray operators that should close them at marble for concat iterable concatiterable for concat publisher concatpublisher for concat publisher prefetch concatpublishern for concat observable concatobservable for concat source source concat for concat source source source concat for concat source source source source concat for concatarray concatarray pay attention to file names in javadoc as i was not sure how to name concat iterable so ive added at the end i for concat observable ive added o for concat source source source and concat source source source source ive used n and m as they are numerical valuesalso is there an error in concat publisher and concat publisher prefetch with request commands i did used as a reference completableconcat publisher marble but i do not understand why do we have request after first event as we already requested prefetching of multiple ones is it because others are still not producedthanks merging
5788.0,6141,1.0,0.0,0.0,0.0,1.0,add marble diagrams for various single operators here are marble diagrams for various single operators that will close some of the marble for concateager publisher concateeagerp for concateager iterable concateeageri for create create for ambwith ambwith for equals equals for merge source source merge for merge source source source mergethree for merge source source source source mergefour for merge singlesource mergesinglesource for mergewith mergewith for doafterterminate doafterterminate for to to for as as for compose compose for doaftersuccess doaftersuccess for merge publisher mergepublisher for merge iterable mergeiterable https rawentcom umfsimke rxjava images images mergeiterablepng merging
614.0,6145,1.0,0.0,0.0,1.0,1.0,fix boundary fusion of concatmap and publish operator this pr fixes the lack of boundary fusion marker in the concatmap and publish operators that can break the thread confinement expectation when using observeon upstream and a thread sensitive operator javasourceobserveon scheduler map some thread sensitive operation publish or concatmap by default these operators may call poll from any of the participating threads which would otherwise dequeue observeon and execute map on that threadthe fix adds the necessary flag to both operators onsubscribe logic for a temporary workaround one should use hide before such operators to make sure fusion doesnt happenfixes merging
580.0,6155,1.0,0.0,0.0,0.0,1.0,fix marble of maybeflatmap events to maybesource fix the marble diagram of the event mapping maybeflatmap operator in merging
614.0,6167,1.0,0.0,0.0,1.0,1.0,make observeon not let workerdispose called prematurely some operators may call dispose cancel from onerror oncomplete which could trigger a permature call to workerdispose that was about to happen anyway this pr prevents this by moving the operator into its disposed cancelled state before signaling the terminal event thus a downstream cancel dispose call wont trigger this premature cleanupsuch premature cleanups may cause unwanted schedulersio reuse in some scenariosrelated there are x tests that were relying on a race that the previous behavior always allowed ive updated those tests to avoid the inherent termination cancel race in them merging
6196.0,6199,1.0,0.0,0.0,0.0,1.0,fix terminology of cancel dispose in the javadocs changing terminology from cancel dispose wherever appropriate in the following classes observablejava singlejava maybejava completablejava areas where i did _not_ change from cancel disposal include where the cancellation was in reference to a flowable publisher or a future test methods where the testobserver returned actually has a cancel method merging
6198.0,6200,1.0,0.0,0.0,0.0,1.0,fix tofuture marbles and descriptions this pr fixes the marble diagrams of flowabletofuture and observabletofuture to indicate multi valued sources signal indexoutofboundsexception source has to be finite for the future to terminate also fixes the diagram for merging
6253.0,6254,1.0,0.0,0.0,1.0,1.0,fix flaky sample backpressure test improve coverage use processors to trigger the missingbackpressureexception case instead of the timer which could fire prematurely and stop the sequence before the first item was sent by the behaviorprocessor also small improvements to the code coverage of flowablesample merging
6279.0,6287,1.0,0.0,0.0,0.0,1.0,expose the keep alive value of the io scheduler as system property configuring keep alive through system propertyresolves merging
629.0,6297,1.0,0.0,1.0,1.0,1.0,fix refcount eager disconnect not resetting the connection this pr fixes the case when an observer subscriber disposes cancels immediately upon subscribing to a refcount operator before it establishes the connection and ends up with a disposed but non reset connection preventing further interactions with the connectable sourcethe fix is to detect this case and reset the connection when the connect method signals the dispose handlerboth connectableflowablerefcount and connectableflowablerefcount is affectedfixes merging
6302.0,6303,1.0,0.0,0.0,0.0,1.0,javadoc fix incorrect image placement add before image elements in javadocresolves merging
6299.0,6305,1.0,0.0,0.0,0.0,1.0,javadoc explain explicitly about using emitter interface methods synchronously add note in javadoc explicitly explaining about using emitter interface methods synchronously add notes for generate methods in observable and flowable plus add the similar note to emitter interfaceresolves merging
6289.0,6308,1.0,0.0,0.0,0.0,1.0,javadoc updates for rxjava issue updates to ioreactivexflowable javadocs as per updated docs for all flowablegroupby methods merging
6290.0,6311,1.0,0.0,0.0,1.0,1.0,javadoc explain that distinctuntilchanged requires non mutating data to work as expected add note in javadoc for all distinctuntilchanged methods in flowable and observable class explaining about unexpected results to expect when using mutable data sources like mutable charsequence or lists resolves merging
630.0,6313,1.0,0.0,0.0,0.0,1.0,adding nonnull annotations to observable & single adding nonnull annotations in factory methods for improved code compilationresolves akarnokd can you pls take a look at this and review thanks for contributing a few points you dont have to keep the welcome text of the pr thats for telling contributors what to do see the updated text for future reference didnt you mean to add nonnull to the arguments rather than to the return value merging
636.0,6364,1.0,0.0,0.0,1.0,1.0,fix publish not requesting upon client change due to a bug in the flowablepublish operator it is not requesting more if there was a change in the subscriber array during an emission run in the non fused operation modefixes merging
636.0,6370,1.0,0.0,0.0,1.0,1.0,add interruptible mode to schedulersfrom by default the schedulersfrom uses a trampoline to ensure worker tasks are executed fifo and non overlappingly on any potentially multi threaded executor this old setup didnt allow task interruption due to this disconnect between the trampoline task and the operator task in contrast the standard schedulers use single threaded executors and their future is linked and interruptible when the operator task is cancelled this pr add an interruptible mode to the schedulersfrom via a paramerer in a new overload and some internal dispatching based on this mode selector existing schedulersfrom executor users should still behave the sameresolves merging
6288.0,6377,1.0,0.0,0.0,0.0,1.0,expand observabledebounce and flowabledebounce javadoc mention that if the processing of a task takes too longand a newer item arrives then the previous task willget disposed interrupting a long running workfixes merging
6379.0,6386,1.0,0.0,0.0,1.0,1.0,add doonterminate to single maybe for consistency this pr adds doonterminate operator to single and mayberesolves merging
640.0,6405,1.0,0.0,1.0,1.0,1.0,fix concateager to dispose sources & clean up properly this pr fixes the concatmapeager operator which drives the static variants as well to properly dispose and clean up the state of the operator upon cancelling disposing the sequence flowableconcatmapeager did not cancel the current active inner consumer only the ones coming after observableconcatmapeager did not dispose the main source of the inner observablesboth variants have received the same two unit tests to verify their behaviorfixes merging
6451.0,6452,1.0,0.0,0.0,0.0,1.0,remove dependency of schedulers from observablerefcount in the constructor of observablerefcount that takes connectableobservable source as the argument we set timeout to l in that specific use case of observablerefcount scheduler is never needed its only referenced in cancel method but if timeout is it wont be triggered at all because there is early return this commit removes the need to depend on schedulerstrampoline and instead passes null to be scheduler when the ref count is not time based similarly applies the same change to flowablerefcount the reasons for this change are the following in projects that dont depend on schedulers class if there is no reference to schedulers the whole schedulers can be stripped out of the library after optimizations eg proguard with constructor that references schedulers the optimizer cant properly strip it out in our quick test of our android app we were able to reduce the rxjava library size dependency from kb to kb after optimization but before compression by simply avoiding access to schedulers in observablerefcount in terms of modularity observablerefcount is just an operator so it by itself should probably not have dependency on what available pool of schedulers schedulers there are it should just know that there is some scheduler that could be passed to observablerefcount when observablerefcount needs it merging
646.0,6469,1.0,0.0,1.0,1.0,1.0,remove redundant methods from sample observable resolves merging
