prNumber,Util,Network,DB,Interpreter,i18n,Logic,Test,IO,UI,Security,App,corpus
4030,1,0,0,0,0,1,0,0,0,0,0,moe sync 2020-09-18 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> fix unsupportedoperationexception from treerangesetsubrangeset()add()fixes #4019 #40023685507ce36e24f111cabb45c6d5c5dd26565aad-------<p> deal with class#isinstance checks which are guaranteed to be false2fa82f2cb6e1d2f6c29b7986be6e95063b65bf71-------<p> change `forwardingmapremove(object)` parameter name from `object` to `key` to match `mapremove(object key)`fixes https://githubcom/google/guava/issues/4028204904cbe79852e29aec2e461273f9b6112bd2f9 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f4030) for more info**<!-- need_author_consent --> ||
4030,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-09-18 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> fix unsupportedoperationexception from treerangesetsubrangeset()add()fixes #4019 #40023685507ce36e24f111cabb45c6d5c5dd26565aad-------<p> deal with class#isinstance checks which are guaranteed to be false2fa82f2cb6e1d2f6c29b7986be6e95063b65bf71-------<p> change `forwardingmapremove(object)` parameter name from `object` to `key` to match `mapremove(object key)`fixes https://githubcom/google/guava/issues/4028204904cbe79852e29aec2e461273f9b6112bd2f9 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f4030) for more info**<!-- need_author_consent --> ||
4030,1,0,0,0,0,1,0,0,0,0,0,moe sync 2020-09-18 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> fix unsupportedoperationexception from treerangesetsubrangeset()add()fixes #4019 #40023685507ce36e24f111cabb45c6d5c5dd26565aad-------<p> deal with class#isinstance checks which are guaranteed to be false2fa82f2cb6e1d2f6c29b7986be6e95063b65bf71-------<p> change `forwardingmapremove(object)` parameter name from `object` to `key` to match `mapremove(object key)`fixes https://githubcom/google/guava/issues/4028204904cbe79852e29aec2e461273f9b6112bd2f9 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f4030) for more info**<!-- need_author_consent --> ||
4030,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-09-18 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> fix unsupportedoperationexception from treerangesetsubrangeset()add()fixes #4019 #40023685507ce36e24f111cabb45c6d5c5dd26565aad-------<p> deal with class#isinstance checks which are guaranteed to be false2fa82f2cb6e1d2f6c29b7986be6e95063b65bf71-------<p> change `forwardingmapremove(object)` parameter name from `object` to `key` to match `mapremove(object key)`fixes https://githubcom/google/guava/issues/4028204904cbe79852e29aec2e461273f9b6112bd2f9 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f4030) for more info**<!-- need_author_consent --> ||
5252,1,1,0,1,0,0,1,1,0,1,0,moe sync 2020-09-29 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> internal changes to classpath643423a88d854deb863fa08f550a6e41d2823df5-------<p> internal changes to classpathb7e83b114f95f5b776ed60f5932420e5c5fc24ad-------<p> remove unnecessary parensfixes #403630c69a1ff047f8dad3abef2c315c305e052da0b2-------<p> also print android test failures0644480db466a331b7bd9fa7a8690f37d05ddda2-------<p> fix classpathtest on android jdk 11037e10c0da8159c06fa471142ae923dceb03e4ea all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5252) for more info**<!-- need_author_consent --> || setting `cla: yes` because the commit by another author is derived directly from pr #4036 from that author ||
5252,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-09-29 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> internal changes to classpath643423a88d854deb863fa08f550a6e41d2823df5-------<p> internal changes to classpathb7e83b114f95f5b776ed60f5932420e5c5fc24ad-------<p> remove unnecessary parensfixes #403630c69a1ff047f8dad3abef2c315c305e052da0b2-------<p> also print android test failures0644480db466a331b7bd9fa7a8690f37d05ddda2-------<p> fix classpathtest on android jdk 11037e10c0da8159c06fa471142ae923dceb03e4ea all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5252) for more info**<!-- need_author_consent --> || setting `cla: yes` because the commit by another author is derived directly from pr #4036 from that author ||
5268,1,0,0,0,0,1,0,1,0,0,0,moe sync 2020-10-09 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify `hashmultimap` docs about concurrencycloses #5266fixes #3682e6b523481b34b2c2007046ea987bf62df92eb0f8-------<p> removed all references to now useless workaroundfixes #3679fixes #526526da0949c1cf54eb730578e75fe087f67110ee71 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5268) for more info**<!-- need_author_consent --> || these commits were derived from the prs by @saucistophe so i am marking the cla as signed ||
5268,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-10-09 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify `hashmultimap` docs about concurrencycloses #5266fixes #3682e6b523481b34b2c2007046ea987bf62df92eb0f8-------<p> removed all references to now useless workaroundfixes #3679fixes #526526da0949c1cf54eb730578e75fe087f67110ee71 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5268) for more info**<!-- need_author_consent --> || these commits were derived from the prs by @saucistophe so i am marking the cla as signed ||
5268,1,0,0,0,0,1,0,1,0,0,0,moe sync 2020-10-09 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify `hashmultimap` docs about concurrencycloses #5266fixes #3682e6b523481b34b2c2007046ea987bf62df92eb0f8-------<p> removed all references to now useless workaroundfixes #3679fixes #526526da0949c1cf54eb730578e75fe087f67110ee71 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5268) for more info**<!-- need_author_consent --> || these commits were derived from the prs by @saucistophe so i am marking the cla as signed ||
5268,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-10-09 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify `hashmultimap` docs about concurrencycloses #5266fixes #3682e6b523481b34b2c2007046ea987bf62df92eb0f8-------<p> removed all references to now useless workaroundfixes #3679fixes #526526da0949c1cf54eb730578e75fe087f67110ee71 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5268) for more info**<!-- need_author_consent --> || these commits were derived from the prs by @saucistophe so i am marking the cla as signed ||
5268,1,0,0,0,0,1,0,1,0,0,0,moe sync 2020-10-09 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify `hashmultimap` docs about concurrencycloses #5266fixes #3682e6b523481b34b2c2007046ea987bf62df92eb0f8-------<p> removed all references to now useless workaroundfixes #3679fixes #526526da0949c1cf54eb730578e75fe087f67110ee71 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5268) for more info**<!-- need_author_consent --> || these commits were derived from the prs by @saucistophe so i am marking the cla as signed ||
5268,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-10-09 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify `hashmultimap` docs about concurrencycloses #5266fixes #3682e6b523481b34b2c2007046ea987bf62df92eb0f8-------<p> removed all references to now useless workaroundfixes #3679fixes #526526da0949c1cf54eb730578e75fe087f67110ee71 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5268) for more info**<!-- need_author_consent --> || these commits were derived from the prs by @saucistophe so i am marking the cla as signed ||
5275,1,0,0,1,0,1,0,0,0,0,0,moe sync 2020-10-13 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify how to use `iteratortester`when using `iteratortester` intellij idea automatically imports`abstractiteratortesterknownorder` however `abstractiteratortester`is private and it is not obvious that one was meant to import`iteratortesterknownorder` instead therefore this commit updates thejavadoc to give an example of how to use the api properlyfixes #5272c3172e1a55041b118a984bc5863082fda32d8243-------<p> add a bunch of warnings to executionsequencersee discussion on cl 3350466400b7dfb6ebeff542ac6d013f0a5690ccfce7a1eac all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5275) for more info**<!-- need_author_consent --> ||
5275,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-10-13 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify how to use `iteratortester`when using `iteratortester` intellij idea automatically imports`abstractiteratortesterknownorder` however `abstractiteratortester`is private and it is not obvious that one was meant to import`iteratortesterknownorder` instead therefore this commit updates thejavadoc to give an example of how to use the api properlyfixes #5272c3172e1a55041b118a984bc5863082fda32d8243-------<p> add a bunch of warnings to executionsequencersee discussion on cl 3350466400b7dfb6ebeff542ac6d013f0a5690ccfce7a1eac all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5275) for more info**<!-- need_author_consent --> ||
5277,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-10-13 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> dont call tostring() on the results of successful futuresrelnotesabstractfuturetostring() no longer includes the tostring() of the result771629df701dfe565024db1cabfe19d7a5b2abfc-------<p> fix example in documentation for `iteratortester`i made a mistake and accidentally included an example that does notcompile specifically importing `knownorder` as-is does not compileinstead one needs to import `iteratortesterknownorder` see #5254 formore informationi also changed the example to use `collections#unmodifiablelist`rather than `arraylist` because `arraylist#iterator` does not satisfyall the requirements of `iteratorfeature#modifiable`fixes #5276448afdbd4fc53f8d8f636516e54bfcbad9d6b3c0 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5277) for more info**<!-- need_author_consent --> ||
5277,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-10-13 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> dont call tostring() on the results of successful futuresrelnotesabstractfuturetostring() no longer includes the tostring() of the result771629df701dfe565024db1cabfe19d7a5b2abfc-------<p> fix example in documentation for `iteratortester`i made a mistake and accidentally included an example that does notcompile specifically importing `knownorder` as-is does not compileinstead one needs to import `iteratortesterknownorder` see #5254 formore informationi also changed the example to use `collections#unmodifiablelist`rather than `arraylist` because `arraylist#iterator` does not satisfyall the requirements of `iteratorfeature#modifiable`fixes #5276448afdbd4fc53f8d8f636516e54bfcbad9d6b3c0 all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5277) for more info**<!-- need_author_consent --> ||
5278,1,0,0,0,0,1,0,0,0,0,0,moe sync 2020-10-14 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify that interner should be preferred instead of stringintern() the existing language implies its intended _only_ for other typessee also https://githubcom/google/guava/issues/399#issuecomment-613077541034a2ee444ad03ec869638efa53b3ae880c7f4d-------<p> document what happens when futurecallback throws exceptionfixes #5250 #20583d573ac2514c53d678c3855b28d9223fea9c7e8f all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5278) for more info**<!-- need_author_consent --> ||
5278,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-10-14 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clarify that interner should be preferred instead of stringintern() the existing language implies its intended _only_ for other typessee also https://githubcom/google/guava/issues/399#issuecomment-613077541034a2ee444ad03ec869638efa53b3ae880c7f4d-------<p> document what happens when futurecallback throws exceptionfixes #5250 #20583d573ac2514c53d678c3855b28d9223fea9c7e8f all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5278) for more info**<!-- need_author_consent --> ||
5286,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-10-16 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> prepare for release 30006c1d37ea914125b88bc27d0a570df84fe900a4f-------<p> remove deprecated 1-arg servicemanageraddlistener[]relnotes`utilconcurrent`: removed the deprecated 1-arg `servicemanageraddlistener(listener)` use the 2-arg `addlistener(listener executor)` overload setting the executor to `directexecutor()` for equivalent behaviord13ebb04258a0caecea56d908a391e7e694004b2-------<p> update iteratortester example with a greater "steps" valuethis allows iteratortester to check the edge case that when an iterator has been exhausted (that is "next" has been called repeatedly until "hasnext" returns false) then calling "next" on the iterator again exhibits the same behavior as the users chosen "known good" reference implementationfixes #5281b094a4b3f43645298a7c9bce9b5d72184d7ff4cf all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5286) for more info**<!-- need_author_consent --> ||
5286,1,0,0,0,1,0,1,0,0,0,0,moe sync 2020-10-16 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> prepare for release 30006c1d37ea914125b88bc27d0a570df84fe900a4f-------<p> remove deprecated 1-arg servicemanageraddlistener[]relnotes`utilconcurrent`: removed the deprecated 1-arg `servicemanageraddlistener(listener)` use the 2-arg `addlistener(listener executor)` overload setting the executor to `directexecutor()` for equivalent behaviord13ebb04258a0caecea56d908a391e7e694004b2-------<p> update iteratortester example with a greater "steps" valuethis allows iteratortester to check the edge case that when an iterator has been exhausted (that is "next" has been called repeatedly until "hasnext" returns false) then calling "next" on the iterator again exhibits the same behavior as the users chosen "known good" reference implementationfixes #5281b094a4b3f43645298a7c9bce9b5d72184d7ff4cf all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5286) for more info**<!-- need_author_consent --> ||
5307,1,1,0,0,0,0,1,1,0,1,0,moe sync 2020-11-10 this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> refactor classpath: replace scanner with location class75c2c543c6ac64943037630cfa40945feff10f42-------<p> fix documentation for hashcodetostring() that incorrectly claimed it returned in big-endian orderthe implementation of tostring() goes through the bytes in the same order that asbytes() returns so if the order of the underlying bytes is little-endian (as is the case for longhashcode) then the string will also be little-endian contradicting what the documentation says841129afbd77f8c78bb469de2ece758b418d322b-------<p> optimize hashingcrc32c() by eliminating two xors for every byte of inputbenchmarks suggest a modest speedup around 8%b685bf7068044cfef0c73163408a0ccebacef203-------<p> add constant for origin isolation headerspec: https://githubcom/wicg/origin-isolationrelnotesadds constant for the origin-isolation headerf3d79119d1e1f9937f332a8c73ed1690dfbb8ffb-------<p> remove outdated reference in docs3ac6e42a8622be4b122dfd4b9eef989148141148-------<p> add additional test for `crc32chashfunction`4f7e925397e6ca2b17ce3d563ba1968e94959bd1-------<p> verify maximumweight before settingthe maximumweight builder method is the only method that does the argument verification before the assignmentit looks like a typo and does not affect anyone in practice but it is still better to have the implementation uniformfixes #5298f1d40c3dd5243c5a29fe683fb42f7ff61b2a3068-------<p> do 16-byte strides in crc32c in cgchash resulting in roughly a 33x speedup to 15 gb/sthis is probably as good as it gets until java 11 when well have access to the intrinsics that use crc hardware when available6d9e9e33c6a784f86b51c3fac785532351374271-------<p> rollback*** original change description ***do 16-byte strides in crc32c in cgchash resulting in roughly a 33x speedup to 15 gb/sthis is probably as good as it gets until java 11 when well have access to the intrinsics that use crc hardware when available***916807371db167b99bb8b591a22c9ec07fe2bac2-------<p> backport `combine` to java7 for `immutablelist` & `immutableset`this is so that java8 code relying on the java7 branch of guava can still efficiently collect guava collectionsa275458c2601c33bfb5ba6ec54e2458feeeff06a-------<p> fix `loadingcache` minor documentation typofixes #550359a9556d82fc233acf8c0a3ad00de14e02384f75-------<p> added submitasync to closingfuturerelnotes"added `submitasync(asyncclosingcallable)` to `closingfuture`"187db6d240a896be6efb6fc98f014b9d4690fe30-------<p> add `x-request-id` to `httpheaders`fixes #5306relnotesadd `x-request-id` to `httpheaders`0f5a31bbc213f61404189d777b2039842210cab5-------<p> fix android test failure in classpathtestreproduced the error and verified that this change fixes itc1f6ac185f0e72998ed30ae72a0983804c5a4f5a all (the pull request submitter and all commit authors) clas are signed **but** one or more commits were authored or co-authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project  please have them confirm that by leaving a comment that contains only `@googlebot i consent` in this pull request*note to project maintainer:* there may be cases where the author cannot leave a comment or the comment is not properly detected as consent  in those cases you can manually confirm consent of the commit author(s) and set the `cla` label to `yes` (if enabled on your project)ℹ️ **googlers: [go here](https://gotogooglecom/prinfo/https%3a%2f%2fgithubcom%2fgoogle%2fguava%2fpull%2f5307) for more info**<!-- need_author_consent --> || setting `cla: yes` since all commits with different authors come directly from prs by those authors ||
