pr;Util;NLP;APM;Network;DB;Interpreter;Error Handling;Logging;Lang;Data Structure;DevOps;i18n;Setup;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;Event Handling;App;GIS;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
822;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;allow subclasses to use different partition types;;;0;allow subclasses to use different partition types;;;;;;1;1;allow subclasses to use different partition types;
825;1;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;only announce coordinator if configured as one;this fixes a bug introduced in the coordinatormodule refactoring that causes every node to announce itself as a coordinator.;;0;only announce coordinator if configured as one;this fixes a bug introduced in the coordinatormodule refactoringthat causes every node to announce itself as a coordinator;;;;;1;1;only announce coordinator if configured as onethis fixes a bug introduced in the coordinatormodule refactoringthat causes every node to announce itself as a coordinator;
831;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;1;1;0;1;1;make interpreter stateless;;;0;make interpreter stateless;;;;;;1;1;make interpreter stateless;
832;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;1;0;modify spi to enable range predicate pushdown and negotiation with connectors;as a simple extension of this new api  all of our connectors are now able to feed back domain information from partitions during the optimization phase to enable greater plan optimizations.;;0;modify spi to enable range predicate pushdown and negotiation with connectors;as a simple extension of this new api all of our connectors are now able to feed back domain information from partitions during the optimization phase to enable greater plan optimizations;minor comments this time around otherwise ;;;;1;1;add support for range predicate pushdownsthis work is a complete refactor of how we generate partitions in the planning/execution phasesinstead of generating partitions after planning we now integrate the generation directlyinto the optimization planning phase so that we can iterate our plan based on data returnedby the partitions that we discover this not only provides a number of opportunities foroptimization but also significantly simplifies the amount of cross-talk between thesplit generation and the planning phases as a result of these changes it makesit much easier to build native range predicate push downs;
834;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;handle binary rcfiles correctly;this also changes the unit tests to work correctly when the timezone is set to that of the hive installation.;;0;handle binary rcfiles correctly;this also changes the unit tests to work correctly when the timezone is set to that of the hive installation;huge :+1: as this lets me remove my nasty hack || ;;;;1;1;only use byteshiverecordcursor for columnarserdethis fixes reading data for tables that use lazybinarycolumnarserde;
835;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix tests when run with non-utc timezone;;;0;fix tests when run with non-utc timezone;;;;;;1;1;fix tests when run with non-utc timezone;
836;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;rename jdbc classes to start with presto;;;0;rename jdbc classes to start with presto;;;;;;1;1;rename jdbc classes to start with presto;
837;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;allow running embedded version of discovery;simplify deployment by allowing presto to run an embedded version of the discovery service. this embedded version only supports dynamic announcements. it does not have a static store.;;0;allow running embedded version of discovery;simplify deployment by allowing presto to run an embedded version of the discovery service this embedded version only supports dynamic announcements it does not have a static store;;;;;1;1;allow running embedded version of discoverysimplify deployment by allowing presto to run an embedded versionof the discovery service this embedded version only supportsdynamic announcements it does not have a static store;
846;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;example plugin;this connector exposes schemas defined in the  metadata-uri  catalog property.  the  metadata-uri  can reference a local file or a remote  resource.  the table data files are simple csv (no escaping supported) fetched from a location relative to the  metadata-uri .  the sample  etc/catalog/example.properties  file has uris for local file data and a sample remote dataset hosted on amazon s3.;;0;example plugin;this connector exposes schemas defined in the `metadata-uri` catalog property  the `metadata-uri` can reference a local file or a remote  resource  the table data files are simple csv (no escaping supported) fetched from a location relative to the `metadata-uri`  the sample `etc/catalog/exampleproperties` file has uris for local file data and a sample remote dataset hosted on amazon s3;rename the package to `example || ;;;;1;1;example plugin;
"857;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;cli hangs when the server goes away;presto cli hangs for a long time when the server goes away. add a check to see if the client is closed so that we can get out of this state by pressing ctrl-c;;0;cli hangs when the server goes away;presto cli hangs for a long time when the server goes away add a check to see if the client is closed so that we can get out of this state by pressing ctrl-c;""this actually fixes the `statementclient` which is used by jdbc not just the cli so something like """"fix client hang when the server goes away"""" would be a better commit message  "";;;;1;1;fix client hang when the server goes away;"
862;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;verify jvm requirements;;;0;verify jvm requirements;;[info] checking licenses[warning] missing header in: /home/travis/build/facebook/presto/presto-server/src/main/java/com/facebook/presto/server/prestojvmrequirementsjava || ;;;;1;1;verify jvm requirements;
863;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;1;0;show catalogs;list all the loaded catalogs - creates an in memory system table for all the catalog names.;;0;show catalogs;list all the loaded catalogs - creates an in memory system table for all the catalog names;the execution bits looks good to me but someone else should check the grammar parts || overall ;;;;1;1;show catalogs;
865;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add hive plugin for apache hadoop 1.x;;;0;add hive plugin for apache hadoop 1x;;;;;;1;1;add hive plugin for apache hadoop 1x;
866;1;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;restore binding for node resource;;;0;restore binding for node resource;;;;;;1;1;restore binding for node resource;
869;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;show correct error message when catalog name is incorrect;;;0;show correct error message when catalog name is incorrect;;;;;;1;1;correct error message for invalid catalog name;
870;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;fix test;;;0;fix test;;;;;;1;1;fix test;
873;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;fix tests for example- plugin;;;0;fix tests for example- plugin;;;;;;1;1;fix tests for example- plugin;
"878;1;0;0;0;1;1;0;0;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;cross joins;;;0;cross joins;;""id change the commit message to say something like """"add analyzer and planner support for cross joins""""other than those minor comments it  does this do cross joins across catalogs? || yep (note you will have to qualify at least one of your tables with the appropriate catalog and schemas) actually all joins can process across catalogs and schemas in the same way || thats great || "";;;;1;1;support cross joins;"
"879;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;rename tablewriter to materializedviewwriter;;;0;rename tablewriter to materializedviewwriter;;""why """"materialized view""""? the tablewriter is more general than that and applies also to create table as select etc or are you just getting it out of the way for the refactorings you are about to do? || looks good btw || "";;;;1;1;rename materialized view destination;"
883;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;add --source option to cli;this lets you set the source of the query for logging purposes. tested by running the cli with --help to make sure the option showed up  and added a unit test;;0;add --source option to cli;this lets you set the source of the query for logging purposes testedby running the cli with --help to make sure the option showed up andadded a unit test;;;;;1;1;add --source option to clithis lets you set the source of the query for logging purposes testedby running the cli with --help to make sure the option showed up andadded a unit test;
884;1;0;0;1;1;1;0;0;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;use uuid for native shard ids;;;0;use uuid for native shard ids;;;;;;1;1;use uuid for native shard ids;
885;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;implement show schemas from syntax;allows you to show schemas from a specific catalog. tested by running show schemas  and show schemas from multifeed;;0;implement show schemas from syntax;allows you to show schemas from a specific catalog tested by runningshow schemas and show schemas from multifeed;looks good but you should a test to abstracttestqueries (see testshowschemas) ||;;;;1;1;implement show schemas from syntaxallows you to show schemas from a specific catalog added a unit test;
888;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;execution performance improvements;change blocks and tupleinfo to only contain a single field value move looping into aggregation implementations use classloader magic to share base classes of aggregations without creating megamorphic call sites change aggregation to support multi-channel grouping change orderby  topn  and window to support multi-channel sorting change join to support multi-channel keys pipeline schedule splits in batches instead of one at a time;;0;execution performance improvements;change blocks and tupleinfo to only contain a single field valuemove looping into aggregation implementationsuse classloader magic to share base classes of aggregations without creating megamorphic call siteschange aggregation to support multi-channel groupingchange orderby topn and window to support multi-channel sortingchange join to support multi-channel keyspipeline schedule splits in batches instead of one at a time;i think one of your commits broke the hive integration tests when i try to run them on this branch they just hang || all feed back has been integrated  other than the noted file above the changes were trivial i added two new commits to the end to fix bugs i found during testing and need to be reviewed ||;;;;1;1;fix spurious illegalstateexception in statementresource;
889;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add custom cursor for rc binary format;ran the unit tests  and also ran a simple query against a table in the hivedev cluster;;0;add custom cursor for rc binary format;ran the unit tests and also ran a simple query against a table in the hivedev cluster;other than those minor comments it ;;;;1;1;add custom record cursor for rc binary files;
891;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add empty strings to hive integration test;;;0;add empty strings to hive integration test;;looks good  the test tables should be updated before this is pushed || i updated all the test tables ||;;;;1;1;add empty strings to hive integration test;
895;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;add catalog and schema to jdbc string;;;0;add catalog and schema to jdbc string;;please also add a test for connecting with a catalog but no schema || overall ;;;;1;1;add catalog and schema to jdbc string;
898;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;refactor hiverecordset to make it easier to extend with new file formats;;;0;refactor hiverecordset to make it easier to extend with new file formats;;;;;;1;1;refactor hiverecordset to make it easier to extend with new file formats;
904;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;change date  time  timestamp and interval to be non-reserved words;;;0;change date time timestamp and interval to be non-reserved words;;;;;;1;1;change date time timestamp and interval to be non-reserved words;
905;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add unit tests for rc binary and rc text;;;0;add unit tests for rc binary and rc text;;;;;;1;1;add unit tests for rc binary and rc text;
906;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;1;0;1;1;implement distinct limit operator;;;0;implement distinct limit operator;;i would add a visitor for effectivepredicateextractor too the visitor should be the same as visitlimit || the operator code looks good to me other than removing the extra memory tracking code  additionally we need a unit test for the operator || awesome ;;;;1;1;implement distinct limit operator;
"907;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;implement some functions in presto jdbc driver;got basic queries running in squirrel sql client;;0;implement some functions in presto jdbc driver;got basic queries running in squirrel sql client;""minor nit: no need to say """"presto"""" in the commit message || aside from minor comments  `testcatalogtablecolumnnames` failed in the travis ci build || aside from failing test (see inline comment) and minor nits @electrum any chance to have this in the next release? || "";;;;1;1;implement some functions in jdbc driver;"
"909;1;0;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;1;0;1;1;1;0;1;0;implement use catalog and use schema;;;0;implement use catalog and use schema;;""this is only for the cli so i dont think it should go in the parser should be easy enough to do using the tokens from the statement splitter || the issue is that the tokens would need to go in the grammar anyway otherwise wed be relying on accidental behavior (ie that a word such as """"use"""" parses as an identifier etc) it would also be harder to support quoted identifiers and more flexible syntaxthe correct way would be to use embedded parsers but thats really hard to get right with antlr and not worth the pain thats why we decided to go with this approach || id like to see the `console` one more time after the comments are addressed before this is pushed || if it is easy can you add a quick unit test for the statement processing code  if it is not easy i have confidence this will workother then the above comments   "";;;;1;1;use catalog and use schema;"
"911;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;1;0;1;0;add a summarized print of tablescannode tupledomain to cut down on logging size;formatting:  where there are a small number of range segments:  presto> explain select ds  id  count(1) as count from table where ds >=  2013-11-15  and (type= a  or type= b ) group by ds  id   --- - output[ds  id  count]        id := id        count := count   - aggregate[ds  id] => [ds:varchar  id:varchar  count:bigint]          count := count( expr )     - project => [ds:varchar  id:varchar  expr:bigint]            expr := 1       - tablescan[default:default:table  original constrant=(( ds  >=  2013-11-15 ) and (( type  =  a ) or ( type  =  b )))  domain={ds => domain{ranges=[[2013-11-15]  [2013-11-16]  [2013-11-17]  [2013-11-18]  [2013-11-19]  [2013-11-20]]  nullallowed=false}  type => domain{ranges=[[a]  [b]]  nullallowed=false}}] => [id:varchar  ds:varchar]              id := hivecolumnhandle{clientid=default  name=id  ordinalposition=1  hivetype=string  hivecolumnindex=6  partitionkey=false}              ds := hivecolumnhandle{clientid=default  name=ds  ordinalposition=2  hivetype=string  hivecolumnindex=-1  partitionkey=true}              type := hivecolumnhandle{clientid=default  name=type  ordinalposition=3  hivetype=string  hivecolumnindex=-1  partitionkey=true}  (1 row)  when there are a large number of range segments:  presto> explain select ds  id  count(1) as count from table where ds >=  2012-11-15  and (type= a  or type= b ) group by ds  id  ##                                                                                                                                                                                                                                                               query plan - output[ds  id  count]        id := id        count := count   - aggregate[ds  id] => [ds:varchar  id:varchar  count:bigint]          count := count( expr )     - project => [ds:varchar  id:varchar  expr:bigint]            expr := 1       - tablescan[default:default:table  original constrant=(( ds  >=  2012-11-15 ) and (( type  =  a ) or ( type  =  b )))  domain={ds => summarized:domain{ranges=[[2013-08-04  2013-12-15]]  nullallowed=false}  type => domain{ranges=[[a]  [b]]  nullallowed=false}}] => [id:varchar  ds:varchar]              id := hivecolumnhandle{clientid=default  name=id  ordinalposition=1  hivetype=string  hivecolumnindex=1  partitionkey=false}              ds := hivecolumnhandle{clientid=default  name=ds  ordinalposition=2  hivetype=string  hivecolumnindex=-1  partitionkey=true}              type := hivecolumnhandle{clientid=default  name=type  ordinalposition=3  hivetype=string  hivecolumnindex=-1  partitionkey=true}  (1 row);;0;add a summarized print of tablescannode tupledomain to cut down on logging size;""formatting:where there are a small number of range segments:presto> explain select ds id count(1) as count from table where ds > 2013-11-15 and (typea or typeb) group by ds id---- output[ds id count]       id : id       count : count  - aggregate[ds id] > [ds:varchar id:varchar count:bigint]         count : count(""""expr"""")    - project > [ds:varchar id:varchar expr:bigint]           expr : 1      - tablescan[default table original constrant((""""ds"""" > 2013-11-15) and ((""""type""""  a) or (""""type""""  b))) domain{ds > domain{ranges[[2013-11-15] [2013-11-16] [2013-11-17] [2013-11-18] [2013-11-19] [2013-11-20]] nullallowedfalse} type > domain{ranges[[a] [b]] nullallowedfalse}}] > [id:varchar ds:varchar]             id : hivecolumnhandle{clientiddefault nameid ordinalposition1 hivetypestring hivecolumnindex6 partitionkeyfalse}             ds : hivecolumnhandle{clientiddefault nameds ordinalposition2 hivetypestring hivecolumnindex-1 partitionkeytrue}             type : hivecolumnhandle{clientiddefault nametype ordinalposition3 hivetypestring hivecolumnindex-1 partitionkeytrue}(1 row)when there are a large number of range segments:presto> explain select ds id count(1) as count from table where ds > 2012-11-15 and (typea or typeb) group by ds id##                                                                                                                                                                                                                                                               query plan- output[ds id count]       id : id       count : count  - aggregate[ds id] > [ds:varchar id:varchar count:bigint]         count : count(""""expr"""")    - project > [ds:varchar id:varchar expr:bigint]           expr : 1      - tablescan[default table original constrant((""""ds"""" > 2012-11-15) and ((""""type""""  a) or (""""type""""  b))) domain{ds > summarized:domain{ranges[[2013-08-04 2013-12-15]] nullallowedfalse} type > domain{ranges[[a] [b]] nullallowedfalse}}] > [id:varchar ds:varchar]             id : hivecolumnhandle{clientiddefault nameid ordinalposition1 hivetypestring hivecolumnindex1 partitionkeyfalse}             ds : hivecolumnhandle{clientiddefault nameds ordinalposition2 hivetypestring hivecolumnindex-1 partitionkeytrue}             type : hivecolumnhandle{clientiddefault nametype ordinalposition3 hivetypestring hivecolumnindex-1 partitionkeytrue}(1 row)"";""the github formatting is a little screwed up but you get the idea im open to suggestions on different formatting || how about this:```output[ds id count]        id : id        count : count    aggregate[ds id] > [ds:varchar id:varchar count:bigint]            count : count(""""expr"""")        project > [ds:varchar id:varchar expr:bigint]                expr : 1            tablescan[default table original constraint((""""ds"""" > 2013-11-15) and ((""""type""""  a) or (""""type""""  b)))] > [id:varchar ds:varchar]                 id : hivecolumnhandle{clientiddefault nameid ordinalposition1 hivetypestring hivecolumnindex6 partitionkeyfalse}                 ds : hivecolumnhandle{clientiddefault nameds ordinalposition2 hivetypestring hivecolumnindex-1 partitionkeytrue}                     :: [2013-11-15 2013-11-16 2013-11-17 2013-11-18 2013-11-19 2013-11-20]                type : hivecolumnhandle{clientiddefault nametype ordinalposition3 hivetypestring hivecolumnindex-1 partitionkeytrue}                    :: [a b null]``````output[ds id count]        id : id        count : count    aggregate[ds id] > [ds:varchar id:varchar count:bigint]             count : count(""""expr"""")        project > [ds:varchar id:varchar expr:bigint]                expr : 1            tablescan[default table original constraint((""""ds"""" > 2013-11-15) and ((""""type""""  a) or (""""type""""  b)))] > [id:varchar ds:varchar]                     id : hivecolumnhandle{clientiddefault nameid ordinalposition1 hivetypestring hivecolumnindex6 partitionkeyfalse}                     ds : hivecolumnhandle{clientiddefault nameds ordinalposition2 hivetypestring hivecolumnindex-1 partitionkeytrue}                         :: [2013-11-152013-11-20]                    type : hivecolumnhandle{clientiddefault nametype ordinalposition3 hivetypestring hivecolumnindex-1 partitionkeytrue}                        :: [a b null]```btw i dont think calling out whether its a summary or not is important ||  "";;;;1;1;add a summarized print of tablescannode tupledomain to cut down on logging size;"
912;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;add support for distinct in aggregations for simple cases;supports count(distinct) and distinct in other aggregations  as long as there is only one distinct expression  and all the aggregations use this expression. also  using it with group by is not supported yet.;;0;add support for distinct in aggregations for simple cases;supports count(distinct) and distinct in other aggregations as long asthere is only one distinct expression and all the aggregations use thisexpression also using it with group by is not supported yet;;;;;1;1;add support for distinct in aggregations for simple casessupports count(distinct) and distinct in other aggregations as long asthere is only one distinct expression and all the aggregations use thisexpression also using it with group by is not supported yet;
915;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;set no more buffers for hash distributed node;;;0;set no more buffers for hash distributed node;;;;;;1;1;set no more buffers for hash distributed node;
916;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;add create table as select for native tables;;;0;add create table as select for native tables;;other than the comments looks good  i would have liked to see the connector providing the `tablewriteroperator` and `tablecommitoperator` directly  this would allow the two operators to define the protocol between themselves  this means that your code would not need to encode the `nodeid` and `sharduuid` into a string but instead they could have just had multiple columns  we still need the `recordsink` and existing `tablewriteroperator` and `tablecommitoperator` to ease connector development (much like we have the recordprojectionoperator for reading)  my guess is this would make planning a lot more difficult implementthat said this is definitely good enough for a first pas on this feature ||;;;;1;1;add null checks and fix warnings;
917;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;fix querying tables with missing bucket columns;;;0;fix querying tables with missing bucket columns;;;;;;1;1;fix querying tables with missing bucket columns;
919;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;fix handling of hive bucketed tables;this 918.;;918.0;fix handling of hive bucketed tables;this 918;;fix handling of hive bucketed tables;the bucketing code assumes that tables declared as being bucketed actually have the correct file layout in hdfs `hivesplititerable` currently walks the directly structure as normal when bucketing is enabled and skips any files that dont match the bucket file it should do this instead:- verify that the directory has exactly the right number of files- verify that the directory has no subdirectories- if all checks pass return splits for the bucket file- otherwise ignore bucketing and return splits for all files as normalthe bucket file is determined by sorting the filenames lexicographically and returning the nth file;;1;0;fix handling of hive bucketed tables;
920;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1;0;1;0;fix hash distributed aggregations;split distribution strategy and output buffer partition strategy;;0;fix hash distributed aggregations;split distribution strategy and output buffer partition strategy;;;;;1;1;fix hash distributed aggregationssplit distribution strategy and output buffer partition strategy;
927;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;add table creation for hive;;;0;add table creation for hive;;;;;;1;1;add table creation for hive;
929;1;0;0;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;fix table creation;;;0;fix table creation;;@dain needs to review the execution changes || ;;;;1;1;fix closing of unpartitioned driver factories;
930;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;don t swallow exception when dropping table;;;0;dont swallow exception when dropping table;;;;;;1;1;dont swallow exception when dropping table;
932;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;remove support for implicit cross joins;the pre-ansi join syntax makes it very easy to accidentally perform a cross join when an inner join was intended  not to mention resulting in harder to read queries  so we need a way to disable it via configuration.;;0;remove support for implicit cross joins;the pre-ansi join syntax makes it very easy to accidentally perform across join when an inner join was intended not to mention resulting inharder to read queries so we need a way to disable it via configuration;;;;;1;1;remove support for implicit cross joinsthe pre-ansi join syntax makes it very easy to accidentally perform across join when an inner join was intended not to mention resulting inharder to read queries so we need a way to disable it via configuration;
940;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;simplify handling multiple hadoop versions;;;0;simplify handling multiple hadoop versions;;;;;;1;1;simplify handling multiple hadoop versions;
943;1;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add hive plugin for apache hadoop 2.x;;;0;add hive plugin for apache hadoop 2x;;;;;;1;1;add hive plugin for apache hadoop 2x;
