issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Error Handling,Logging,Lang,Data Structure,DevOps,i18n,Setup,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,Big Data,Event Handling,App,GIS,Multimedia,CG,corpus
1702,1766,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,fix cut preview resolves   resolves   resolves   resolves   reimplement the cut preview feature the c shortcut key also ctrl click on play button less special casely by using another subclass of playbackpolicy it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1703,1766,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,fix cut preview resolves   resolves   resolves   resolves   reimplement the cut preview feature the c shortcut key also ctrl click on play button less special casely by using another subclass of playbackpolicy it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1568,1766,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,fix cut preview resolves   resolves   resolves   resolves   reimplement the cut preview feature the c shortcut key also ctrl click on play button less special casely by using another subclass of playbackpolicy it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1566,1766,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,fix cut preview resolves   resolves   resolves   resolves   reimplement the cut preview feature the c shortcut key also ctrl click on play button less special casely by using another subclass of playbackpolicy it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1411,1779,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,brush tool improvements resolves    resolves   resolves   resolves   resolves   resolves   resolves   most of the recently requested changes to ux for the spectral brush dialog   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1772,1779,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,brush tool improvements resolves    resolves   resolves   resolves   resolves   resolves   resolves   most of the recently requested changes to ux for the spectral brush dialog   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1773,1779,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,brush tool improvements resolves    resolves   resolves   resolves   resolves   resolves   resolves   most of the recently requested changes to ux for the spectral brush dialog   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1775,1779,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,brush tool improvements resolves    resolves   resolves   resolves   resolves   resolves   resolves   most of the recently requested changes to ux for the spectral brush dialog   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1776,1779,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,brush tool improvements resolves    resolves   resolves   resolves   resolves   resolves   resolves   most of the recently requested changes to ux for the spectral brush dialog   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1777,1779,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,brush tool improvements resolves    resolves   resolves   resolves   resolves   resolves   resolves   most of the recently requested changes to ux for the spectral brush dialog   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1651,1793,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,fix auto clip naming resolves    also fixes wrong name assigned to a clip when recording to a new track  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1459,1799,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,set the page size for aup  files using pragma this change ensures that page size will be  k even if system sqlite  was used mostly relevant for linux resolves      i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1460,1802,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,remove the requirement for the sqlite enable dbpage vtab resolves   this pr introduces a different approach to estimating the sampleblock size on disk it does not account for the sqlite  internal structures size so well but the difference is relatively negligible we use this estimation to decide if we need to compact the database on disk as we do not allow database vacuuming for performance reasons the performance of the heuristic can be further improved as  used blocks   total blocks  should work just fine however this would require more changes to the code projectfileio gettotalusage   and  projectfileio getcurrentusage   are also used in now disabled compaction dialog however using  gettotalusage   was probably not the idea anyway because it never accounted for the project and autosave tables  getcurrentusage   still gives a very good estimate of how much disk space is used   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1704,1808,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,adjusting loop playback resolves    start looping play then adjust the bounds of the selection   the looping play will respond to those changes   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1157,1816,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,extract lib theme resolves    extract a library for the theme system   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1698,1832,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,new clip naming scheme resolves    i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1825,1836,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,change default spectrogram settings resolves   change default settings for scale type to mel top of scale to   hz window size to   and zero padding to  also cleaning up a lot of preference usage in spectrogram settings to avoid repetition of literals for paths and defaults   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1759,1840,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,fix event handling in wavetrackaffordancecontrol resolves      i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1813,1841,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,adds whats new link to the splash dialog resolves   the whats new section will be shown only if  show whats new section  is passedthe update dialog is populated dynamically from the  latestxml  contents   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior should you resize the splash window taller now should you resize the splash window taller nowi think not      should you resize the splash window taller now    i think not    should you resize the splash window taller now    i think not  why was my screenshot unlike yours i still see get official released etc above the imageget official release is shown when build level is not   so it is not the case for real world users       should you resize the splash window taller now            i think not        should you resize the splash window taller now            i think not      why was my screenshot unlike yours i still see get official released etc above the image    get official release is shown when build level is not   so it is not the case for real world usersyou edited my comment well i understand now         should you resize the splash window taller now                  i think not                should you resize the splash window taller now                  i think not              why was my screenshot unlike yours i still see get official released etc above the image            get official release is shown when build level is not   so it is not the case for real world users    you edited my comment well i understand nowsorry got confused by ui   you may rebase and merge after addressing leos question if that is needed i cant judge that i will merge now i think the image and the link will change anyway
1803,1843,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,multi tool shortcut is again f  not f  resolves    make the shortcut key for multi tool again f  as in   and forever before that  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1820,1848,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,right channel delete key behavior resolves   resolves   this would fix the failure of delete to work in right channel for the brush tool if that is enabled in the buildit also fixes the non functionality of delete   and all other keystrokes   for editing the title of a clip in a right channel of a stereo track with nonaligned clips   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1847,1848,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,right channel delete key behavior resolves   resolves   this would fix the failure of delete to work in right channel for the brush tool if that is enabled in the buildit also fixes the non functionality of delete   and all other keystrokes   for editing the title of a clip in a right channel of a stereo track with nonaligned clips   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1838,1854,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,issue   screen readers should read labels when tabbing resolves  that when a label track is the focus tab and shift tab only select a label rather than opening it for editing in a custom text box which is not accessible for screen readers its useful for the name of the label to be readstraightforward fixalso added i n hint in transportmenuscpp where there is the same message for screen readers   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1710,1857,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,issue   compromise resolves   this does not resolve all as suggested in the issue description but may offer satisfactory workaroundsfor label track behavior the esc key already removes the insertion cursor if there is one but now if there no insertion cursor but there is a label navigated to by tab then esc clears the navigation state this allows esc and then return to change the selected state of the label trackfor wave track behavior the return or number pad enter key behavior will remain hard coded it is also hard coded for label track text editing about which there isnt a complaintnote that if a clip is not selected then pressing enter does nothing i assume thats just a bug in the implementation this is the return key will be intercepted for editing only in case the selection coincides with the extent of a clipwith this change you can change the selection such as with j or left arrow in default key bindings so it becomes a point then return toggles the selected state of the wave trackyou may be unsatisfied that restoring the time selection to what it was before requires further tab key presses maybe further improvement is possible and you  davidbailes might suggest another commit to accomplish that   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior   resolves      this does not resolve all as suggested in the issue description but may offer satisfactory workaroundsthis does not offer satisfactory workaroundsi am at a loss as to how this issue has been handled this was the initial design  you can see i raised the issue of enter being a duplicate on   jul and there was a reply from  jounih davidbailes makes sense to have customisable commands for selecting clips and editing names rather than hardcode these shortcuts  vsverchinsky can you do this pleaseand here we are on   oct with a duplicate shortcuthave the designers said that there has be a duplicate shortcutwhy cant this be properly with a command and a user assignable shortcut with a default which is not a duplicate like its done in the rest of audacityi really dont understand what is going on here shortcuts are generally context sensitive i agree that ideally this should be implemented as a configurable shortcut workaround paul proposes solves the problem of context switching and it is almost see below satisfactory in case we wont be able to implement the configurable shortcut in time for  however after testing i found out that it is not possible to deselect a clip with an esc key and i think this should be fixed to  paul licameli  penikov cc  anitabats   shortcuts are generally context sensitivesure shortcuts can be context sensitive but this is not a good case for that the user would not expect to have to deselect a clip in order to change the selection of the track  i agree that ideally this should be implemented as a configurable shortcut workaround paul proposes solves the problem of   context switching and it is almost see below satisfactoryit is not almost satisfactory  in case we wont be able to implement the configurable shortcut in time for  is getting the keyboard user interface right less important than getting the mouse interface rightisnt accessibility a high priority for this project  tantacrul what are your views on this i think we can solve this issue at the spot with another esc push lets say if the clip name edit mode is on the first esc turns off this mode another one esc removes a clip track selectionif there is no clip name editing the esc button removes the selection only  the user would not expect to have to deselect a clipi dont think that track selection toggling with  enter  is expected by most of the users anyway the current track selection behavior is really confusing as it is and there are issues there already for example shift arrows behaves differently depending on the track count  agree that there are users that are familiar with this behaviour and may rely on it and using enter for renaming is familiar only to macos users so probably there should be a better default shortcut for renaming rather than the enter key given that f  is already in the global scope i would say ctrl f isnt accessibility a high priority for this projectit is a top priority indeed but there is no commitment that we will never change the behavior of the application this includes the potential changes to the selection behavior otherwise there is no point in development and in any case i believe esc should remove the selection from the clip  paul licameli  tantacrul  vsverchinsky     the user would not expect to have to deselect a clip    i dont think that track selection toggling with  enter  is expected by most of the users anyway the current track selection behavior is really confusing as it is and there are issues there already for example shift arrows behaves differently depending on the track count    i agree that there are users that are familiar with this behaviour and may rely on it and using enter for renaming is familiar only to macos users so probably there should be a better default shortcut for renaming rather than the enter key given that f  is already in the global scope i would say ctrl f ctrl f  would be fine i suggested it in september      isnt accessibility a high priority for this project    it is a top priority indeedthats reassuring to hear  but there is no commitment that we will never change the behavior of the application this includes the potential changes to  the selection behavior otherwise there is no point in developmenti dont have a problem with the behaviour of the application being changed i dont have a problem with the selection behaviour being changed i am aware that the behaviour of the shift arrows is rubbish   it has been discussed in the past but unfortunately there was never agreement as to what it should be changed tomy problem is with having this duplicate use the the enter key which makes it harder for keyboard users to use the program   i dont think that track selection toggling with  enter  is expected by most of the users anywayim pretty sure that it is very much expected by many millions of current audacity users there are also countless references to using enter to toggle track selection in audacity documentation and on the forumexample to select tracks           click on track   down cursor twice then enter  repeat step   as necessaryit can be a one handed operation and second nature to millions of existing usersalternatives such as esc are less convenient and esc to select a track is counterintuitive   i agree that there are users that are familiar with this behaviour and may rely on itabsolutely and thats a vast number of users considering that this feature has been present for   years  esc to select a track is counterintuitiveesc unrolls selection stack it is not used for selection per se thanks  davidbailes  this was very useful for me to understand our accessibility a little better we just discussed a stopgap solution that will   not mess with existing experience with the enter key     will provide a for now key binding for renaming clipsultimately this will be solved when we move to the next step of our work on altering clip behaviour that will involve a more distinct selection state for clips that is different to selecting wave data more to come about this will share designs when they are ready for your feedback the notion of selectedness or focus of a clip distinct from a time selection coindident with the clip boundaries needs to become a real thing in the code but it needs thought and work and no short fix is going to do it nowi have raised the idea that the set of keystroke bindings should not be a single global one as now but might more usefully by contextual that is return might be customized for one thing in general changing track selection but a different set of customizations could apply and override the meaning of return when a clip or label or other thing is focused starting the editing of a name thats a nice idea that has occurred to me before still worth considering but it might take a lot of elaboration to make it work both in restructuring our commandmanager and in making a convenient way to customize the keystrokes in preferences and it presupposes that the notion of clip focus is properly implemented first this pull request was approved and merged it has been judged insufficient for the issue but i ask again whether anyone thinks it contained anything wrong that should be reverted no one has said so   we just discussed a stopgap solution that will   not mess with existingexperience with the enter keythanks  tantacrul wrote  thanks  davidbailes useful for me to understand our accessibility a little better we just  discussed a stopgap solution that will   not mess with existing experience  with the enter key     will provide a for now key binding  ultimately this will be solved when we move to the next step of our work  on altering clip behaviour that will involve a more distinct selection  state for clips that is different to selecting wave data more to come  about this will share designs when ready for feedback    you are receiving this because you were mentioned  reply to this email directly view it on github  triage notifications on the go with github mobile for ios
1863,1864,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,issue   add names of clips to messages for screen readers resolves  that there are clip names they should be added to messages sent to screen readersthis commit adds the clip names to the messages sent by various existing clip commands   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1833,1865,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,fix text edit shortcuts resolves   also select all command is available when label is edited  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior done reviewing maybe the generality is okay for ctrl a and ctrl c which do not need to push new undo items but i have shown definite problems in case of paste are there other problems to demonstrate with cut too maybe i didnt experiment enough to decide that some experiments with ctrl x when text is selected in a label track box will easily show that proper undo redo handling was already an omission even in   and earlier was paste already badly handled too actually dopastetext used to handle the case of insertion of text at the edit cursor of a label always correctly pushing the undo stack but this pr causes a definite regression of that behavior preempting dopastetext   actually dopastetext used to handle the case of insertion of text at the edit cursor of a label always correctly pushing the undo stack but this pr causes a definite regression of that behavior preempting dopastetext yet another thing i overlooked but the fix seems to be quite simple  move project history modification code to  labeltrackview pastetext  and remove it from  onpastenewlabel   labeltrackview oncontextmenu  though history item text will change and  dopastetext  becomes unneeded so it can be removed also ive noticed that there is some gtk specific code that does not modify undo history as well if evtmiddledown   paste text making a new label if none is selected wxtheclipboard useprimaryselection true viewpasteselectedtext project newselt  newselt  wxtheclipboard useprimaryselection false  and it will be too if the history modification code is moved to  labeltrackview pastetext  also  labeltrackview cutselectedtext  may be fixed same waydo you think it would be better now to avoid changing existing code for labels and add some workarounds to handle text shortcuts in wave track
1870,1871,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,issue   feedback for screen readers when tabbing to clips resolves  a user presses tab or shift tab to select the next previous clip a message is sent to any screen reader   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1858,1872,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,exit editing of clip a name and redraw when a trackpanel loses focus resolves   exit clip name editing when a mouse click causes the trackpanel to lose focusnote that this implementation commits any unfinished text edit with a undo history item   it doesnt cancel it as if by the escape key  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1835,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,fix clip name editing resolves   resolves      i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior tested on w  with audacity windows bit f f    branch build by  vsverchinsky this fix by vitaly looks good   the clip name is highlighted for editing when you double click on the clip
1834,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,fix clip name editing resolves   resolves      i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior tested on w  with audacity windows bit f f    branch build by  vsverchinsky this fix by vitaly looks good   the clip name is highlighted for editing when you double click on the clip
1814,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,avoid drawing text outside the clipping rectangle if possible resolves    i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1890,1894,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,less laggy response of looping playback to change of region bounds resolves    some lagginess has to be tolerated because there must be a queue of somelength between the trackbufferexchange thread and the portaudio thread buthow short can it bein case of playback looping that lag is now set to an arbitrary hard coded    second in loopingplaybackpolicy suggestedbuffertimes which is less thanthe old default latency of   seconds see playbackpolicy suggestedbuffertimes which perhaps was a value motivated by older generations of hardwareso if you adjust looping play bounds while the play head is within     secondof the end of the loop thats     second of real time not track time in caseyou also have a time warping time track   then you might yet notice the playhead not doing quite what you want should we make that latency user tunable or more challengingly for usdetect hardware limitations and make it adaptive   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
