prNumber,APM,Logi,UI,Network,Lang,Multi Thread,Multimedia,Interpreter,Error Handling,IO,Logging,Data Structure,CG,Setup,Logic,Util,Untility,GIS,App,i18n,Parser,DB,Event Handling,prTitle,prBody,prIssue,issueNumber,issueTitle,issueBody,prComments,issueTitleLink,issueBodyLink,issue_Comments,isPR,isTrain,commitMessage,prCodeReviewComments,NLP,DevOps,Microservices,ML,Test,Search,Security,Cloud,Big Data
1914,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,allow the application appearance to match the theme on macos,currently  this is implemented for macos users only. windows has not yet published the api  linux requires gtk3 and we build against gtk2 currently.  resolves: #1752  *(short description of the changes and the motivation to make the changes)*  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1752,allow the application appearance to match the theme on macos,"currently this is implemented for macos users onlywindows has not yet published the api linux requires gtk3 and we build against gtk2 currentlyresolves: #1752*(short description of the changes and the motivation to make the changes)*<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",can we become a working build with gtk3 -> wxgtk31-315 -> python-wxpython4-411 ?i use the packages above with a stable audacity-242 ( 118 plugins/enabled ) but can notbuilding a clean and working since the 30x? release of audacityif more info needed i can post the contents of spec-files  || @ohquait you may want to ask in the [forum]( or the [dev discord]( about this instead of some random pull request that already is merged :)  ||,mac: many cosmetic issues and selection toolbar issues with latest 310 alpha,**describe the bug**there are many cosmetic issues with the the latest 310 alpha audacity_macos_intel_1270895276_97ca83e there are also issues withe the selection toolbar where the project rate and snap to fields are blank and cannot be set (or observed) **to reproduce**steps to reproduce the behavior:1 install latest alpha audacity_macos_intel_1270895276_97ca83e  on mac2 launch3  observe scroll bars for the audacity window are black (not gray)4 observe: window header is  black (not gray)5 observe: the bottom bar (including the status bar) is black (not gray)6 observe: welcome mat message has black header not gray6 observe: in the selection toolbar where the project rate and snap to fields are blank and cannot be set (or observed) **expected behavior**a) same graphics as in 304 with gray not blackb) active and filled project rate and snap to fields in the selection toolbar**screenshots**( information (please complete the following information):** - os: macos 1152 big sur - version audacity 310**additional context**this is a regression on 304this does not happen on windows with the latest alpha:  audacity-win-310-alpha-20210924+97ca83e-64bit,"preferences come up white on black:( || mnues come up white text on black too:![image]( || so do the dropdown menus for the time format controls in the selection toolbar and the timer toolbar || see what happens in ` themebase::loadtheme` || my bad - apple had ""kindly"" turned on a fashionable dark theme for me with the recents116 macos upgradewhen i switch it to light all is fine_the verbal assistant has had gender reassignment too and been turned into a man _ || i think this is a result of the community pr we merged which allows audacity to use a system theme i will check that first || ",1,0,allow the application appearance to match the theme on macoscurrently this is implemented for macos users onlywindows has not yet published the api linux requires gtk3 and we build against gtk2 currently,,0,0,0,0,0,0,0,0,0
1916,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,fix bug with lof unicode using.,resolves: #1739   <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1739,fix bug with lof unicode using,"resolves: #1739 <!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior","thanks for looking at this @gera-gas unfortunately this does not  fix the problem for me (tested on xubuntu 2004) in fact it prevents audacity from importing from any lof file even those that contain lower ascii characters onlythe problem here is that `if (buf[i] < 32 && buf[i] ! 10 && buf[i] ! 13)` may fail with utf8 || maybe you need this to guess the encoding:   || > maybe you need this to guess the encoding:or maybe theres no need to check other than ensuring that it isnt a huge file wxtextfile seems to be pretty robust wrt opening files that dont contain text if the file isnt readable as text the import will fail so we just need to tell the user that it failedits unfortunate that lof files were not defined to have a standard header of some sort so that we could easily recognize them something to keep in mind  if the lof format is ever extended as it is about the only thing that  we know a lof file *must* have is at least one occurrence of the word ""file"" as the first non-whitespace word on a line || @stevedaulton i add new checking control and test it on ascii utf-8 (with and without bom) and utf-16 (with and without bom) file formats too on my pc all work fine || ",lof files do not support unicode (or extended ascii),"**describe the bug**lof files do not support unicode (or extended ascii)lof files are currently limited to standard / lower ascii characters only in file names this prevents file names such as ""reinyöwav"" being used even though the name is valid on all supported platformsalso the error message ""audacity did not recognize the type of the file"" is not as helpful as it could be and this limitation is not currently documented in the manual**to reproduce**steps to reproduce the behavior:1 create an audio file containing characters that are not in the lower ascii character table example: ""®±µ»wav""2 create a lof file containing the file created in step 13 import the lof file into audacity4 observe error: ""audacity did not recognize the type of the file""**expected behavior**lof files should support unicode (or extended ascii)**screenshots**none**additional information (please complete the following information):** - os: all os - version all audacity - originally reported against 300 - (if relevant) sound device [eg windows wasapi usb sound card]**additional context**""lower ascii //wwwcomputerhopecom/jargon/a/asciihtm#standard-ascii-table)""","@stevedaulton wrote to me on email:>weve never really made much of a deal of lof filesi like the idea and they are potentially useful but it seems to me to be an underdeveloped feature>perhaps better than logging this as a p3 bug would be a feature request for ""playlist"" support using an established format such as m3u or  pls rather than lof>m3u:   interesting aspect of this is that a multi-track project could be exported as separate wav files plus a playlist file - could be useful for backups and for collaborative projects || ",1,0,add checking to text fileremove extra code,,0,0,0,0,0,0,0,0,0
1930,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,click-away from trackpanel (still in audacity) ends clip name edit,resolves: #1896   this is unlike the case of loss of focus when clicking outside of audacity  which was the case fixed at ec258e0.  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1896,click-away from trackpanel (still in audacity) ends clip name edit,resolves: #1896 this is unlike the case of loss of focus when clicking outside of audacitywhich was the case  at ec258e0-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior,,clip names the cursor editing mode doesnt off with a click in toollbars,**describe the bug**the cursor editing mode doesnt off with a single click on toolbars or scrollbars**to reproduce**steps to reproduce:1 create two or more tracks2 add a clip to the first one (on top)3 start edit clip name in direct mode (double click on clip handle make sure option use dialog for the name of a new label is disabled4 click in any toolbar**actual behaviour:**observe: clip name edit cursor is still visible**expected behaviour**the edit cursor should be dismissed after time selection changed/activated**screenshots**these red rectangles point to the areas where clicking doesnt off the clip name editing mode![изображение]( to: #1858,"confirmed on w10 with master audacity-win-310-alpha-20211012+0cf12fb-64bit || > confirmed on w10 with master audacity-win-310-alpha-20211012+0cf12fb-64bitconfirmed  or confirmed still a bug?i was arguing with pavel today about the interpretation of this issuei made a fix so that in cases that a click outside the track panel causes loss of focus then the text editing finishes (making an undo item) and the insertion cursor disappears which hadnt been so before the fixpavel observes that not all clicks outside of the track panel cause loss of focus such as in the vertical scroller or in the blank areas of the tool docks  the debate is whether that is considered a bug  i say it isntif you are still in a state where typing letter keys goes to the label then fine leave the edit cursor there  if you want to stop typing well thats what return or esc are for  your hands are on the keyboard  why must you reach for the mouse to get out of editing the name? || i agree its a bug and worth fixing ive observed it in master just now (mac os) || @paul-licameli unfortunately the bug is fixed partiallynow it works well if you have got the clip name editing via the keyboard but clip name editing doesnt off if you use a mousehere is the example:1 enter the name editing mode via keyboard then click away to lose focus on the clip name works well in this case: enter the name editing mode with the mouse click editing hasnt been interrupted the focus still remains on the clip name || i dont understand what the latest video is demonstrating  describe the steps  where is the last mouse click which should cause the editing cursor to disappear but does not? || the last video is demonstrating that the fix doesnt work when you turn on the name editing mode not with the keyboard but with the mouse || > the last video is demonstrating that the fix doesnt work when you turn on the name editing mode not with the keyboard but with the mouse> the last video is demonstrating that the fix doesnt work when you turn on the name editing mode not with the keyboard but with the mouseplease write a numbered list of steps to reproduce it || the original bug as described in the first post is still present with ""commit id: b21ac7 of thu oct 21""tested on xubuntu 2004**steps to reproduce:**1 create two or more tracks2 add a clip to the first one (on top)3 start edit clip name in direct mode (double click on clip handle make sure option use dialog for the name of a new label is disabled4 click in any toolbar (example select the envelope tool)i cant test with the default shortcut as ""ctrl + f2"" is the xfce desktop global shortcut for ""go to workspace 2"" || ",1,0,click-away from trackpanel (still in audacity) ends clip name edit this is unlike the case of loss of focus when clicking outside of audacitywhich was the case  at ec258e0keep also the recent enhancement of commit d9f3ed2,,0,0,0,0,0,0,0,0,0
1936,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,fix recording to a new track,resolves: #1927   -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1927,fix recording to a new track,resolves: #1927 -  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior,now merged into master and release branches ||,recording to new track starts in wrong place,**describe the bug**recording to new track always starts from time0 irrespective of the cursor position**to reproduce**steps to reproduce the behavior:1 generate a chirp2 click on the track at around 15 seconds to set the playhead cursor3 shift + r4 observe that the recording starts in a new track at time0**expected behavior**recording to start at the playhead / cursor position**screenshots**if applicable add screenshots to help explain your problem**additional information (please complete the following information):** - os: xubuntu 2004 - version 310-alpha-20211014**additional context**regressionthis bug breaks an essential feature in audacitys core functionality as a multi-track recording app,confirmed on mac catalina ||,1,0,set clips recording starting position match selection position,,0,0,0,0,0,0,0,0,0
1938,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,fix tab usage in wavetrack,resolves: #1884   -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1884,fix tab usage in wavetrack,resolves: #1884 -  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior,my review is complete  i don’t approve yet  i’m not sure how i tell github to retract my mistaken approval || i approve understanding that another issue will be opened for the problem of the tab key cycle for the right channel in case clips do not align ||,smart clips there is not allowed to exit the clip name editing mode on the right channel by the tab key,**describe the bug**in the case when a user tries to exit the name editing mode by pressing the tab key nothing happens with the right channel**to reproduce**steps to reproduce the behaviour:1 add stereo track and a clip to it2 split the track3 rename the clip on the right channel4 make stereo again5 edit the right-channel clip name6 press the tab key**expected behaviour**the user can exit the editing mode with the tab**screenshots** information (please complete the following information):** - os: windows 10 - version: audacity 310-alpha-20211011,see comments on the pr which i don’t really approve yet (i don’t know how to retract my mistake with github)is a fuller description of the expected behavior that when channels have unaligned clips then each channel has its own independent tab key cycle?the proposed fix does not realize that  tab key may escape right channel clip renaming but takes you to the left channel tab key cycle ||,1,0,tab handling moved from wavetrackaffordancecontols to wavetrackview,,0,0,0,0,0,0,0,0,0
1940,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,adds an ability to change project s user_version based on features used,this commit introduces a new mechanism to allow projects components to specify the audacity version they require to be loaded.   it is possible to set the version based on the features that are currently in use.   smart clips use this new approach to require at least audacity 3.1 if there are trimmed clips in the project.  resolves: #1903  *(short description of the changes and the motivation to make the changes)*  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1903,adds an ability to change projects user_version based on features used,"this commit introduces a new mechanism to allow projects components to specify the audacity version they require to be loaded it is possible to set the version based on the features that are currently in use smart clips use this new approach to require at least audacity 31 if there are trimmed clips in the projectresolves: #1903*(short description of the changes and the motivation to make the changes)*<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,audacity 310 projects may be incompatible with previous versions,**describe the bug**if a 310 project contains resized clips open the project in an older version of audacity may create overlapping clips which can behave is weird and unpredictable ways**expected behavior**graceful degradation rather than unannounced obsolescence**additional information**opening a 310 project in an earlier version may cause permanent damage to the project,does this thing not pop up?  || > does this thing not pop up?no ||,1,0,adds an ability to change projects user_version based on features usedthis commit introduces a new mechanism to allow projects components to specify the audacity version they require to be loaded it is possible to set the version based on the features that are currently in use smart clips use this new approach to require at least audacity 31 if there are trimmed clips in the project,,0,0,0,0,0,0,0,0,0
1947,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,issue #1934: renaming clip using the keyboard,resolves:   using the keyboard to rename a clip in an audio track  regardless of which clip is selected  the same clip in the audio track is always renamed.  fix: in wavetrackaffordancecontrols::starteditnameofmatchingclip()  the call to starteditclipname() edits the name of mfocusclip  so set the value of mfocusclip  not meditedclip.  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1934,issue #1934: renaming clip using the keyboard,"resolves:  the keyboard to rename a clip in an audio track regardless of which clip is selected the same clip in the audio track is always renamedfix:in wavetrackaffordancecontrols::starteditnameofmatchingclip() the call to starteditclipname() edits the name of mfocusclip so set the value of mfocusclip not meditedclip<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,renaming clip using the keyboard does not always act on the selected clip,**describe the bug**using the keyboard to rename clips regardless of which clip is selected the same clip is always renamed**to reproduce**steps to reproduce the behavior:1 create an audio track with more than one clip2 for each clip in turn select the clip using the keyboard and press ctrl+f2 to rename it3 regardless of which clip is selected the same clip is always renamed**expected behavior**ctrl + f2 should rename the selected clip**additional context**there are other related bugs in this area sometimes ctrl+f2 does nothing - when this case i think that there are also issues with the clip handles not working with the mouse it appears to be intermittent and i dont yet have steps to reproduce,,1,0,issue #1934: renaming clip using the keyboardusing the keyboard to rename a clip in an audio track regardless of which clip is selected the same clip in the audio track is always renamedfix:in wavetrackaffordancecontrols::starteditnameofmatchingclip() the call to starteditclipname() edits the name of mfocusclip so set the value of mfocusclip not meditedclip,,0,0,0,0,0,0,0,0,0
1950,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,playback looping drags,resolves: #1260 resolves: #1706 resolves: #1707  this completes the user interface for playback looping with three click-and-drag actions in the timeline: * dragging a completely new play region (arrow cursor) * resizing an existing region (east-west arrows) * moving an existing region (hand)  please observe also: * the context menu item  to make selection follow play region drags  works * yellow snap guidelines at edges of labels or clips  and of the selection when it isn t following the play region * escape key aborts all drags * left click without drag still starts playback  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1260,playback looping drags,resolves: #1260resolves: #1706resolves: #1707this completes the user interface for playback looping with three click-and-drag actions in the timeline:* dragging a completely new play region (arrow cursor)* resizing an existing region (east-west arrows)* moving an existing region (hand)please observe also:* the context menu item to make selection follow play region drags works* yellow snap guidelines at edges of labels or clips and of the selection when it isnt following the play region* escape key aborts all drags* left click without drag still starts playback-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior,,transport control for enabling playback looping,### user storyas a new user of audacity i would like to have a visible toggle control for playback looping so its easy to discover and use### descriptioncurrently in order to loop a selected range in audacity you have to use the shift modifier key to show loop play in the ui or use shift-space shortcut for activating it while this is fine for seasoned audacity users its not very discoverable for new users and different to almost every other audio software where there is a visible ui looping toggle in the transport controlsdesign in figma,"maybe such a loop-play button should be colored green the same as the normal play button - then it might be more ""discoverable"" that is is a button for a form of playback || are you familiar with all that already exists to define a play region in the time ruler and the quick-play actions?will these features replace those?@stevedaulton @davidbailes  || > all that already exists to define a play region in the time ruler and the quick-play actions?the timeline documentation:  || > maybe such a loop-play button should be colored green the same as the normal play button - then it might be more ""discoverable"" that is is a button for a form of playbackthe loop button in most daws/audio software is actually just a toggle for whether loop playback is enabled or not the loop button doesnt start playback itself - you still need to hit play there are some screenshots of other daws here -  || design of this feature in figmasome clarifications after the design review: * the ""quick play"" functionality will be replaced on ""playback looping"" * possible simplifications (like in current ""quick play"" mode) for looping during playback**implementation stages:** 1 create and add icon resources    11 [methodics](    12 estimation: 46 hrs 2 add playback looping button     21 methodics: in `controltoolbarcpp` file need add looping button  controltoolbar::makebutton` and use `mpause` button like as example for handlers implementation    22 estimation: 35 hrs3 add looping range gui for timeline bar   31 methodics: use `quickplayindicatoroverlay` and `quickplayruleroverlay` in `adornedrulerpanelcpp` like an example   32 estimation: 1418 hrs4 add mouse event handler for looping range gui   41 methodics: using ""quick play"" events handlers (`adornedrulerpanel: :click(const trackpanelmouseevent &event audacityproject *pproject)` etc) with looping by shift key for add playback looping support   42 estimation: 1215 hrs5 remove ""quick play"" preferences like a checkboxes    51 note: do it after full ""playback looping"" support and tests    52 estimation: 12 hrs__final estimation__: 34 46 hrs || note that if you intend to replace timeline quick play it has several other features in addition to simply loopingfor example an important feature for creating long loop files is the ability to initiate loop playback from a point close to the end of the loop (so that you dont have to wait for the entire loop to play before you hear if the end and beginning transition correctly) also the ability to temporarily disable track scrolling during loop playback is very handy when  adjusting the start / end points of the loop || i dont think quickplayindicatoroverlay is a useful example  if you move the mouse in the time ruler without clicking you can see a white vertical line drawn over the tracks  that class does this  the new design does not require thisi think the changes of behavior call all be implemented inside adornedrulerpanel::onpaint() and overlays need not be part of it || the other key thing that timeline quickplay is used for apart from looping is to easily identify points of interest in a track ie simple playback from a particular point with no loopingin other audio and video apps (reaper as a good example) one would use scrubbing for for this - but audacitys scrubbing has an odd gui that provides for a poor ux experience - and thus users (me included) will use timeline quickplay instead_if youd managed rto get telemetry into audacity to measure usage - youd readily observe that timeline quickplay is one of my most-used tools in audacity_ || i dont think we want to deprecate quickplay but it shouldnt be the default action from selecting a time range right now it looks visually like setting a loop region happens in an area where most users expect setting a loop region to be the default action -  and confuses most new users because because of thisi think we can still retain quickplay but perhaps with a modifier key + time region selection rather than by defaultand agree we need to improve scrubbing also so people can use that! || > note that if you intend to replace timeline quick play it has several other features in addition to simply looping> for example an important feature for creating long loop files is the ability to initiate loop playback from a point close to the end of the loop (so that you dont have to wait for the entire loop to play before you hear if the end and beginning transition correctly)you should be able to do this with the new playback looping also - just set a region you want to loop hit play and then click somewhere else on the timeline to jump to that time (while playing) looping would still enabled as long as you dont toggle it off with the loop button this is how it works in most other daws || > moved this from ready for qa to done in sprint 7 - release 31does that mean that this feature is now considered to be release ready?weve still got loop play as the default  play action thus requiring a modifier key to play a selection normally thats a really bizarre design decision in my opinion and should be revertedi see that we have a ""transport control for enabling playback looping"" but that is not what the button does || #1995 is not yet  no || ",1,0,dragging of endpoints of an existing play region,,0,0,0,0,0,0,0,0,0
1950,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,playback looping drags,resolves: #1260 resolves: #1706 resolves: #1707  this completes the user interface for playback looping with three click-and-drag actions in the timeline: * dragging a completely new play region (arrow cursor) * resizing an existing region (east-west arrows) * moving an existing region (hand)  please observe also: * the context menu item  to make selection follow play region drags  works * yellow snap guidelines at edges of labels or clips  and of the selection when it isn t following the play region * escape key aborts all drags * left click without drag still starts playback  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1706,playback looping drags,resolves: #1260resolves: #1706resolves: #1707this completes the user interface for playback looping with three click-and-drag actions in the timeline:* dragging a completely new play region (arrow cursor)* resizing an existing region (east-west arrows)* moving an existing region (hand)please observe also:* the context menu item to make selection follow play region drags works* yellow snap guidelines at edges of labels or clips and of the selection when it isnt following the play region* escape key aborts all drags* left click without drag still starts playback-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior,,add looping range gui for timeline bar,сhanges of behavior call all be implemented inside `adornedrulerpanel::onpaint()` and overlays need not be part of itestimation: 1418 hrs,,1,0,dragging of endpoints of an existing play region,,0,0,0,0,0,0,0,0,0
1950,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,playback looping drags,resolves: #1260 resolves: #1706 resolves: #1707  this completes the user interface for playback looping with three click-and-drag actions in the timeline: * dragging a completely new play region (arrow cursor) * resizing an existing region (east-west arrows) * moving an existing region (hand)  please observe also: * the context menu item  to make selection follow play region drags  works * yellow snap guidelines at edges of labels or clips  and of the selection when it isn t following the play region * escape key aborts all drags * left click without drag still starts playback  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1707,playback looping drags,resolves: #1260resolves: #1706resolves: #1707this completes the user interface for playback looping with three click-and-drag actions in the timeline:* dragging a completely new play region (arrow cursor)* resizing an existing region (east-west arrows)* moving an existing region (hand)please observe also:* the context menu item to make selection follow play region drags works* yellow snap guidelines at edges of labels or clips and of the selection when it isnt following the play region* escape key aborts all drags* left click without drag still starts playback-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior,,add mouse event handler for looping range gui,"using ""quick play"" events handlers `(adornedrulerpanel: :click(const trackpanelmouseevent &event audacityproject *pproject)` etc) with looping by shift key for add playback looping supportestimation: 1215 hrs",,1,0,dragging of endpoints of an existing play region,,0,0,0,0,0,0,0,0,0
1958,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,fixes splash screen size when what s new is shown,also  real link to the video is now added  resolves: #1946  *(short description of the changes and the motivation to make the changes)*  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1946,fixes splash screen size when whats new is shown,"also real link to the video is now addedresolves: #1946*(short description of the changes and the motivation to make the changes)*<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,important information obscured in 310 new splash screen,**describe the bug**important information obscured in 310 new splash screen**to reproduce**steps to reproduce the behavior:1 clear audacity settings folder to ootb factory settings2 launch 3103 observe: the splash screen welcome mat has important data obscured until you scroll or drag**expected behavior**the size of the splash screen to be extended vertically so that the important information about how to get help is immediately visible without scrolling or dragging to enlarge the window**screenshots****1) default splash screen welcome mat in 310**( suggested extended version as new default**![image]( default in 305 and earlier**![image]( information (please complete the following information):** - os: windows 10 - but assume all os - version: audacity 310**additional context**the new link to the whats new video is an excellent idea but now the important help information with the links to sources of help is obscured (see screenshot 1)  there is plenty of room at default size to extend the splash sceen vertically a little to show this information by default (see screenshot 2)in 305 and earlier this important information was visible at the default window size (see screen shot 3)flagging this for @tantacrul as this is a ux issue,it would be nice if the dialog was a little taller by default yes i dont know what height it is now but you generally wouldnt want to go taller than 800px 900px if you wanted to push ithowever if the dialog resizes automatically for smaller screens without enough vertical space (i assume it does for now) then it wont be much of a problem || if there is any issue with simply making the dialog taller we could also just ditch that very large audacity logo at the top or perhaps make it much smaller if needed i can mock this up lets try simply make it a little taller first || >800pxlooks like only 600px is needed so i think this will be fine for 99% of displays || testing on w10 with latest 310 build looks nicely  to me:( ||,1,0,fixes splash screen size when whats new is shownalso real link to the video is now added,,0,0,0,0,0,0,0,0,0
