prNumber;Util;NLP;APM;Network;DB;Interpreter;Logging;DataStructure;i18n;DevOps;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;BigData;App;GIS;prTitle;prBody;prIssue;issueNumber;issueTitle;issueBody;prComments;issueTitleLink;issueBodyLink;issue_Comments;isPR;isTrain;commitMessage;prCodeReviewComments
5477;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;refactor to sorted set;**follow up pr for #5470**;;0.0;refactor to sorted set;**follow up pr for #5470** refactored sortedlist to sortedlist-  -  manually tested changed features in running jabref-  (https://githubcom/joelparkerhenderson/git_commit_message);;;;;1.0;1.0;removes nested constructor callsetof is used instead of new hashset;
5481;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fix for issue 5463;fixed issue #5463 (5463);;5463.0;fix for issue 5463; issue #5463 ( -   change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);good work ðŸ‘ ill merge this pr nowi hope you enjoyed contributing to jabref i would like to continue working with you what do you think about resolving  this issue was recently reported and is about an important feature of jabref ||;entry preview: does not adapt to dark mode;jabref 500-dev--2019-10-17----e81d58c51windows 10 100 amd64 java 1202the entry preview does not adapt to dark mode this issue has already been reported by @siedlerchr here (including an image) //githubcom/jabref/jabref/issues/5244#issuecomment-528028140;hello im pretty new to github but would like to work on this issue is it okay? || @taerim25  sure go ahead ! i think it should work if you adapt the  background color of the entry preview control in the dark theme css fileplease have a look at our contributing guide for gettings things done || update: preview content itself was updated in form of html injected in `previewview  new webview()` (located in previewviewerjava) i was able to change the color of webview object itself but it wouldnt show on the app as the injected html is placed on top of it i can modify the css of the injected html by manually making a new css file and embedding it on to the html but that wouldnt make it compatible with existing css files (darkcss and basecss)anybody has any idea on how to approach this? || @tobiasdiez do we have a variable for checking if dark mode is enabled?  || yes sadly it is not possible to style the content of the webview using the central javafx css the easiest solution is probably to embed the correct style directly as done here: || @taerim25 actually there is a preferences key which stores which theme the user has selected so you could use this for checking and adapting the css || thanks to the good work of @taerim25 this should be  in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || jabref 500-dev--2019-10-20----dfad2fdeawindows 10 100 amd64 java 1202cannot confirm the entry preview is not visible at all and sometimes the exception reported below occurs when trying to open the entry preview/entry editor note that the issue does not appear if the dark mode is not activated so it is very likely that these issues are related to the attempted fix herein:```uncaught exception in thread[javafx application thread5main]invalid stylesheet urljavalangillegalargumentexception: invalid stylesheet url	at orgjabrefmergedmodule/javafxscenewebwebengine$2invalidated(unknown source)	at orgjabrefmergedmodule/javafxbeanspropertystringpropertybasemarkinvalid(unknown source)	at orgjabrefmergedmodule/javafxbeanspropertystringpropertybaseset(unknown source)	at orgjabrefmergedmodule/javafxbeanspropertystringpropertybaseset(unknown source)	at orgjabrefmergedmodule/javafxscenewebwebenginesetuserstylesheetlocation(unknown source)	at orgjabref/orgjabrefguipreviewpreviewviewersettheme(unknown source)	at orgjabref/orgjabrefguipreviewpreviewpanel<init>(unknown source)	at orgjabref/orgjabrefguientryeditorpreviewtabbindtoentry(unknown source)	at orgjabref/orgjabrefguientryeditorentryeditortabnotifyaboutfocus(unknown source)	at orgjabref/orgjabrefguientryeditorentryeditorsetentry(unknown source)	at orgjabref/orgjabrefguibasepanellambda$createmaintable$21(unknown source)	at javabase/javautiloptionalifpresent(unknown source)	at orgjabref/orgjabrefguibasepanellambda$createmaintable$22(unknown source)	at orgjabrefmergedmodule/comsunjavafxcollectionslistlistenerhelper$genericfirevaluechangedevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxcollectionslistlistenerhelperfirevaluechangedevent(unknown source)	at orgjabrefmergedmodule/javafxcollectionsobservablelistbasefirechange(unknown source)	at orgjabrefmergedmodule/javafxcollectionslistchangebuildercommit(unknown source)	at orgjabrefmergedmodule/javafxcollectionslistchangebuilderendchange(unknown source)	at orgjabrefmergedmodule/javafxcollectionsobservablelistbaseendchange(unknown source)	at orgjabrefmergedmodule/comsunjavafxscenecontrolselecteditemsreadonlyobservablelistlambda$new$1(unknown source)	at orgjabrefmergedmodule/comsunjavafxcollectionslistlistenerhelper$genericfirevaluechangedevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxcollectionslistlistenerhelperfirevaluechangedevent(unknown source)	at orgjabrefmergedmodule/javafxcollectionsobservablelistbasefirechange(unknown source)	at orgjabrefmergedmodule/javafxcollectionslistchangebuildercommit(unknown source)	at orgjabrefmergedmodule/javafxcollectionslistchangebuilderendchange(unknown source)	at orgjabrefmergedmodule/javafxcollectionsobservablelistbaseendchange(unknown source)	at orgjabrefmergedmodule/comsunjavafxscenecontrolreadonlyunbackedobservablelist_endchange(unknown source)	at orgjabrefmergedmodule/javafxscenecontrolmultipleselectionmodelbase$selectedindiceslist_endchange(unknown source)	at orgjabrefmergedmodule/javafxscenecontrolcontrolutilsupdateselectedindices(unknown source)	at orgjabrefmergedmodule/javafxscenecontroltableview$tableviewarraylistselectionmodelfirecustomselectedcellslistchangeevent(unknown source)	at orgjabrefmergedmodule/javafxscenecontroltableview$tableviewarraylistselectionmodelclearandselect(unknown source)	at orgjabrefmergedmodule/javafxscenecontroltableview$tableviewselectionmodelclearandselect(unknown source)	at orgjabrefmergedmodule/comsunjavafxscenecontrolbehaviortablecellbehaviorbasesimpleselect(unknown source)	at orgjabrefmergedmodule/comsunjavafxscenecontrolbehaviortablecellbehaviorbasedoselect(unknown source)	at orgjabrefmergedmodule/comsunjavafxscenecontrolbehaviorcellbehaviorbasemousepressed(unknown source)	at orgjabrefmergedmodule/comsunjavafxscenecontrolinputmapinputmaphandle(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventcompositeeventhandler$normaleventhandlerrecordhandlebubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventcompositeeventhandlerdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventhandlermanagerdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventhandlermanagerdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventcompositeeventdispatcherdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventutilfireeventimpl(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventutilfireevent(unknown source)	at orgjabrefmergedmodule/javafxeventeventfireevent(unknown source)	at orgjabrefmergedmodule/javafxscenescene$mousehandlerprocess(unknown source)	at orgjabrefmergedmodule/javafxscenesceneprocessmouseevent(unknown source)	at orgjabrefmergedmodule/javafxscenescene$scenepeerlistenermouseevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumglassvieweventhandler$mouseeventnotificationrun(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumglassvieweventhandler$mouseeventnotificationrun(unknown source)	at javabase/javasecurityaccesscontrollerdoprivileged(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumglassvieweventhandlerlambda$handlemouseevent$2(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumquantumtoolkitrunwithoutrenderlock(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumglassvieweventhandlerhandlemouseevent(unknown source)	at orgjabrefmergedmodule/comsunglassuiviewhandlemouseevent(unknown source)	at orgjabrefmergedmodule/comsunglassuiviewnotifymouse(unknown source)	at orgjabrefmergedmodule/comsunglassuiwinwinapplication_runloop(native method)	at orgjabrefmergedmodule/comsunglassuiwinwinapplicationlambda$runloop$3(unknown source)	at javabase/javalangthreadrun(unknown source)``` || @tobiasdiez i guess its due to the variable you replaced with the constant  || this should be fixed now in the latest master || jabref 500-dev--2019-10-25----681d6aa6fwindows 10 100 amd64 java 1202i can confirm that this has been fixed in the current dev version nice work! ||;1.0;0.0;replace magic string by themeloaderdark_css;
5483;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fix not on fx thread error for custom entry types;5469;;5469.0;fix not on fx thread error for custom entry types;5469 revert change done in  #5423 because the actual code just opens the already loaded databasesat this point the databases are already loaded in a background thread        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;uncaught exception on startup with a database;jabref version jabref 500-dev--2019-10-17----26a1d29a3linux 500-31-generic amd64 java 1202-  i have tested the latest development version from  and the problem persists<!-- add a clear and concise description of what the bug is -->steps to reproduce the behavior:1 start the program with a couple of databases open from the last session  the exception box pops up immediatelythe problem might be connected with having custom entry types in the database:1 close all databases2 open database with three custom entry types:```@comment{jabref-meta: saveorderconfig:specifiedauthorfalsedatefalsetitletrue}@comment{jabref-entrytype: manuscript: req[collectionlibrarylocationshelfmarkshortcollectionshorthandshortlibrary] opt[pagetotalpaginationorigincatalogcolumnsbookpaginationkeywordsscribelayerannotationcontentsownerdatingsupportpages]}@comment{jabref-entrytype: review: req[authordatejournalnumberpagesrelatedrelatedtypevolume] opt[urlurldatedoi]}@comment{jabref-entrytype: audio: req[authordateeditoreditortypenumberpublisherseriestitletype] opt[urlurldate]}```and then i get a blank popup:![screenshot from 2019-10-17 10-15-41]( if applicable add excerpt of the bibliography file screenshot and excerpt of log (available in the error console) --><details>  <summary>log file</summary>    ```  javalangillegalstateexception: not on fx application thread currentthread  jabref cachedthreadpool	at orgjabrefmergedmodule/comsunjavafxtktoolkitcheckfxuserthread(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumquantumtoolkitcheckfxuserthread(unknown source)	at orgjabrefmergedmodule/javafxstagestage<init>(unknown source)	at orgjabrefmergedmodule/javafxstagestage<init>(unknown source)	at orgjabrefmergedmodule/javafxscenecontrolheavyweightdialog$1<init>(unknown source)	at orgjabrefmergedmodule/javafxscenecontrolheavyweightdialog<init>(unknown source)	at orgjabrefmergedmodule/javafxscenecontroldialog<init>(unknown source)	at orgjabref/orgjabrefguiutilbasedialog<init>(unknown source)	at orgjabref/orgjabrefguiimporterimportcustomentrytypesdialog<init>(unknown source)	at orgjabref/orgjabrefguiimporteractionscheckfornewentrytypesactionperformaction(unknown source)	at orgjabref/orgjabrefguiimporteractionsopendatabaseactionperformpostopenactions(unknown source)	at orgjabref/orgjabrefjabrefguiopendatabases(unknown source)	at javabase/javautilconcurrentthreadpoolexecutorrunworker(unknown source)	at javabase/javautilconcurrentthreadpoolexecutor$workerrun(unknown source)	at javabase/javalangthreadrun(unknown source)  ```</details>![screenshot from 2019-10-17 10-08-18](https://user-imagesentcom/762246/67027354-9fff2480-f0c6-11e9-9a4e-af6a37370516png);thank you for reporting this issue we think that is already  in our development version and consequently the change will be included in the next releasewe would like to ask you to use a development build from  ||;1.0;0.0;use platformrunlater;
5487;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;amend the reference to jabrefreferences initialization;the former filename does not exist  the updated file being referred does contain the initialization of jabrefpreferences.;;0.0;amend the reference to jabrefreferences initialization;the former filename does not exist the updated file being referred does contain the initialization of jabrefpreferencesif the previous name is kept new contributors could potentially be confused when looking for the filei do not think this change qualifies as *notable* therefore i did not include it in the changelogmd it is just a correction to a comment no tests were created either        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);thanks a lot for your contribution! i guess you stumbled upon this while having a walk through the code if you are looking for a starting point for your next walk then  might be the right place for you ||;;;;1.0;1.0;amend the reference to jabrefreferences initializationthe former filename does not exist the updated file being referred does contain the initialization of jabrefpreferencesif the previous name is kept new contributors could potentially be confused when looking for the file;
5501;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;new ads fetcher;i added a new fetcher that uses the new ads api.;;4949.0;new ads fetcher;i added a new fetcher that uses the new ads api some open question for implementation:* which ids should be viable ids for idbasedfetchers? only doi? only ads bibcode? the current/old version can handle both but im not sure if this is intentional * we need an api key to access the api i have one for development but someone has to create one for the project * we need to set a limit on how much search results are shown is 20 a good value?refs #4949 -----  change in changelogmd described-  -  cleanups tasks (change comments and documentation)-  manually tested changed features in running jabref-  (  add api key;that looks already really good nice job! - if it is (relatively) easy to implement then doi + bibcode support would be nice- i will request an official key- 20 entries sounds indeed gooddo you have any questions codewise at the moment or anything else where we can help? || > if it is (relatively) easy to implement then doi + bibcode support would be nicethat is no problem i already have implemented this> do you have any questions codewise at the moment or anything else where we can help?at the moment i dont have any questions but i would like to get as much feedback as possible || right now i have implemented the fetcher in a new class should we keep the old one and remove it later? || you can delete/replace the old fetcher there is no point in having two fetcher for the same online service || great thanks! any plans / chances that the new fetcher will be back ported to the latest stable release (43) !? ||;switch to ads api;ads classic is closing this fall currently ads search in jabref fetches entries from ads classic (and also they are linked to ads classic) is there any plans for updating ads classic to new ads in web searchï¼Ÿalthough we can by ourselves replace all the  with  in our existed bib files or modify some of the codes i am wondering if there are any other better solutionsmany thanks;currently we were not aware of ongoing changes can you please provide us some links to the new search function and maybe to some documentation? this would make life a bit easier for us thank you! || thanks for your emailopen ads classic ( and you will find on thetop of the page: â€œads classic will be deprecated in may 2019 and retired inoctober 2019 please redirect your searches to the new ads modern form orthe classic form more info can be found on our blogâ€an official reminder about the transition is available here: search in classic form is still available: here is *a simple guide* to the new ads where you can find more aboutthe search function:  i find the new ads is much much better than the old version)i really appreciate your work on it as i am a heavy user of jabrefbeston sat may 4 2019 at 6:21 pm matthias geiger <notifications@githubcom>wrote:> currently we were not aware of ongoing changes> can you please provide us some links to the new search function and maybe> to some documentation?>> this would make life a bit easier for us>> thank you!>> â€”> you are receiving this because you authored the thread> reply to this email directly view it on github> < or mute> the thread> < > || we should probably switch to the official api:  to  we need to use the search api and then afterwards the [export api]( to obtain the bibtex code || a few weeks ago i noticed that using the ads option in the drop-down list in the id-based entry generator had stopped working and seeing this issue i wonder if the timing of that is related? has it stopped working for anyone else?(im using jabref version 431 on macos 10126 in case thats relevant)edit: nevermind apparently the whitespace character that was being included in the bibcode when i copynpasted it was causing it to fail || i will try to resolve this issue || this issue can be closed || thanks to @johahu this should be  in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version ||;1.0;0.0;add token;
5514;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix metadata serialization order;the save actions and/or customized entry types were not serialized alphabetically. this lead to constant changes when used with version control systems.;;0.0;fix metadata serialization order;the save actions and/or customized entry types were not serialized alphabetically this lead to constant changes when used with version control systems        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;;;;1.0;1.0;fix metadata serialization orderthe save actions and/or customized entry types were not serialized alphabetically this lead to constant changes when used with version control systems;
5519;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fix xmp null error;5449. was caused by wrapping a set of fields in a treeset without specifying the comparator.;;5449.0;fix xmp null error;5449 was caused by wrapping a set of fields in a treeset without specifying the comparator        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;null error while writing xmp metadata;archlinux package by j0hannes #5299 ```jabref 500-dev--2019-10-14----d2ddff574linux 536-zen1-1-zen amd64 java 1202``````console$ java --versionopenjdk 1104 2019-07-16openjdk runtime environment (build 1104+11)openjdk 64-bit server vm (build 1104+11 mixed mode)$ archlinux-java statusavailable java environments:  java-11-openjdk (default)```-  i have tested the latest development version from  and the problem persistsan error with no description:> author2000>   error while writing /home/user/documents/literature/tpsapdf:>     null> > finished writing xmp for 0 file (0 skipped 1 errors)happens with different pdfs the event log is emptysteps to reproduce the behavior:1 create an entry2 add link to a local pdf in the general tab3 select this file4 tool - write xmp5 a pop-up appears;@homocomputeris are the pdfs freely available? it would be nice if you added them via a pr so that we can create test cases- pdf directory for tests:  bib files:  (or add the bib files as skeleton java code or just as text in the pr) || the one from my snippet is  it doesnt write to any pdffor example from these links i downloaded jabref-authorsbib and one pdf and say i want to write the 1st entry metadata to the pdf:```garridokallstromkummetal2016  error while writing /home/user/documents/literature/thesis-examplepdf:    nullfinished writing xmp for 0 file (0 skipped 1 errors)``` || i tried it today with the latest snapshot on windows 10: the same `null` error is raised || thanks to @tobiasdiez  this issue should be  nowwe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version ||;1.0;0.0;fix xmp null error5449 was caused by wrapping a set of fields in a treeset without specifying the comparator;
5539;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;improve performance;improve performance by:;;4430.0;improve performance;improve performance by:- caching fields as keywordlist- remove duplicate change listener- remove preference access in loopwith these changes the mega huge library of @aegit works without too much delays (the initial loading of the database is a bit slow but still ok) thus this pr is a potential fix for #4430 and for  describe the changes you have made here:        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);@tobiasdiez wonderful! let me know when i can start testing this fix ||;performance issues in development version 50;jabref 50-dev--snapshot--2018-10-28--master--05047f32awindows 10 100 amd64 java 180_191steps to reproduce the behaviour:1 open a large database (in my case > 16000 entries)2 select a group in the groups panel3 entries belonging to the group are displayed in the main panel4 select another group in the groups panel5 entries belonging to this group are displayed again in the main panel note however that there is a noticeable delay until the entries are displayed (about 1 to 2 seconds)if you repeat steps 4 and 5 you will always notice this delay of one or two seconds this can get quite annoying if you quickly have to change groups note that in jabref version 382 (which i am still using as my main version) there is no such delay is it possible to get a performance in handling large databases in version 50 that is comparable to that of 382?;the changing of group is still slow and causes a spike in cpu load  tested with a large database o 6400 entries and many groups memory is not an issue( || can confirm - i might have time during this weekend to run some additional performance test unfortunately my yourkit java profiler test license ran out so i will probably have to create a new virtual machine and run a new installation of yourkit in there - unless someone else knows a method to extend the evaluation period a little? i dont really need the tool except for showing the performance issues in the current jabref version compared to version 382 || this should be  now a few remaining performance issues are mentioned at  || jabref 500-dev--2019-11-28----ce0e8870cwindows 10 100 amd64 java 1301this issue indeed appears to be fixed in the current version of jabref (the remaining issues can be found here:  big shout out to @tobiasdiez for the continuous support! ||;1.0;0.0;merge branch master into improveperf;
5541;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;update to gradle 6.0 (and therefore disable build scan);enables  gradlew run  at jdk13.;;0.0;update to gradle 60 (and therefore disable build scan);enables `gradlew run` at jdk13;yes only available at gradle enterprisechristoph <notifications@githubcom> schrieb am di 29 okt 2019 08 > *@siedlerchr* commented on this pull request> ------------------------------>> in buildgradle> < > @@ -279 +266 @@ plugins {>      id orgberyxjlink version 2162>  }>> -// use the gradle build scan feature:  why do you disable gradle build scan? not compatible anylonger?>> â€”> you are receiving this because you authored the thread> reply to this email directly view it on github> < or unsubscribe> < > || i will update the pr as soon as gradle 6 is released if someone updates to java13 the build system is prepared || frozen until november 19th where gradle 60 will be released || - bild scan not available anymore:  upgrade notes:  ||;;;;1.0;1.0;update to gradle 60 and enable code compliing on java 12 and java 13- add second parameter to filesystemsnewfilesystem- disable build scan (only available in gradle enterprise: https://docsgradleorg/current/userguide/upgrading_version_5html#build_scan_plugin_2_x_is_no_longer_supported);
5571;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;add chromium json for browser integration;this pr adds the chromium json used by the native-messaging-host system.;;0.0;add chromium json for browser integration;this pr adds the chromium json used by the native-messaging-host systemi also added the file to the deb postinst/postrm files so they are installedthis is missing the windows/mac integration but the only difference is the path (like the firefox file)i added a different file even though the difference is minimal to avoid editing it in different scripts(postinst and installsh mainly the snap would still change the path)another pr in the jabref repo will edit the manual install script to include the choice of browser-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);may i ask what this pr needs to be merged? ðŸ˜‡  || @tobiasdiez nothing? )in all seriousness everything should be fine ||;;;;1.0;1.0;merge remote-tracking branch origin/master into native-messaging-host;
5578;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;unify month field formatting in test bib files;this finishes 5283.;;0.0;unify month field formatting in test bib files;this finishes  squashed all commits of @sfo into one to reduce the commit history;;;;;1.0;1.0;merge all bibentry test classes into one;
5581;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;remove freeciteimporter;freecite is no more. see https://library.brown.edu/libweb/freecite_notice.php;;0.0;remove freeciteimporter;freecite is no more see  we can remove the fetcher imho the best working alternative as of today is [text2bib]( however i could not programmatically access it i fail at the final step i am tryting to reach out the web site ownerwe also removed the ui long time ago:  meanwhile a simple converter was implemented at  (follow up  - general issue: https://githubcom/jabref/jabref/issues/4826;;;;;1.0;1.0;remove freeciteimporterthe web service is not offered anymore: https://librarybrownedu/libweb/freecite_noticephp;
5582;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix dblpfetchertest -- dblp changed the format;dblp changed the format of urls -  _  is now escaped.;;0.0;fix dblpfetchertest -- dblp changed the format;dblp changed the format of urls - `_` is now escapedclean urls in dblpfetcheradditionally:- style removelatexcommandsformatter- add tests for removelatexcommandsformatter- add support for removing single and multiple whitespaces after a command- split tests in removebracketstest- fix casing in cleanupurlformatter (to match style and current name of test class cleanupformattertest)- fix casing in some url method names- format cleanupurlformatter;the fetcher should not store escaped urls the url field is treated as verbatim field in biblatex so no escaping necessarily  || ok i included the `cleanupurlformatter` and adapted it accordingly while doing that i also added some tests see details in the updated pr description ||;;;;1.0;1.0;do not apply removelatexcommandsformatter in cleanupurlformatter;
5612;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix expected result;somehow  the result by the fetchers changed. this just adapts;;0.0;fix expected result;somehow the result by the fetchers changed this just adapts;i dont see where travis fails the log is too cluttered for me maybe we should invest time in  again || this is partially because you merged my wip pr about the database tests i changed the log test output in gradleits still failing help pages  || @siedlerchr you mean  with follow-up  it be possible to provide a pr reducing the output again? || help pages are (also)  at  ||;;;;1.0;1.0;fix expected result;
5613;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;remove manas tungare s isbn-to-bibtex fetcher in the queue;this removes the isbn to bibtex converter from   because:;;0.0;remove manas tungares isbn-to-bibtex fetcher in the queue;this removes the isbn to bibtex converter from  because:( we have [ottobib]( now we can imho safely remove the other integrationrefs https://githubcom/jabref/jabref/pull/2374;;;;;1.0;1.0;remove manas tungares isbn-to-bibtex fetcher in the queue;
5627;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;remove output of wrong abstract;not available <p />  should not be put anymore.;;0.0;remove output of wrong abstract;`not available <p />` should not be put anymore;;;;;1.0;1.0;remove output of wrong abstract;
5635;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;when using the builder of bibentry  the entry should not be modâ€¦;minor code quality things.;;0.0;when using the builder of bibentry the entry should not be modâ€¦;minor code quality things- ensure that `bibentry#withfield` keeps `haschanged()  false`- refine comment and add empty lines in bibdatabasejava- fix semantic of variable in savedatabaseactiontest (it really points to a file not to a directory);;;;;1.0;1.0;when using the builder of bibentry the entry should not be modified- ensure that `bibentry#withfield` keeps `haschanged()  false`- refine comment and add empty lines in bibdatabasejava- fix semantics of variable in savedatabaseactiontest (it really points to a file not to a directory);
